file,utterance_id,start_ms,end_ms,ref,mb,gl,ft
synthetic_paradigm_glossed.eaf,4110,8881049,8882991,apɛaʔ ɟaŋga d̪ɔ sapʰaa,apɛ-aʔ ɟaŋga d̪ɔ sapʰa-a,2PL-GEN leg TOP clean-FIN,Your leg is clean.
synthetic_school_dialogue_glossed.eaf,4111,8882991,8885817,t̪eheɲɾɛ apɛ kat̪ʰa ɔlɔʔkat̪ɛ gaɖaɾɛ gat̪ea,t̪eheɲ-ɾɛ apɛ kat̪ʰa ɔlɔʔ-kat̪ɛ gaɖa-ɾɛ gat̪e-a,today-LOC 2PL word write-CVB river-LOC play-FIN,"Today, you all write the word and then play in the river."
synthetic_dialogues_glossed.eaf,4112,8885817,8889162,uni d̪ɔ ɲɛlɛɾasa ɟɔma mɛnkʰan basaŋ bai̯ ɟɔma,uni d̪ɔ ɲɛlɛɾasa ɟɔm-a mɛnkʰan basaŋ ba-i̯ ɟɔm-a,3SG.ANIM TOP honey eat-FIN but cooked.food NEG-3SG.ANIM eat-FIN,"He/she will eat the honey, but does not eat the cooked food."
synthetic_paradigm_glossed.eaf,4113,8889162,8890984,amɛm bə̃hl ɲɛlkeda,am-ɛm bə̃hl ɲɛl-ked-a,2SG-2SG elbow see-PST-FIN,You saw the elbow.
synthetic_texts_glossed.eaf,4114,8890984,8892536,ɟɔlaɾɛ baɽe menaa,ɟɔla-ɾɛ baɽe mena-a,lake-LOC banyan.tree exist-FIN,There is a banyan tree in the lake.
synthetic_school_dialogue_glossed.eaf,4115,8892536,8895219,t̪eheɲɾɛ alɛ kat̪ʰa ɔlɔʔkat̪ɛ gaɖaɾɛ kɘmia,t̪eheɲ-ɾɛ alɛ kat̪ʰa ɔlɔʔ-kat̪ɛ gaɖa-ɾɛ kɘmi-a,today-LOC 1PL.EXCL word write-CVB river-LOC work-FIN,"Today, we write the word and then work in the river."
synthetic_texts_glossed.eaf,4116,8895219,8896877,əi̯məi̯ d͡ʒət d̪ɔ sapʰaa,əi̯məi̯ d͡ʒət d̪ɔ sapʰa-a,females TOP clean-FIN,The females is clean.
synthetic_paradigm_glossed.eaf,4117,8896877,8898964,iɲaʔ bapɔti dʰɔn d̪ɔ lɘʈua,iɲ-aʔ bapɔti dʰɔn d̪ɔ lɘʈu-a,1SG-GEN heritage TOP small-FIN,My heritage is small.
synthetic_school_dialogue_glossed.eaf,4118,8898964,8901787,sɛt̪aʔɾɛ iɲ aɾdʰəŋgi ɲɛlkat̪ɛ kuɲɾɛ calaʔa,sɛt̪aʔ-ɾɛ iɲ aɾdʰəŋgi ɲɛl-kat̪ɛ kuɲ-ɾɛ calaʔ-a,morning-LOC 1SG hemiplegia see-CVB well-LOC go-FIN,"In the morning, I see the hemiplegia and then go to the well."
synthetic_see_paradigm.eaf,4119,8901787,8904204,apɛ d̪ɔ ao̯san bapɛ ɲɛla,apɛ d̪ɔ ao̯san ba-pɛ ɲɛl-a,2PL TOP relief NEG-2PL see-FIN,You all do not see the relief.
synthetic_texts_glossed.eaf,4120,8904204,8905948,baŋ d̪ɔ nɔwaa,baŋ d̪ɔ nɔwa-a,negative TOP new-FIN,The negative is new.
synthetic_texts_glossed.eaf,4121,8905948,8907776,bilənɾɛ bana menaa,bilən-ɾɛ bana mena-a,wide.expanse.of-LOC black.bear exist-FIN,There is a black bear in the wide expanse of land.
synthetic_dialogues_glossed.eaf,4122,8907776,8911212,am d̪ɔ bəmbi ɲɛla mɛnkʰan banam bam ɲɛla,am d̪ɔ bəmbi ɲɛl-a mɛnkʰan banam ba-m ɲɛl-a,2SG TOP a.species.of see-FIN but a.kind.of NEG-2SG see-FIN,"You will see the a species of eel, but do not see the a kind of fiddle."
synthetic_dialogues_glossed.eaf,4123,8911212,8914619,uni d̪ɔ basaŋ ɟɔma mɛnkʰan basaŋ bai̯ ɟɔma,uni d̪ɔ basaŋ ɟɔm-a mɛnkʰan basaŋ ba-i̯ ɟɔm-a,3SG.ANIM TOP cooked.food eat-FIN but cooked.food NEG-3SG.ANIM eat-FIN,"He/she will eat the cooked food, but does not eat the cooked food."
synthetic_new_glossed.eaf,4124,8914619,8916720,alɛ d̪ɔ gʰuɽi kiɾiɲakada,alɛ d̪ɔ gʰuɽi kiɾiɲ-akad-a,1PL.EXCL TOP watch buy-PRF-FIN,We have bought the watch.
synthetic_texts_glossed.eaf,4125,8916720,8918350,ɔɽaʔɾɛ sɔhɔɽ menaa,ɔɽaʔ-ɾɛ sɔhɔɽ mena-a,house-LOC town exist-FIN,There is a town in the house.
synthetic_school_dialogue_glossed.eaf,4126,8918350,8921065,ɔkt̪ɛɾɛ iɲ mɔbaĭl pʰon kiɾiɲkat̪ɛ ɟɔlaɾɛ calaʔa,ɔkt̪ɛ-ɾɛ iɲ mɔbaĭl pʰon kiɾiɲ-kat̪ɛ ɟɔla-ɾɛ calaʔ-a,time-LOC 1SG mobile.phone buy-CVB lake-LOC go-FIN,"At that time, I buy the mobile phone and then go to the lake."
synthetic_texts_glossed.eaf,4127,8921065,8922709,aɾba d̪ɔ lɘʈua,aɾba d̪ɔ lɘʈu-a,ant.eater TOP small-FIN,The ant-eater is small.
synthetic_new_glossed_3.eaf,4128,8922709,8925212,mit̪ʔʈɛn bibɔɾɔn d̪ɔ ɟɔlaɾɛ menaa,mit̪ʔ-ʈɛn bibɔɾɔn d̪ɔ ɟɔla-ɾɛ mena-a,one-CLF.HUM generation TOP lake-LOC exist-FIN,One generation is in the lake.
synthetic_paradigm_glossed.eaf,4129,8925212,8927161,oŋkoaʔ kɘmi d̪ɔ sapʰaa,oŋko-aʔ kɘmi d̪ɔ sapʰa-a,3PL-GEN work TOP clean-FIN,Their work is clean.
synthetic_school_dialogue_glossed.eaf,4130,8927161,8930062,ɔkt̪ɛɾɛ uni bele botke ɲɛlkat̪ɛ ɟɔlaɾɛ hiɟuʔa,ɔkt̪ɛ-ɾɛ uni bele botke ɲɛl-kat̪ɛ ɟɔla-ɾɛ hiɟuʔ-a,time-LOC 3SG.ANIM yolk.of.egg see-CVB lake-LOC come-FIN,"At that time, he/she see the yolk of egg and then come to the lake."
synthetic_school_dialogue_glossed.eaf,4131,8930062,8932914,sɛt̪aʔɾɛ apɛ gʰuɽi kiɾiɲkat̪ɛ gaɖaɾɛ kɘmia,sɛt̪aʔ-ɾɛ apɛ gʰuɽi kiɾiɲ-kat̪ɛ gaɖa-ɾɛ kɘmi-a,morning-LOC 2PL watch buy-CVB river-LOC work-FIN,"In the morning, you all buy the watch and then work in the river."
synthetic_bangla_glossed.eaf,4132,8932914,8935002,iɲ d̪ɔ aɾaɾao̯k̕ ɲɛla,iɲ d̪ɔ aɾaɾao̯k̕ ɲɛl-a,1SG TOP mellowing see-FIN,I will see the mellowing.
synthetic_texts_glossed.eaf,4133,8935002,8936761,ad͡ʒaɾ d̪ɔ nɔwaa,ad͡ʒaɾ d̪ɔ nɔwa-a,trouble TOP new-FIN,The trouble is new.
synthetic_paradigm_glossed.eaf,4134,8936761,8938760,iɲaʔ iskul d̪ɔ sapʰaa,iɲ-aʔ iskul d̪ɔ sapʰa-a,1SG-GEN school TOP clean-FIN,My school is clean.
synthetic_paradigm_glossed.eaf,4135,8938760,8940793,iɲaʔ agʰãɽ d̪ɔ sapʰaa,iɲ-aʔ agʰãɽ d̪ɔ sapʰa-a,1SG-GEN november.december TOP clean-FIN,My november–december is clean.
synthetic_paradigm_glossed.eaf,4136,8940793,8942716,iɲaʔ ʈaka d̪ɔ nɔwaa,iɲ-aʔ ʈaka d̪ɔ nɔwa-a,1SG-GEN money TOP new-FIN,My money is new.
synthetic_texts_glossed.eaf,4137,8942716,8944263,ɔɽaʔɾɛ pɘɾsi menaa,ɔɽaʔ-ɾɛ pɘɾsi mena-a,house-LOC language exist-FIN,There is a language in the house.
synthetic_school_dialogue_glossed.eaf,4138,8944263,8947002,sɛt̪aʔɾɛ apɛ sikʰnɘt̪ paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ calaʔa,sɛt̪aʔ-ɾɛ apɛ sikʰnɘt̪ paɽha͡o̯-kat̪ɛ ɔɽaʔ-ɾɛ calaʔ-a,morning-LOC 2PL lesson study-CVB house-LOC go-FIN,"In the morning, you all study the lesson and then go to the house."
synthetic_paradigm_glossed.eaf,4139,8947002,8949105,iɲaʔ ɖak̚t̪aɾ d̪ɔ ɾɘskɘa,iɲ-aʔ ɖak̚t̪aɾ d̪ɔ ɾɘskɘ-a,1SG-GEN doctor TOP happy-FIN,My doctor is happy.
synthetic_texts_glossed.eaf,4140,8949105,8950857,babad͡ʒi d̪ɔ ɟɘɾuɽa,babad͡ʒi d̪ɔ ɟɘɾuɽ-a,fakeer TOP important-FIN,The fakeer is important.
synthetic_texts_glossed.eaf,4141,8950857,8952481,bilətɾɛ bedin menaa,bilət-ɾɛ bedin mena-a,england-LOC heathen exist-FIN,There is a heathen in the england.
synthetic_new_glossed_3.eaf,4142,8952481,8954916,mit̪ʔ pʰɔʈɔ d̪ɔ iskulɾɛ menaa,mit̪ʔ pʰɔʈɔ d̪ɔ iskul-ɾɛ mena-a,one photo TOP school-LOC exist-FIN,One photo is in the school.
synthetic_school_dialogue_glossed.eaf,4143,8954916,8957758,ɔkt̪ɛɾɛ am pɘɾsi ɔlɔʔkat̪ɛ ɟɔlaɾɛ gat̪ea,ɔkt̪ɛ-ɾɛ am pɘɾsi ɔlɔʔ-kat̪ɛ ɟɔla-ɾɛ gat̪e-a,time-LOC 2SG language write-CVB lake-LOC play-FIN,"At that time, you write the language and then play in the lake."
synthetic_school_dialogue_glossed.eaf,4144,8957758,8960672,ɔkt̪ɛɾɛ am ɾan kiɾiɲkat̪ɛ iskulɾɛ hiɟuʔa,ɔkt̪ɛ-ɾɛ am ɾan kiɾiɲ-kat̪ɛ iskul-ɾɛ hiɟuʔ-a,time-LOC 2SG medicine buy-CVB school-LOC come-FIN,"At that time, you buy the medicine and then come to the school."
synthetic_dialogues_glossed.eaf,4145,8960672,8964245,uni d̪ɔ aɖepaseɾenko ɲɛla mɛnkʰan ãɽgat bai̯ ɲɛla,uni d̪ɔ aɖepaseɾenko ɲɛl-a mɛnkʰan ãɽgat ba-i̯ ɲɛl-a,3SG.ANIM TOP neighbours see-FIN but morning NEG-3SG.ANIM see-FIN,"He/she will see the neighbours, but does not see the morning."
synthetic_texts_glossed.eaf,4146,8964245,8965800,iskulɾɛ ɾu̯͡ɘ menaa,iskul-ɾɛ ɾu̯͡ɘ mena-a,school-LOC illness exist-FIN,There is an illness in the school.
synthetic_texts_glossed.eaf,4147,8965800,8967320,basaɾɛ bakd͡ʒunu menaa,basa-ɾɛ bakd͡ʒunu mena-a,residence-LOC firefly exist-FIN,There is a firefly in the residence.
synthetic_paradigm_glossed.eaf,4148,8967320,8969220,iɲaʔ bəd d̪ɔ ɟɘɾuɽa,iɲ-aʔ bəd d̪ɔ ɟɘɾuɽ-a,1SG-GEN flood TOP important-FIN,My flood is important.
synthetic_bangla_glossed.eaf,4149,8969220,8972042,uni d̪ɔ basaŋ aɾ ɟɔmaʔ ɟɔma,uni d̪ɔ basaŋ aɾ ɟɔmaʔ ɟɔm-a,3SG.ANIM TOP cooked.food and food eat-FIN,He/she will eat the cooked food and the food.
synthetic_texts_glossed.eaf,4150,8972042,8973692,bʰugək̕ɾɛ bega d͡ʒudə menaa,bʰugək̕-ɾɛ bega d͡ʒudə mena-a,cave-LOC health exist-FIN,There is a health in the cave.
synthetic_school_dialogue_glossed.eaf,4151,8973692,8976341,t̪eheɲɾɛ alɛ pɘɾsi paɽha͡o̯kat̪ɛ kuɲɾɛ hiɟuʔa,t̪eheɲ-ɾɛ alɛ pɘɾsi paɽha͡o̯-kat̪ɛ kuɲ-ɾɛ hiɟuʔ-a,today-LOC 1PL.EXCL language study-CVB well-LOC come-FIN,"Today, we study the language and then come to the well."
synthetic_bangla_glossed.eaf,4152,8976341,8978981,apɛ d̪ɔ mɔbaĭl pʰon aɾ gʰuɽi kiɾiɲa,apɛ d̪ɔ mɔbaĭl pʰon aɾ gʰuɽi kiɾiɲ-a,2PL TOP mobile.phone and watch buy-FIN,You all will buy the mobile phone and the watch.
synthetic_texts_glossed.eaf,4153,8978981,8980705,aɖe ʈolaɾɛ əjup̕ pajaɾ menaa,aɖe ʈola-ɾɛ əjup̕ pajaɾ mena-a,vicinity-LOC eventide exist-FIN,There is an eventide in the vicinity.
synthetic_paradigm_glossed.eaf,4154,8980705,8982816,uniaʔ muc̚ʔ d̪ɔ mɔ̃ɟa,uni-aʔ muc̚ʔ d̪ɔ mɔ̃ɟ-a,3SG-GEN ant TOP good-FIN,His/her ant is good.
synthetic_school_dialogue_glossed.eaf,4155,8982816,8985600,ɔkt̪ɛɾɛ uni t̪o̯͡a ɲukat̪ɛ ɟɔlaɾɛ calaʔa,ɔkt̪ɛ-ɾɛ uni t̪o̯͡a ɲu-kat̪ɛ ɟɔla-ɾɛ calaʔ-a,time-LOC 3SG.ANIM milk drink-CVB lake-LOC go-FIN,"At that time, he/she drink the milk and then go to the lake."
synthetic_texts_glossed.eaf,4156,8985600,8987313,bebɔhaɾ d̪ɔ mɔ̃ɟa,bebɔhaɾ d̪ɔ mɔ̃ɟ-a,behaviour TOP good-FIN,The behaviour is good.
synthetic_paradigm_glossed.eaf,4157,8987313,8989047,amɛm haku ɘkʰɾiɲkeda,am-ɛm haku ɘkʰɾiɲ-ked-a,2SG-2SG fish sell-PST-FIN,You sold the fish.
synthetic_new_glossed_3.eaf,4158,8989047,8991617,mit̪ʔ ɲɛlɛɾasa d̪ɔ sɔhɔɽɾɛ menaa,mit̪ʔ ɲɛlɛɾasa d̪ɔ sɔhɔɽ-ɾɛ mena-a,one honey TOP town-LOC exist-FIN,One honey is in the town.
synthetic_school_dialogue_glossed.eaf,4159,8991617,8994514,sɛt̪aʔɾɛ oŋko mɔbaĭl pʰon kiɾiɲkat̪ɛ ɔɽaʔɾɛ gat̪ea,sɛt̪aʔ-ɾɛ oŋko mɔbaĭl pʰon kiɾiɲ-kat̪ɛ ɔɽaʔ-ɾɛ gat̪e-a,morning-LOC 3PL.ANIM mobile.phone buy-CVB house-LOC play-FIN,"In the morning, they buy the mobile phone and then play in the house."
synthetic_dialogues_glossed.eaf,4160,8994514,8997973,apɛ d̪ɔ mɔbaĭl pʰon kiɾiɲa mɛnkʰan ɾan bapɛ kiɾiɲa,apɛ d̪ɔ mɔbaĭl pʰon kiɾiɲ-a mɛnkʰan ɾan ba-pɛ kiɾiɲ-a,2PL TOP mobile.phone buy-FIN but medicine NEG-2PL buy-FIN,"You all will buy the mobile phone, but do not buy the medicine."
synthetic_school_dialogue_glossed.eaf,4161,8997973,9000821,sɛt̪aʔɾɛ iɲ bʰɔd͡ʒ ɲɛlkat̪ɛ kuɲɾɛ gat̪ea,sɛt̪aʔ-ɾɛ iɲ bʰɔd͡ʒ ɲɛl-kat̪ɛ kuɲ-ɾɛ gat̪e-a,morning-LOC 1SG feast see-CVB well-LOC play-FIN,"In the morning, I see the feast and then play in the well."
synthetic_dialogues_glossed.eaf,4162,9000821,9004443,oŋko d̪ɔ pʰɔʈɔ ɲama mɛnkʰan ʈaka bako ɲama,oŋko d̪ɔ pʰɔʈɔ ɲam-a mɛnkʰan ʈaka ba-ko ɲam-a,3PL.ANIM TOP photo get-FIN but money NEG-3PL.ANIM get-FIN,"They will get the photo, but do not get the money."
synthetic_school_dialogue_glossed.eaf,4163,9004443,9007138,t̪eheɲɾɛ alɛ kat̪ʰa paɽha͡o̯kat̪ɛ ɟɔlaɾɛ gat̪ea,t̪eheɲ-ɾɛ alɛ kat̪ʰa paɽha͡o̯-kat̪ɛ ɟɔla-ɾɛ gat̪e-a,today-LOC 1PL.EXCL word study-CVB lake-LOC play-FIN,"Today, we study the word and then play in the lake."
synthetic_school_dialogue_glossed.eaf,4164,9007138,9009845,t̪eheɲɾɛ uni basaŋ ɟɔmkat̪ɛ ɟɔlaɾɛ kɘmia,t̪eheɲ-ɾɛ uni basaŋ ɟɔm-kat̪ɛ ɟɔla-ɾɛ kɘmi-a,today-LOC 3SG.ANIM cooked.food eat-CVB lake-LOC work-FIN,"Today, he/she eat the cooked food and then work in the lake."
synthetic_bangla_glossed.eaf,4165,9009845,9012475,alɛ d̪ɔ an aɾ t̪i ɲɛla,alɛ d̪ɔ an aɾ t̪i ɲɛl-a,1PL.EXCL TOP grain and hand see-FIN,We will see the grain and the hand.
synthetic_texts_glossed.eaf,4166,9012475,9014205,aheɾ d̪ɔ mɔ̃ɟa,aheɾ d̪ɔ mɔ̃ɟ-a,prey TOP good-FIN,The prey is good.
synthetic_paradigm_glossed.eaf,4167,9014205,9016165,oŋkoaʔ kuɲ d̪ɔ nɔwaa,oŋko-aʔ kuɲ d̪ɔ nɔwa-a,3PL-GEN well TOP new-FIN,Their well is new.
synthetic_paradigm_glossed.eaf,4168,9016165,9017989,iɲiɲ ɟiŋgi ɲɛlkeda,iɲ-iɲ ɟiŋgi ɲɛl-ked-a,1SG-1SG life see-PST-FIN,I saw the life.
synthetic_paradigm_glossed.eaf,4169,9017989,9019947,alɛaʔ ɟɔla d̪ɔ nɔwaa,alɛ-aʔ ɟɔla d̪ɔ nɔwa-a,1PL.EXCL-GEN lake TOP new-FIN,Our lake is new.
synthetic_texts_glossed.eaf,4170,9019947,9021743,bidʰuə̯ d̪ɔ mɔ̃ɟa,bidʰuə̯ d̪ɔ mɔ̃ɟ-a,bastard TOP good-FIN,The bastard is good.
synthetic_texts_glossed.eaf,4171,9021743,9023563,basɾɛ ɟiŋgi menaa,bas-ɾɛ ɟiŋgi mena-a,dwelling.place-LOC life exist-FIN,There is a life in the dwelling place.
synthetic_paradigm_glossed.eaf,4172,9023563,9025745,oŋkoaʔ bʰui̯t͡ʃampa d̪ɔ mɔ̃ɟa,oŋko-aʔ bʰui̯t͡ʃampa d̪ɔ mɔ̃ɟ-a,3PL-GEN fireworks TOP good-FIN,Their fireworks is good.
synthetic_bangla_glossed.eaf,4173,9025745,9027766,apɛ d̪ɔ aʈap̕ uʈup̕ ɲɛla,apɛ d̪ɔ aʈap̕ uʈup̕ ɲɛl-a,2PL TOP rumbling.sound see-FIN,You all will see the rumbling sound.
synthetic_dialogues_glossed.eaf,4174,9027766,9031324,uni d̪ɔ t̪o̯͡a ɲua mɛnkʰan t̪o̯͡a bai̯ ɲua,uni d̪ɔ t̪o̯͡a ɲu-a mɛnkʰan t̪o̯͡a ba-i̯ ɲu-a,3SG.ANIM TOP milk drink-FIN but milk NEG-3SG.ANIM drink-FIN,"He/she will drink the milk, but does not drink the milk."
synthetic_texts_glossed.eaf,4175,9031324,9033169,bilətɾɛ aŋ menaa,bilət-ɾɛ aŋ mena-a,england-LOC mind exist-FIN,There is a mind in the england.
synthetic_texts_glossed.eaf,4176,9033169,9034803,ao̯tanɾɛ pusi menaa,ao̯tan-ɾɛ pusi mena-a,covert-LOC cat exist-FIN,There is a cat in the covert.
synthetic_paradigm_glossed.eaf,4177,9034803,9036907,apɛaʔ bɛɾõʈ duk d̪ɔ mɔ̃ɟa,apɛ-aʔ bɛɾõʈ duk d̪ɔ mɔ̃ɟ-a,2PL-GEN gripes TOP good-FIN,Your gripes is good.
synthetic_paradigm_glossed.eaf,4178,9036907,9038795,amaʔ bandoɾ gali d̪ɔ nɔwaa,am-aʔ bandoɾ gali d̪ɔ nɔwa-a,2SG-GEN cancer.of.the TOP new-FIN,Your cancer of the face is new.
synthetic_dialogues_glossed.eaf,4179,9038795,9040931,ɟaŋga d̪ɔ ɔkaɾɛ menaa,ɟaŋga d̪ɔ ɔka-ɾɛ mena-a,leg TOP where-LOC exist-FIN,Where is the leg?
synthetic_paradigm_glossed.eaf,4180,9040931,9043045,amaʔ basaŋ d̪ɔ mɔ̃ɟa,am-aʔ basaŋ d̪ɔ mɔ̃ɟ-a,2SG-GEN cooked.food TOP good-FIN,Your cooked food is good.
synthetic_texts_glossed.eaf,4181,9043045,9044679,bat͡ʃʰɽa koɽa d̪ɔ ɾɘskɘa,bat͡ʃʰɽa koɽa d̪ɔ ɾɘskɘ-a,hobbledehoy TOP happy-FIN,The hobbledehoy is happy.
synthetic_school_dialogue_glossed.eaf,4182,9044679,9047504,sɛt̪aʔɾɛ apɛ bat͡ʃʰɽa daɾe ɲɛlkat̪ɛ at̪oɾɛ kɘmia,sɛt̪aʔ-ɾɛ apɛ bat͡ʃʰɽa daɾe ɲɛl-kat̪ɛ at̪o-ɾɛ kɘmi-a,morning-LOC 2PL sapling see-CVB village-LOC work-FIN,"In the morning, you all see the sapling and then work in the village."
synthetic_texts_glossed.eaf,4183,9047504,9049157,bʰāe d̪ɔ nɔwaa,bʰāe d̪ɔ nɔwa-a,alarm TOP new-FIN,The alarm is new.
synthetic_texts_glossed.eaf,4184,9049157,9050994,ao̯tanɾɛ badgot͡ʃak̕ menaa,ao̯tan-ɾɛ badgot͡ʃak̕ mena-a,covert-LOC fern exist-FIN,There is a fern in the covert.
synthetic_texts_glossed.eaf,4185,9050994,9052557,bilənɾɛ bad͡ʒaɾ menaa,bilən-ɾɛ bad͡ʒaɾ mena-a,wide.expanse.of-LOC bazaar exist-FIN,There is a bazaar in the wide expanse of land.
synthetic_paradigm_glossed.eaf,4186,9052557,9054540,alɛaʔ ɟiŋgi d̪ɔ nɔwaa,alɛ-aʔ ɟiŋgi d̪ɔ nɔwa-a,1PL.EXCL-GEN life TOP new-FIN,Our life is new.
synthetic_paradigm_glossed.eaf,4187,9054540,9056660,oŋkoaʔ aŋ d̪ɔ nɔwaa,oŋko-aʔ aŋ d̪ɔ nɔwa-a,3PL-GEN mind TOP new-FIN,Their mind is new.
synthetic_paradigm_glossed.eaf,4188,9056660,9058621,oŋkoaʔ ʈaka d̪ɔ sapʰaa,oŋko-aʔ ʈaka d̪ɔ sapʰa-a,3PL-GEN money TOP clean-FIN,Their money is clean.
synthetic_paradigm_glossed.eaf,4189,9058621,9060156,apɛpɛ pɔɾɔb ɲɛlkeda,apɛ-pɛ pɔɾɔb ɲɛl-ked-a,2PL-2PL festival see-PST-FIN,You all saw the festival.
synthetic_dialogues_glossed.eaf,4190,9060156,9063779,alɛ d̪ɔ pɘɾsi paɽha͡o̯a mɛnkʰan kat̪ʰa balɛ paɽha͡o̯a,alɛ d̪ɔ pɘɾsi paɽha͡o̯-a mɛnkʰan kat̪ʰa ba-lɛ paɽha͡o̯-a,1PL.EXCL TOP language study-FIN but word NEG-1PL.EXCL study-FIN,"We will study the language, but do not study the word."
synthetic_dialogues_glossed.eaf,4191,9063779,9067325,oŋko d̪ɔ baba gɔɽɔa mɛnkʰan gid̪ɾɘ bako gɔɽɔa,oŋko d̪ɔ baba gɔɽɔ-a mɛnkʰan gid̪ɾɘ ba-ko gɔɽɔ-a,3PL.ANIM TOP father help-FIN but child NEG-3PL.ANIM help-FIN,"They will help the father, but do not help the child."
synthetic_paradigm_glossed.eaf,4192,9067325,9069338,apɛaʔ bilən d̪ɔ mɔ̃ɟa,apɛ-aʔ bilən d̪ɔ mɔ̃ɟ-a,2PL-GEN wide.expanse.of TOP good-FIN,Your wide expanse of land is good.
synthetic_school_dialogue_glossed.eaf,4193,9069338,9072194,hɔlaɾɛ am haku kiɾiɲkat̪ɛ sɔhɔɽɾɛ kɘmia,hɔla-ɾɛ am haku kiɾiɲ-kat̪ɛ sɔhɔɽ-ɾɛ kɘmi-a,yesterday-LOC 2SG fish buy-CVB town-LOC work-FIN,"Yesterday, you buy the fish and then work in the town."
synthetic_texts_glossed.eaf,4194,9072194,9073931,bʰaɾsa d̪ɔ sapʰaa,bʰaɾsa d̪ɔ sapʰa-a,reliance TOP clean-FIN,The reliance is clean.
synthetic_paradigm_glossed.eaf,4195,9073931,9075935,uniaʔ bəte d̪ɔ nɔwaa,uni-aʔ bəte d̪ɔ nɔwa-a,3SG-GEN courtyard.of.house TOP new-FIN,His/her courtyard of house is new.
synthetic_school_dialogue_glossed.eaf,4196,9075935,9078675,ɔkt̪ɛɾɛ iɲ pɘɾsi ɔlɔʔkat̪ɛ gaɖaɾɛ calaʔa,ɔkt̪ɛ-ɾɛ iɲ pɘɾsi ɔlɔʔ-kat̪ɛ gaɖa-ɾɛ calaʔ-a,time-LOC 1SG language write-CVB river-LOC go-FIN,"At that time, I write the language and then go to the river."
synthetic_bangla_glossed.eaf,4197,9078675,9080839,iɲ d̪ɔ baɾpʰəi̯ ɲɛla,iɲ d̪ɔ baɾpʰəi̯ ɲɛl-a,1SG TOP profit see-FIN,I will see the profit.
synthetic_texts_glossed.eaf,4198,9080839,9082532,ɟɔlaɾɛ bəmbi menaa,ɟɔla-ɾɛ bəmbi mena-a,lake-LOC a.species.of exist-FIN,There is an a species of eel in the lake.
synthetic_texts_glossed.eaf,4199,9082532,9084164,iskulɾɛ ananas menaa,iskul-ɾɛ ananas mena-a,school-LOC pineapple exist-FIN,There is a pineapple in the school.
synthetic_texts_glossed.eaf,4200,9084164,9085804,bəteɾɛ bad͡ʒna menaa,bəte-ɾɛ bad͡ʒna mena-a,courtyard.of.house-LOC cymbals exist-FIN,There is a cymbals in the courtyard of house.
synthetic_texts_glossed.eaf,4201,9085804,9087331,iskulɾɛ pɔɾɔb menaa,iskul-ɾɛ pɔɾɔb mena-a,school-LOC festival exist-FIN,There is a festival in the school.
synthetic_texts_glossed.eaf,4202,9087331,9088884,baŋ d̪ɔ sapʰaa,baŋ d̪ɔ sapʰa-a,negative TOP clean-FIN,The negative is clean.
synthetic_texts_glossed.eaf,4203,9088884,9090683,ak̕ d̪ɔ nɔwaa,ak̕ d̪ɔ nɔwa-a,bow TOP new-FIN,The bow is new.
synthetic_paradigm_glossed.eaf,4204,9090683,9092648,oŋkoaʔ ɟiŋgi d̪ɔ mɔ̃ɟa,oŋko-aʔ ɟiŋgi d̪ɔ mɔ̃ɟ-a,3PL-GEN life TOP good-FIN,Their life is good.
synthetic_paradigm_glossed.eaf,4205,9092648,9094710,amaʔ gaɖa d̪ɔ sapʰaa,am-aʔ gaɖa d̪ɔ sapʰa-a,2SG-GEN river TOP clean-FIN,Your river is clean.
synthetic_texts_glossed.eaf,4206,9094710,9096544,bilənɾɛ at̪o menaa,bilən-ɾɛ at̪o mena-a,wide.expanse.of-LOC village exist-FIN,There is a village in the wide expanse of land.
synthetic_dialogues_glossed.eaf,4207,9096544,9100177,am d̪ɔ baba gɔɽɔa mɛnkʰan ɖak̚t̪aɾ bam gɔɽɔa,am d̪ɔ baba gɔɽɔ-a mɛnkʰan ɖak̚t̪aɾ ba-m gɔɽɔ-a,2SG TOP father help-FIN but doctor NEG-2SG help-FIN,"You will help the father, but do not help the doctor."
synthetic_texts_glossed.eaf,4208,9100177,9101858,beldaɾ d̪ɔ sapʰaa,beldaɾ d̪ɔ sapʰa-a,navvy TOP clean-FIN,The navvy is clean.
synthetic_paradigm_glossed.eaf,4209,9101858,9103563,apɛpɛ asin ɲɛlkeda,apɛ-pɛ asin ɲɛl-ked-a,2PL-2PL september.october see-PST-FIN,You all saw the september–october.
synthetic_school_dialogue_glossed.eaf,4210,9103563,9106266,ɔkt̪ɛɾɛ apɛ haku ɟɔmkat̪ɛ ɟɔlaɾɛ kɘmia,ɔkt̪ɛ-ɾɛ apɛ haku ɟɔm-kat̪ɛ ɟɔla-ɾɛ kɘmi-a,time-LOC 2PL fish eat-CVB lake-LOC work-FIN,"At that time, you all eat the fish and then work in the lake."
synthetic_texts_glossed.eaf,4211,9106266,9107925,gaɖaɾɛ at̪o menaa,gaɖa-ɾɛ at̪o mena-a,river-LOC village exist-FIN,There is a village in the river.
