file,utterance_id,start_ms,end_ms,ref,mb,gl,ft
synthetic_new_glossed.eaf,587,1237772,1239818,iɲ d̪ɔ sikʰnɘt̪ paɽha͡o̯akada,iɲ d̪ɔ sikʰnɘt̪ paɽha͡o̯-akad-a,1SG TOP lesson study-PRF-FIN,I have studied the lesson.
synthetic_texts_glossed.eaf,588,1239818,1241449,baɾsa d̪ɔ sapʰaa,baɾsa d̪ɔ sapʰa-a,confidence TOP clean-FIN,The confidence is clean.
synthetic_school_dialogue_glossed.eaf,589,1241449,1244073,ɔkt̪ɛɾɛ oŋko t̪o̯͡a ɲukat̪ɛ ɟɔlaɾɛ gat̪ea,ɔkt̪ɛ-ɾɛ oŋko t̪o̯͡a ɲu-kat̪ɛ ɟɔla-ɾɛ gat̪e-a,time-LOC 3PL.ANIM milk drink-CVB lake-LOC play-FIN,"At that time, they drink the milk and then play in the lake."
synthetic_paradigm_glossed.eaf,590,1244073,1246162,alɛaʔ bʰut͡ʃampa d̪ɔ mɔ̃ɟa,alɛ-aʔ bʰut͡ʃampa d̪ɔ mɔ̃ɟ-a,1PL.EXCL-GEN earthquake TOP good-FIN,Our earthquake is good.
synthetic_see_paradigm.eaf,591,1246162,1248504,apɛ d̪ɔ kat̪ʰa bapɛ paɽha͡o̯a,apɛ d̪ɔ kat̪ʰa ba-pɛ paɽha͡o̯-a,2PL TOP word NEG-2PL study-FIN,You all do not study the word.
synthetic_texts_glossed.eaf,592,1248504,1250019,bʰelə̃uɳɖi d̪ɔ lɘʈua,bʰelə̃uɳɖi d̪ɔ lɘʈu-a,goat.s.dropping TOP small-FIN,The goat's dropping is small.
synthetic_paradigm_glossed.eaf,593,1250019,1252026,apɛaʔ t̪ɘɾup̚ʔ d̪ɔ mɔ̃ɟa,apɛ-aʔ t̪ɘɾup̚ʔ d̪ɔ mɔ̃ɟ-a,2PL-GEN tiger TOP good-FIN,Your tiger is good.
synthetic_texts_glossed.eaf,594,1252026,1253603,bɛbɛ d̪ɔ sapʰaa,bɛbɛ d̪ɔ sapʰa-a,croak.of.frogs TOP clean-FIN,The croak of frogs is clean.
synthetic_bangla_glossed.eaf,595,1253603,1256228,am d̪ɔ haku aɾ ɟɔmaʔ ɟɔma,am d̪ɔ haku aɾ ɟɔmaʔ ɟɔm-a,2SG TOP fish and food eat-FIN,You will eat the fish and the food.
synthetic_paradigm_glossed.eaf,596,1256228,1258412,uniaʔ gid̪ɾɘ d̪ɔ mɔ̃ɟa,uni-aʔ gid̪ɾɘ d̪ɔ mɔ̃ɟ-a,3SG-GEN child TOP good-FIN,His/her child is good.
synthetic_paradigm_glossed.eaf,597,1258412,1260108,oŋkoko kat̪ʰa ɔlɔʔkeda,oŋko-ko kat̪ʰa ɔlɔʔ-ked-a,3PL.ANIM-3PL.ANIM word write-PST-FIN,They wrote the word.
synthetic_new_glossed_3.eaf,598,1260108,1262522,mit̪ʔʈɛn bibɔɾɔn d̪ɔ ɔɽaʔɾɛ menaa,mit̪ʔ-ʈɛn bibɔɾɔn d̪ɔ ɔɽaʔ-ɾɛ mena-a,one-CLF.HUM generation TOP house-LOC exist-FIN,One generation is in the house.
synthetic_see_paradigm.eaf,599,1262522,1263978,apɛpɛ t̪ɘŋgiɛd̪a,apɛ-pɛ t̪ɘŋgi-ɛ-d̪a,2PL-2PL wait-PROG-FIN,You all are waiting.
synthetic_paradigm_glossed.eaf,600,1263978,1265586,alɛlɛ kat̪ʰa ɔlɔʔkeda,alɛ-lɛ kat̪ʰa ɔlɔʔ-ked-a,1PL.EXCL-1PL.EXCL word write-PST-FIN,We wrote the word.
synthetic_paradigm_glossed.eaf,601,1265586,1267509,oŋkoaʔ sɔhɔɽ d̪ɔ sapʰaa,oŋko-aʔ sɔhɔɽ d̪ɔ sapʰa-a,3PL-GEN town TOP clean-FIN,Their town is clean.
synthetic_paradigm_glossed.eaf,602,1267509,1269321,iɲiɲ gʰuɽi ɘkʰɾiɲkeda,iɲ-iɲ gʰuɽi ɘkʰɾiɲ-ked-a,1SG-1SG watch sell-PST-FIN,I sold the watch.
synthetic_see_paradigm.eaf,603,1269321,1271873,am d̪ɔ bat͡ʃʰɽa bam ɲɛla,am d̪ɔ bat͡ʃʰɽa ba-m ɲɛl-a,2SG TOP lad NEG-2SG see-FIN,You do not see the lad.
synthetic_new_glossed.eaf,604,1271873,1273843,apɛ d̪ɔ aɾba ɲɛlakada,apɛ d̪ɔ aɾba ɲɛl-akad-a,2PL TOP ant.eater see-PRF-FIN,You all have seen the ant-eater.
synthetic_school_dialogue_glossed.eaf,605,1273843,1276490,ɔkt̪ɛɾɛ am pɘɾsi ɔlɔʔkat̪ɛ at̪oɾɛ hiɟuʔa,ɔkt̪ɛ-ɾɛ am pɘɾsi ɔlɔʔ-kat̪ɛ at̪o-ɾɛ hiɟuʔ-a,time-LOC 2SG language write-CVB village-LOC come-FIN,"At that time, you write the language and then come to the village."
synthetic_paradigm_glossed.eaf,606,1276490,1278521,iɲaʔ əndʰi dak̕ d̪ɔ nɔwaa,iɲ-aʔ əndʰi dak̕ d̪ɔ nɔwa-a,1SG-GEN storm.of.wind TOP new-FIN,My storm of wind & rain is new.
synthetic_new_glossed.eaf,607,1278521,1280557,am d̪ɔ pɘɾsi ɔlɔʔakada,am d̪ɔ pɘɾsi ɔlɔʔ-akad-a,2SG TOP language write-PRF-FIN,You have written the language.
synthetic_paradigm_glossed.eaf,608,1280557,1282724,apɛaʔ bɛnɛt d̪ɔ sapʰaa,apɛ-aʔ bɛnɛt d̪ɔ sapʰa-a,2PL-GEN calyx.of.flower TOP clean-FIN,Your calyx of flower is clean.
synthetic_see_paradigm.eaf,609,1282724,1285204,apɛ d̪ɔ ɟɔmaʔ bapɛ ɘkʰɾiɲa,apɛ d̪ɔ ɟɔmaʔ ba-pɛ ɘkʰɾiɲ-a,2PL TOP food NEG-2PL sell-FIN,You all do not sell the food.
synthetic_bangla_glossed.eaf,610,1285204,1288006,am d̪ɔ ɟɔmaʔ aɾ haku kiɾiɲa,am d̪ɔ ɟɔmaʔ aɾ haku kiɾiɲ-a,2SG TOP food and fish buy-FIN,You will buy the food and the fish.
synthetic_paradigm_glossed.eaf,611,1288006,1289658,oŋkoko t̪o̯͡a ɲukeda,oŋko-ko t̪o̯͡a ɲu-ked-a,3PL.ANIM-3PL.ANIM milk drink-PST-FIN,They drank the milk.
synthetic_bangla_glossed.eaf,612,1289658,1291666,am d̪ɔ ɖak̚t̪aɾ gɔɽɔa,am d̪ɔ ɖak̚t̪aɾ gɔɽɔ-a,2SG TOP doctor help-FIN,You will help the doctor.
synthetic_texts_glossed.eaf,613,1291666,1293344,iskulɾɛ mɔbaĭl pʰon menaa,iskul-ɾɛ mɔbaĭl pʰon mena-a,school-LOC mobile.phone exist-FIN,There is a mobile phone in the school.
synthetic_texts_glossed.eaf,614,1293344,1294886,gaɖaɾɛ apʰsoɾ menaa,gaɖa-ɾɛ apʰsoɾ mena-a,river-LOC leisure exist-FIN,There is a leisure in the river.
synthetic_texts_glossed.eaf,615,1294886,1296575,basɾɛ kɘmi menaa,bas-ɾɛ kɘmi mena-a,dwelling.place-LOC work exist-FIN,There is a work in the dwelling place.
synthetic_school_dialogue_glossed.eaf,616,1296575,1299297,ɔkt̪ɛɾɛ apɛ ɟɔmaʔ ɟɔmkat̪ɛ ɟɔlaɾɛ hiɟuʔa,ɔkt̪ɛ-ɾɛ apɛ ɟɔmaʔ ɟɔm-kat̪ɛ ɟɔla-ɾɛ hiɟuʔ-a,time-LOC 2PL food eat-CVB lake-LOC come-FIN,"At that time, you all eat the food and then come to the lake."
synthetic_dialogues_glossed.eaf,617,1299297,1302860,alɛ d̪ɔ ɟɔmaʔ ɘkʰɾiɲa mɛnkʰan haku balɛ ɘkʰɾiɲa,alɛ d̪ɔ ɟɔmaʔ ɘkʰɾiɲ-a mɛnkʰan haku ba-lɛ ɘkʰɾiɲ-a,1PL.EXCL TOP food sell-FIN but fish NEG-1PL.EXCL sell-FIN,"We will sell the food, but do not sell the fish."
synthetic_see_paradigm.eaf,618,1302860,1305230,uni d̪ɔ anataŋ bai̯ ɲɛla,uni d̪ɔ anataŋ ba-i̯ ɲɛl-a,3SG.ANIM TOP receptacle NEG-3SG.ANIM see-FIN,He/she does not see the receptacle.
synthetic_bangla_glossed.eaf,619,1305230,1307293,oŋko d̪ɔ sikʰnɘt̪ paɽha͡o̯a,oŋko d̪ɔ sikʰnɘt̪ paɽha͡o̯-a,3PL.ANIM TOP lesson study-FIN,They will study the lesson.
synthetic_texts_glossed.eaf,620,1307293,1309120,basaɾɛ ɲɛlɛɾasa menaa,basa-ɾɛ ɲɛlɛɾasa mena-a,residence-LOC honey exist-FIN,There is a honey in the residence.
synthetic_bangla_glossed.eaf,621,1309120,1311768,uni d̪ɔ bənkəɾ aɾ baŋ ɲɛla,uni d̪ɔ bənkəɾ aɾ baŋ ɲɛl-a,3SG.ANIM TOP hired.worker and negative see-FIN,He/she will see the hired worker and the negative.
synthetic_bangla_glossed.eaf,622,1311768,1313795,am d̪ɔ gʰuɽi kiɾiɲa,am d̪ɔ gʰuɽi kiɾiɲ-a,2SG TOP watch buy-FIN,You will buy the watch.
synthetic_paradigm_glossed.eaf,623,1313795,1315776,uniaʔ ɟɔmaʔ d̪ɔ sapʰaa,uni-aʔ ɟɔmaʔ d̪ɔ sapʰa-a,3SG-GEN food TOP clean-FIN,His/her food is clean.
synthetic_bangla_glossed.eaf,624,1315776,1318636,apɛ d̪ɔ bana aɾ bʰul t͡ʃuk ɲɛla,apɛ d̪ɔ bana aɾ bʰul t͡ʃuk ɲɛl-a,2PL TOP black.bear and omission see-FIN,You all will see the black bear and the omission.
synthetic_texts_glossed.eaf,625,1318636,1320475,agʰoɾni d̪ɔ sapʰaa,agʰoɾni d̪ɔ sapʰa-a,pool TOP clean-FIN,The pool is clean.
synthetic_dialogues_glossed.eaf,626,1320475,1322575,gɔgɔ d̪ɔ ɔkaɾɛ menaa,gɔgɔ d̪ɔ ɔka-ɾɛ mena-a,mother TOP where-LOC exist-FIN,Where is the mother?
synthetic_paradigm_glossed.eaf,627,1322575,1324759,amaʔ pɔɾɔb d̪ɔ nɔwaa,am-aʔ pɔɾɔb d̪ɔ nɔwa-a,2SG-GEN festival TOP new-FIN,Your festival is new.
synthetic_imperatives_glossed.eaf,628,1324759,1326722,d̪a.ja kat̪ɛ kat̪ʰa ɔlɔʔmɛ,d̪a.ja kat̪ɛ kat̪ʰa ɔlɔʔ-mɛ,please Manner word write-IMP.2SG.POL,Please write the word.
synthetic_bangla_glossed.eaf,629,1326722,1328685,uni d̪ɔ baɾ gɛl ɲɛla,uni d̪ɔ baɾ gɛl ɲɛl-a,3SG.ANIM TOP twenty see-FIN,He/she will see the twenty.
synthetic_bangla_glossed.eaf,630,1328685,1330589,uni d̪ɔ kat̪ʰa ɔlɔʔa,uni d̪ɔ kat̪ʰa ɔlɔʔ-a,3SG.ANIM TOP word write-FIN,He/she will write the word.
synthetic_dialogues_glossed.eaf,631,1330589,1333990,alɛ d̪ɔ bədi ɲɛla mɛnkʰan bʰuku balɛ ɲɛla,alɛ d̪ɔ bədi ɲɛl-a mɛnkʰan bʰuku ba-lɛ ɲɛl-a,1PL.EXCL TOP accuser see-FIN but termite NEG-1PL.EXCL see-FIN,"We will see the accuser, but do not see the termite."
synthetic_new_glossed_3.eaf,632,1333990,1336476,mit̪ʔʈɛn balɛ d̪ɔ ɟɔlaɾɛ menaa,mit̪ʔ-ʈɛn balɛ d̪ɔ ɟɔla-ɾɛ mena-a,one-CLF.HUM infant TOP lake-LOC exist-FIN,One infant is in the lake.
synthetic_see_paradigm.eaf,633,1336476,1337913,apɛpɛ hiɟuʔɛd̪a,apɛ-pɛ hiɟuʔ-ɛ-d̪a,2PL-2PL come-PROG-FIN,You all are coming.
synthetic_bangla_glossed.eaf,634,1337913,1339820,am d̪ɔ sikʰnɘt̪ paɽha͡o̯a,am d̪ɔ sikʰnɘt̪ paɽha͡o̯-a,2SG TOP lesson study-FIN,You will study the lesson.
synthetic_texts_glossed.eaf,635,1339820,1341490,bilətɾɛ beldaɾ menaa,bilət-ɾɛ beldaɾ mena-a,england-LOC navvy exist-FIN,There is a navvy in the england.
synthetic_dialogues_glossed.eaf,636,1341490,1343633,t̪i d̪ɔ ɔkaɾɛ menaa,t̪i d̪ɔ ɔka-ɾɛ mena-a,hand TOP where-LOC exist-FIN,Where is the hand?
synthetic_texts_glossed.eaf,637,1343633,1345215,bilətɾɛ gɔgɔ menaa,bilət-ɾɛ gɔgɔ mena-a,england-LOC mother exist-FIN,There is a mother in the england.
synthetic_texts_glossed.eaf,638,1345215,1346777,aɖe paseɾɛ adalot menaa,aɖe pase-ɾɛ adalot mena-a,neighbourhood-LOC court exist-FIN,There is a court in the neighbourhood.
synthetic_bangla_glossed.eaf,639,1346777,1349404,iɲ d̪ɔ basaŋ aɾ ɲɛlɛɾasa ɟɔma,iɲ d̪ɔ basaŋ aɾ ɲɛlɛɾasa ɟɔm-a,1SG TOP cooked.food and honey eat-FIN,I will eat the cooked food and the honey.
synthetic_paradigm_glossed.eaf,640,1349404,1351477,iɲaʔ ɖak̚t̪aɾ d̪ɔ mɔ̃ɟa,iɲ-aʔ ɖak̚t̪aɾ d̪ɔ mɔ̃ɟ-a,1SG-GEN doctor TOP good-FIN,My doctor is good.
synthetic_bangla_glossed.eaf,641,1351477,1354403,alɛ d̪ɔ ɟɔmaʔ aɾ haku kiɾiɲa,alɛ d̪ɔ ɟɔmaʔ aɾ haku kiɾiɲ-a,1PL.EXCL TOP food and fish buy-FIN,We will buy the food and the fish.
synthetic_dialogues_glossed.eaf,642,1354403,1357794,uni d̪ɔ mɔbaĭl pʰon kiɾiɲa mɛnkʰan haku bai̯ kiɾiɲa,uni d̪ɔ mɔbaĭl pʰon kiɾiɲ-a mɛnkʰan haku ba-i̯ kiɾiɲ-a,3SG.ANIM TOP mobile.phone buy-FIN but fish NEG-3SG.ANIM buy-FIN,"He/she will buy the mobile phone, but does not buy the fish."
synthetic_new_glossed_3.eaf,643,1357794,1360290,mit̪ʔ gʰuɽi d̪ɔ ɔɽaʔɾɛ menaa,mit̪ʔ gʰuɽi d̪ɔ ɔɽaʔ-ɾɛ mena-a,one watch TOP house-LOC exist-FIN,One watch is in the house.
synthetic_texts_glossed.eaf,644,1360290,1361940,bembʰa d̪ɔ ɟɘɾuɽa,bembʰa d̪ɔ ɟɘɾuɽ-a,muff TOP important-FIN,The muff is important.
synthetic_texts_glossed.eaf,645,1361940,1363719,basaɾɛ beɲd͡ʒaɲ biɲd͡ʒiɲ menaa,basa-ɾɛ beɲd͡ʒaɲ biɲd͡ʒiɲ mena-a,residence-LOC jumble exist-FIN,There is a jumble in the residence.
synthetic_imperatives_glossed.eaf,646,1363719,1365724,d̪a.ja kat̪ɛ pɘɾsi paɽha͡o̯mɛ,d̪a.ja kat̪ɛ pɘɾsi paɽha͡o̯-mɛ,please Manner language study-IMP.2SG.POL,Please study the language.
synthetic_school_dialogue_glossed.eaf,647,1365724,1368463,ɔkt̪ɛɾɛ uni bakʰaɾa ɲɛlkat̪ɛ ɔɽaʔɾɛ gat̪ea,ɔkt̪ɛ-ɾɛ uni bakʰaɾa ɲɛl-kat̪ɛ ɔɽaʔ-ɾɛ gat̪e-a,time-LOC 3SG.ANIM boasting see-CVB house-LOC play-FIN,"At that time, he/she see the boasting and then play in the house."
synthetic_bangla_glossed.eaf,648,1368463,1370424,alɛ d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲa,alɛ d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲ-a,1PL.EXCL TOP mobile.phone sell-FIN,We will sell the mobile phone.
synthetic_new_glossed_3.eaf,649,1370424,1372854,mit̪ʔ basaŋ d̪ɔ ɟɔlaɾɛ menaa,mit̪ʔ basaŋ d̪ɔ ɟɔla-ɾɛ mena-a,one cooked.food TOP lake-LOC exist-FIN,One cooked food is in the lake.
synthetic_dialogues_glossed.eaf,650,1372854,1376329,oŋko d̪ɔ kat̪ʰa paɽha͡o̯a mɛnkʰan pɘɾsi bako paɽha͡o̯a,oŋko d̪ɔ kat̪ʰa paɽha͡o̯-a mɛnkʰan pɘɾsi ba-ko paɽha͡o̯-a,3PL.ANIM TOP word study-FIN but language NEG-3PL.ANIM study-FIN,"They will study the word, but do not study the language."
synthetic_see_paradigm.eaf,651,1376329,1377585,alɛlɛ ɾɔɽɛd̪a,alɛ-lɛ ɾɔɽ-ɛ-d̪a,1PL.EXCL-1PL.EXCL speak-PROG-FIN,We are speaking.
synthetic_see_paradigm.eaf,652,1377585,1379074,oŋkoko paɽha͡o̯ɛd̪a,oŋko-ko paɽha͡o̯-ɛ-d̪a,3PL.ANIM-3PL.ANIM study-PROG-FIN,They are studying.
synthetic_texts_glossed.eaf,653,1379074,1380644,bəteɾɛ bʰelə̃uɳɖi menaa,bəte-ɾɛ bʰelə̃uɳɖi mena-a,courtyard.of.house-LOC goat.s.dropping exist-FIN,There is a goat's dropping in the courtyard of house.
synthetic_bangla_glossed.eaf,654,1380644,1383544,iɲ d̪ɔ ɾan aɾ mɔbaĭl pʰon kiɾiɲa,iɲ d̪ɔ ɾan aɾ mɔbaĭl pʰon kiɾiɲ-a,1SG TOP medicine and mobile.phone buy-FIN,I will buy the medicine and the mobile phone.
synthetic_dialogues_glossed.eaf,655,1383544,1387178,apɛ d̪ɔ aɲd͡ʒle ɲɛla mɛnkʰan at͡ʃel bapɛ ɲɛla,apɛ d̪ɔ aɲd͡ʒle ɲɛl-a mɛnkʰan at͡ʃel ba-pɛ ɲɛl-a,2PL TOP handful see-FIN but wealth NEG-2PL see-FIN,"You all will see the handful, but do not see the wealth."
synthetic_paradigm_glossed.eaf,656,1387178,1388778,amɛm bʰãoʈia ɲɛlkeda,am-ɛm bʰãoʈia ɲɛl-ked-a,2SG-2SG a.species.of see-PST-FIN,You saw the a species of antelope.
synthetic_texts_glossed.eaf,657,1388778,1390502,bəteɾɛ bədʰiə̯ menaa,bəte-ɾɛ bədʰiə̯ mena-a,courtyard.of.house-LOC hog.plum exist-FIN,There is a hog plum in the courtyard of house.
synthetic_bangla_glossed.eaf,658,1390502,1393317,alɛ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲua,alɛ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲu-a,1PL.EXCL TOP water and milk drink-FIN,We will drink the water and the milk.
synthetic_texts_glossed.eaf,659,1393317,1395011,pɔɾɔb d̪ɔ nɔwaa,pɔɾɔb d̪ɔ nɔwa-a,festival TOP new-FIN,The festival is new.
synthetic_paradigm_glossed.eaf,660,1395011,1396770,alɛlɛ sikʰnɘt̪ paɽha͡o̯keda,alɛ-lɛ sikʰnɘt̪ paɽha͡o̯-ked-a,1PL.EXCL-1PL.EXCL lesson study-PST-FIN,We studied the lesson.
synthetic_paradigm_glossed.eaf,661,1396770,1398445,iɲiɲ kat̪ʰa paɽha͡o̯keda,iɲ-iɲ kat̪ʰa paɽha͡o̯-ked-a,1SG-1SG word study-PST-FIN,I studied the word.
synthetic_paradigm_glossed.eaf,662,1398445,1400382,iɲaʔ bɔ͡i̯ha d̪ɔ lɘʈua,iɲ-aʔ bɔ͡i̯ha d̪ɔ lɘʈu-a,1SG-GEN brother TOP small-FIN,My brother is small.
synthetic_dialogues_glossed.eaf,663,1400382,1404016,am d̪ɔ pɘɾsi ɾɔɽa mɛnkʰan kat̪ʰa bam ɾɔɽa,am d̪ɔ pɘɾsi ɾɔɽ-a mɛnkʰan kat̪ʰa ba-m ɾɔɽ-a,2SG TOP language speak-FIN but word NEG-2SG speak-FIN,"You will speak the language, but do not speak the word."
synthetic_see_paradigm.eaf,664,1404016,1405259,oŋkoko gɔɽɔɛd̪a,oŋko-ko gɔɽɔ-ɛ-d̪a,3PL.ANIM-3PL.ANIM help-PROG-FIN,They are helping.
synthetic_texts_glossed.eaf,665,1405259,1406769,pɔɾɔb d̪ɔ mɔ̃ɟa,pɔɾɔb d̪ɔ mɔ̃ɟ-a,festival TOP good-FIN,The festival is good.
synthetic_texts_glossed.eaf,666,1406769,1408285,gaɖaɾɛ gɔgɔ menaa,gaɖa-ɾɛ gɔgɔ mena-a,river-LOC mother exist-FIN,There is a mother in the river.
synthetic_paradigm_glossed.eaf,667,1408285,1410006,oŋkoko ɟɔmaʔ ɟɔmkeda,oŋko-ko ɟɔmaʔ ɟɔm-ked-a,3PL.ANIM-3PL.ANIM food eat-PST-FIN,They ate the food.
synthetic_paradigm_glossed.eaf,668,1410006,1411771,oŋkoko mɔbaĭl pʰon ɘkʰɾiɲkeda,oŋko-ko mɔbaĭl pʰon ɘkʰɾiɲ-ked-a,3PL.ANIM-3PL.ANIM mobile.phone sell-PST-FIN,They sold the mobile phone.
synthetic_bangla_glossed.eaf,669,1411771,1413906,alɛ d̪ɔ ɟɔmaʔ ɘkʰɾiɲa,alɛ d̪ɔ ɟɔmaʔ ɘkʰɾiɲ-a,1PL.EXCL TOP food sell-FIN,We will sell the food.
synthetic_bangla_glossed.eaf,670,1413906,1415859,am d̪ɔ gɔgɔ gɔɽɔa,am d̪ɔ gɔgɔ gɔɽɔ-a,2SG TOP mother help-FIN,You will help the mother.
synthetic_bangla_glossed.eaf,671,1415859,1418745,uni d̪ɔ ɲɛlɛɾasa aɾ haku ɟɔma,uni d̪ɔ ɲɛlɛɾasa aɾ haku ɟɔm-a,3SG.ANIM TOP honey and fish eat-FIN,He/she will eat the honey and the fish.
synthetic_dialogues_glossed.eaf,672,1418745,1422123,am d̪ɔ d̪aʔ ɲua mɛnkʰan d̪aʔ bam ɲua,am d̪ɔ d̪aʔ ɲu-a mɛnkʰan d̪aʔ ba-m ɲu-a,2SG TOP water drink-FIN but water NEG-2SG drink-FIN,"You will drink the water, but do not drink the water."
synthetic_paradigm_glossed.eaf,673,1422123,1424276,apɛaʔ pɘɾsi d̪ɔ nɔwaa,apɛ-aʔ pɘɾsi d̪ɔ nɔwa-a,2PL-GEN language TOP new-FIN,Your language is new.
synthetic_bangla_glossed.eaf,674,1424276,1426427,oŋko d̪ɔ aʈap̕ uʈup̕ ɲɛla,oŋko d̪ɔ aʈap̕ uʈup̕ ɲɛl-a,3PL.ANIM TOP rumbling.sound see-FIN,They will see the rumbling sound.
synthetic_new_glossed_3.eaf,675,1426427,1428990,mit̪ʔʈɛn ajo d̪ɔ kuɲɾɛ menaa,mit̪ʔ-ʈɛn ajo d̪ɔ kuɲ-ɾɛ mena-a,one-CLF.HUM mother TOP well-LOC exist-FIN,One mother is in the well.
synthetic_texts_glossed.eaf,676,1428990,1430823,bilənɾɛ amɽa menaa,bilən-ɾɛ amɽa mena-a,wide.expanse.of-LOC hog.plum exist-FIN,There is a hog plum in the wide expanse of land.
synthetic_dialogues_glossed.eaf,677,1430823,1434440,iɲ d̪ɔ pʰɔʈɔ ɲama mɛnkʰan ɟɔmaʔ bɘɲ ɲama,iɲ d̪ɔ pʰɔʈɔ ɲam-a mɛnkʰan ɟɔmaʔ bɘ-ɲ ɲam-a,1SG TOP photo get-FIN but food NEG-1SG get-FIN,"I will get the photo, but do not get the food."
synthetic_bangla_glossed.eaf,678,1434440,1436320,alɛ d̪ɔ basaŋ ɟɔma,alɛ d̪ɔ basaŋ ɟɔm-a,1PL.EXCL TOP cooked.food eat-FIN,We will eat the cooked food.
synthetic_see_paradigm.eaf,679,1436320,1437633,amɛm ɟɔmɛd̪a,am-ɛm ɟɔm-ɛ-d̪a,2SG-2SG eat-PROG-FIN,You is eating.
synthetic_texts_glossed.eaf,680,1437633,1439300,bʰəʈʰi d̪ɔ mɔ̃ɟa,bʰəʈʰi d̪ɔ mɔ̃ɟ-a,boiler TOP good-FIN,The boiler is good.
synthetic_new_glossed.eaf,681,1439300,1441487,alɛ d̪ɔ sikʰnɘt̪ paɽha͡o̯akada,alɛ d̪ɔ sikʰnɘt̪ paɽha͡o̯-akad-a,1PL.EXCL TOP lesson study-PRF-FIN,We have studied the lesson.
synthetic_paradigm_glossed.eaf,682,1441487,1443274,apɛpɛ sikʰnɘt̪ paɽha͡o̯keda,apɛ-pɛ sikʰnɘt̪ paɽha͡o̯-ked-a,2PL-2PL lesson study-PST-FIN,You all studied the lesson.
synthetic_paradigm_glossed.eaf,683,1443274,1444804,oŋkoko kat̪ʰa paɽha͡o̯keda,oŋko-ko kat̪ʰa paɽha͡o̯-ked-a,3PL.ANIM-3PL.ANIM word study-PST-FIN,They studied the word.
synthetic_paradigm_glossed.eaf,684,1444804,1446477,unii̯ bagan ɲɛlkeda,uni-i̯ bagan ɲɛl-ked-a,3SG.ANIM-3SG.ANIM garden see-PST-FIN,He/she saw the garden.
synthetic_paradigm_glossed.eaf,685,1446477,1448469,uniaʔ t̪i d̪ɔ sapʰaa,uni-aʔ t̪i d̪ɔ sapʰa-a,3SG-GEN hand TOP clean-FIN,His/her hand is clean.
synthetic_texts_glossed.eaf,686,1448469,1450012,basɾɛ ɖak̚t̪aɾ menaa,bas-ɾɛ ɖak̚t̪aɾ mena-a,dwelling.place-LOC doctor exist-FIN,There is a doctor in the dwelling place.
synthetic_texts_glossed.eaf,687,1450012,1451678,aŋguɾ d̪ɔ sapʰaa,aŋguɾ d̪ɔ sapʰa-a,grape TOP clean-FIN,The grape is clean.
synthetic_paradigm_glossed.eaf,688,1451678,1453333,amɛm ɲɛlɛɾasa ɟɔmkeda,am-ɛm ɲɛlɛɾasa ɟɔm-ked-a,2SG-2SG honey eat-PST-FIN,You ate the honey.
synthetic_texts_glossed.eaf,689,1453333,1455015,bembʰa d̪ɔ sapʰaa,bembʰa d̪ɔ sapʰa-a,muff TOP clean-FIN,The muff is clean.
synthetic_texts_glossed.eaf,690,1455015,1456831,bʰiɖi hɔpɔn d̪ɔ ɾɘskɘa,bʰiɖi hɔpɔn d̪ɔ ɾɘskɘ-a,lamb TOP happy-FIN,The lamb is happy.
synthetic_new_glossed_3.eaf,691,1456831,1459227,mit̪ʔʈɛn baɾet d̪ɔ at̪oɾɛ menaa,mit̪ʔ-ʈɛn baɾet d̪ɔ at̪o-ɾɛ mena-a,one-CLF.HUM brother TOP village-LOC exist-FIN,One brother is in the village.
synthetic_school_dialogue_glossed.eaf,692,1459227,1461974,t̪eheɲɾɛ apɛ kat̪ʰa ɔlɔʔkat̪ɛ sɔhɔɽɾɛ gat̪ea,t̪eheɲ-ɾɛ apɛ kat̪ʰa ɔlɔʔ-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a,today-LOC 2PL word write-CVB town-LOC play-FIN,"Today, you all write the word and then play in the town."
synthetic_new_glossed.eaf,693,1461974,1463880,iɲ d̪ɔ ɲɛlɛɾasa ɟɔmakada,iɲ d̪ɔ ɲɛlɛɾasa ɟɔm-akad-a,1SG TOP honey eat-PRF-FIN,I have eaten the honey.
synthetic_paradigm_glossed.eaf,694,1463880,1465920,amaʔ at̪o d̪ɔ ɟɘɾuɽa,am-aʔ at̪o d̪ɔ ɟɘɾuɽ-a,2SG-GEN village TOP important-FIN,Your village is important.
synthetic_see_paradigm.eaf,695,1465920,1468272,oŋko d̪ɔ d̪aʔ bako ɲua,oŋko d̪ɔ d̪aʔ ba-ko ɲu-a,3PL.ANIM TOP water NEG-3PL.ANIM drink-FIN,They do not drink the water.
synthetic_new_glossed.eaf,696,1468272,1470237,apɛ d̪ɔ baba gɔɽɔakada,apɛ d̪ɔ baba gɔɽɔ-akad-a,2PL TOP father help-PRF-FIN,You all have helped the father.
synthetic_new_glossed_3.eaf,697,1470237,1472587,mit̪ʔ pʰɔʈɔ d̪ɔ kuɲɾɛ menaa,mit̪ʔ pʰɔʈɔ d̪ɔ kuɲ-ɾɛ mena-a,one photo TOP well-LOC exist-FIN,One photo is in the well.
