file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_new_glossed.eaf,607,1278521,1280557,[SYN.607] তুমি ভাষা লিখেছ।,You have written the language.,am d̪ɔ pɘɾsi ɔlɔʔakada.,am d̪ɔ pɘɾsi ɔlɔʔ-akad-a.,am | d̪ɔ | pɘɾsi | ɔlɔʔ-akad-a,2SG | TOP | language | write-PRF-FIN,Synthetic PRF-FIN clause modeled on akad-a rows.
synthetic_paradigm_glossed.eaf,608,1280557,1282724,[SYN.608] তোমাদের ফুলের বৃতি পরিষ্কার।,Your calyx of flower is clean.,apɛaʔ bɛnɛt d̪ɔ sapʰaa.,apɛ-aʔ bɛnɛt d̪ɔ sapʰa-a.,apɛ-aʔ | bɛnɛt | d̪ɔ | sapʰa-a,2PL-GEN | calyx.of.flower | TOP | clean-FIN,
synthetic_see_paradigm.eaf,609,1282724,1285204,[SYN.609] তোমরা খাবার বিক্রি করবে না।,You all do not sell the food.,apɛ d̪ɔ ɟɔmaʔ bapɛ ɘkʰɾiɲa.,apɛ d̪ɔ ɟɔmaʔ ba-pɛ ɘkʰɾiɲ-a.,apɛ | d̪ɔ | ɟɔmaʔ | ba-pɛ | ɘkʰɾiɲ-a,2PL | TOP | food | NEG-2PL | sell-FIN,
synthetic_bangla_glossed.eaf,610,1285204,1288006,[SYN.610] তুমি খাবার ও মাছ কিনবে।,You will buy the food and the fish.,am d̪ɔ ɟɔmaʔ aɾ haku kiɾiɲa.,am d̪ɔ ɟɔmaʔ aɾ haku kiɾiɲ-a.,am | d̪ɔ | ɟɔmaʔ | aɾ | haku | kiɾiɲ-a,2SG | TOP | food | and | fish | buy-FIN,
synthetic_paradigm_glossed.eaf,611,1288006,1289658,[SYN.611] তারা দুধ পান করেছিল।,They drank the milk.,oŋkoko t̪o̯͡a ɲukeda.,oŋko-ko t̪o̯͡a ɲu-ked-a.,oŋko-ko | t̪o̯͡a | ɲu-ked-a,3PL.ANIM-3PL.ANIM | milk | drink-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_bangla_glossed.eaf,612,1289658,1291666,[SYN.612] তুমি ডাক্তার সাহায্য করবে।,You will help the doctor.,am d̪ɔ ɖak̚t̪aɾ gɔɽɔa.,am d̪ɔ ɖak̚t̪aɾ gɔɽɔ-a.,am | d̪ɔ | ɖak̚t̪aɾ | gɔɽɔ-a,2SG | TOP | doctor | help-FIN,
synthetic_texts_glossed.eaf,613,1291666,1293344,[SYN.613] স্কুলে একটি মোবাইল ফোন আছে।,There is a mobile phone in the school.,iskulɾɛ mɔbaĭl pʰon menaa.,iskul-ɾɛ mɔbaĭl pʰon mena-a.,iskul-ɾɛ | mɔbaĭl pʰon | mena-a,school-LOC | mobile.phone | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_texts_glossed.eaf,614,1293344,1294886,[SYN.614] নদীতে একটি অবসর আছে।,There is a leisure in the river.,gaɖaɾɛ apʰsoɾ menaa.,gaɖa-ɾɛ apʰsoɾ mena-a.,gaɖa-ɾɛ | apʰsoɾ | mena-a,river-LOC | leisure | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_texts_glossed.eaf,615,1294886,1296575,[SYN.615] বাসস্থানে একটি কাজ আছে।,There is a work in the dwelling place.,basɾɛ kɘmi menaa.,bas-ɾɛ kɘmi mena-a.,bas-ɾɛ | kɘmi | mena-a,dwelling.place-LOC | work | exist-FIN,
synthetic_school_dialogue_glossed.eaf,616,1296575,1299297,[SYN.616] সেই সময় তোমরা খাবার খেয়ে হ্রদে আসবে।,"At that time, you all eat the food and then come to the lake.",ɔkt̪ɛɾɛ apɛ ɟɔmaʔ ɟɔmkat̪ɛ ɟɔlaɾɛ hiɟuʔa.,ɔkt̪ɛ-ɾɛ apɛ ɟɔmaʔ ɟɔm-kat̪ɛ ɟɔla-ɾɛ hiɟuʔ-a.,ɔkt̪ɛ-ɾɛ | apɛ | ɟɔmaʔ | ɟɔm-kat̪ɛ | ɟɔla-ɾɛ | hiɟuʔ-a,time-LOC | 2PL | food | eat-CVB | lake-LOC | come-FIN,
synthetic_dialogues_glossed.eaf,617,1299297,1302860,"[SYN.617] আমরা খাবার বিক্রি করব, কিন্তু মাছ বিক্রি করব না।","We will sell the food, but do not sell the fish.",alɛ d̪ɔ ɟɔmaʔ ɘkʰɾiɲa mɛnkʰan haku balɛ ɘkʰɾiɲa.,alɛ d̪ɔ ɟɔmaʔ ɘkʰɾiɲ-a mɛnkʰan haku ba-lɛ ɘkʰɾiɲ-a.,alɛ | d̪ɔ | ɟɔmaʔ | ɘkʰɾiɲ-a | mɛnkʰan | haku | ba-lɛ | ɘkʰɾiɲ-a,1PL.EXCL | TOP | food | sell-FIN | but | fish | NEG-1PL.EXCL | sell-FIN,
synthetic_see_paradigm.eaf,618,1302860,1305230,[SYN.618] সে পাত্র দেখবে না।,He/she does not see the receptacle.,uni d̪ɔ anataŋ bai̯ ɲɛla.,uni d̪ɔ anataŋ ba-i̯ ɲɛl-a.,uni | d̪ɔ | anataŋ | ba-i̯ | ɲɛl-a,3SG.ANIM | TOP | receptacle | NEG-3SG.ANIM | see-FIN,
synthetic_bangla_glossed.eaf,619,1305230,1307293,[SYN.619] তারা পাঠ পড়বে।,They will study the lesson.,oŋko d̪ɔ sikʰnɘt̪ paɽha͡o̯a.,oŋko d̪ɔ sikʰnɘt̪ paɽha͡o̯-a.,oŋko | d̪ɔ | sikʰnɘt̪ | paɽha͡o̯-a,3PL.ANIM | TOP | lesson | study-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_texts_glossed.eaf,620,1307293,1309120,[SYN.620] বাসস্থানে একটি মধু আছে।,There is a honey in the residence.,basaɾɛ ɲɛlɛɾasa menaa.,basa-ɾɛ ɲɛlɛɾasa mena-a.,basa-ɾɛ | ɲɛlɛɾasa | mena-a,residence-LOC | honey | exist-FIN,
synthetic_bangla_glossed.eaf,621,1309120,1311768,[SYN.621] সে ভাড়াটে কর্মী ও নেতিবাচক দেখবে।,He/she will see the hired worker and the negative.,uni d̪ɔ bənkəɾ aɾ baŋ ɲɛla.,uni d̪ɔ bənkəɾ aɾ baŋ ɲɛl-a.,uni | d̪ɔ | bənkəɾ | aɾ | baŋ | ɲɛl-a,3SG.ANIM | TOP | hired.worker | and | negative | see-FIN,
synthetic_bangla_glossed.eaf,622,1311768,1313795,[SYN.622] তুমি ঘড়ি কিনবে।,You will buy the watch.,am d̪ɔ gʰuɽi kiɾiɲa.,am d̪ɔ gʰuɽi kiɾiɲ-a.,am | d̪ɔ | gʰuɽi | kiɾiɲ-a,2SG | TOP | watch | buy-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_paradigm_glossed.eaf,623,1313795,1315776,[SYN.623] তার খাবার পরিষ্কার।,His/her food is clean.,uniaʔ ɟɔmaʔ d̪ɔ sapʰaa.,uni-aʔ ɟɔmaʔ d̪ɔ sapʰa-a.,uni-aʔ | ɟɔmaʔ | d̪ɔ | sapʰa-a,3SG-GEN | food | TOP | clean-FIN,
synthetic_bangla_glossed.eaf,624,1315776,1318636,[SYN.624] তোমরা কালো ভাল্লুক ও বাদ পড়া দেখবে।,You all will see the black bear and the omission.,apɛ d̪ɔ bana aɾ bʰul t͡ʃuk ɲɛla.,apɛ d̪ɔ bana aɾ bʰul t͡ʃuk ɲɛl-a.,apɛ | d̪ɔ | bana | aɾ | bʰul t͡ʃuk | ɲɛl-a,2PL | TOP | black.bear | and | omission | see-FIN,
synthetic_texts_glossed.eaf,625,1318636,1320475,[SYN.625] পুকুরটি পরিষ্কার।,The pool is clean.,agʰoɾni d̪ɔ sapʰaa.,agʰoɾni d̪ɔ sapʰa-a.,agʰoɾni | d̪ɔ | sapʰa-a,pool | TOP | clean-FIN,
synthetic_dialogues_glossed.eaf,626,1320475,1322575,[SYN.626] মা কোথায় আছে?,Where is the mother?,gɔgɔ d̪ɔ ɔkaɾɛ menaa.,gɔgɔ d̪ɔ ɔka-ɾɛ mena-a.,gɔgɔ | d̪ɔ | ɔka-ɾɛ | mena-a,mother | TOP | where-LOC | exist-FIN,
synthetic_paradigm_glossed.eaf,627,1322575,1324759,[SYN.627] তোমার উৎসব নতুন।,Your festival is new.,amaʔ pɔɾɔb d̪ɔ nɔwaa.,am-aʔ pɔɾɔb d̪ɔ nɔwa-a.,am-aʔ | pɔɾɔb | d̪ɔ | nɔwa-a,2SG-GEN | festival | TOP | new-FIN,
synthetic_imperatives_glossed.eaf,628,1324759,1326722,[SYN.628] দয়া করে কথা লিখো।,Please write the word.,d̪a.ja kat̪ɛ kat̪ʰa ɔlɔʔmɛ.,d̪a.ja kat̪ɛ kat̪ʰa ɔlɔʔ-mɛ.,d̪a.ja | kat̪ɛ | kat̪ʰa | ɔlɔʔ-mɛ,please | Manner | word | write-IMP.2SG.POL,Synthetic polite imperative with d̪a.ja kat̪ɛ and -mɛ.
synthetic_bangla_glossed.eaf,629,1326722,1328685,[SYN.629] সে বিশ দেখবে।,He/she will see the twenty.,uni d̪ɔ baɾ gɛl ɲɛla.,uni d̪ɔ baɾ gɛl ɲɛl-a.,uni | d̪ɔ | baɾ gɛl | ɲɛl-a,3SG.ANIM | TOP | twenty | see-FIN,
synthetic_bangla_glossed.eaf,630,1328685,1330589,[SYN.630] সে কথা লিখবে।,He/she will write the word.,uni d̪ɔ kat̪ʰa ɔlɔʔa.,uni d̪ɔ kat̪ʰa ɔlɔʔ-a.,uni | d̪ɔ | kat̪ʰa | ɔlɔʔ-a,3SG.ANIM | TOP | word | write-FIN,
synthetic_dialogues_glossed.eaf,631,1330589,1333990,"[SYN.631] আমরা অভিযোগকারী দেখব, কিন্তু উই পোকা দেখব না।","We will see the accuser, but do not see the termite.",alɛ d̪ɔ bədi ɲɛla mɛnkʰan bʰuku balɛ ɲɛla.,alɛ d̪ɔ bədi ɲɛl-a mɛnkʰan bʰuku ba-lɛ ɲɛl-a.,alɛ | d̪ɔ | bədi | ɲɛl-a | mɛnkʰan | bʰuku | ba-lɛ | ɲɛl-a,1PL.EXCL | TOP | accuser | see-FIN | but | termite | NEG-1PL.EXCL | see-FIN,
synthetic_new_glossed_3.eaf,632,1333990,1336476,[SYN.632] একটি নবজাতক হ্রদে আছে।,One infant is in the lake.,mit̪ʔʈɛn balɛ d̪ɔ ɟɔlaɾɛ menaa.,mit̪ʔ-ʈɛn balɛ d̪ɔ ɟɔla-ɾɛ mena-a.,mit̪ʔ-ʈɛn | balɛ | d̪ɔ | ɟɔla-ɾɛ | mena-a,one-CLF.HUM | infant | TOP | lake-LOC | exist-FIN,
synthetic_see_paradigm.eaf,633,1336476,1337913,[SYN.633] তোমরা আসছ।,You all are coming.,apɛpɛ hiɟuʔɛd̪a.,apɛ-pɛ hiɟuʔ-ɛ-d̪a.,apɛ-pɛ | hiɟuʔ-ɛ-d̪a,2PL-2PL | come-PROG-FIN,
synthetic_bangla_glossed.eaf,634,1337913,1339820,[SYN.634] তুমি পাঠ পড়বে।,You will study the lesson.,am d̪ɔ sikʰnɘt̪ paɽha͡o̯a.,am d̪ɔ sikʰnɘt̪ paɽha͡o̯-a.,am | d̪ɔ | sikʰnɘt̪ | paɽha͡o̯-a,2SG | TOP | lesson | study-FIN,
synthetic_texts_glossed.eaf,635,1339820,1341490,[SYN.635] ইংল্যান্ডে একটি শ্রমিক আছে।,There is a navvy in the england.,bilətɾɛ beldaɾ menaa.,bilət-ɾɛ beldaɾ mena-a.,bilət-ɾɛ | beldaɾ | mena-a,england-LOC | navvy | exist-FIN,
synthetic_dialogues_glossed.eaf,636,1341490,1343633,[SYN.636] হাত কোথায় আছে?,Where is the hand?,t̪i d̪ɔ ɔkaɾɛ menaa.,t̪i d̪ɔ ɔka-ɾɛ mena-a.,t̪i | d̪ɔ | ɔka-ɾɛ | mena-a,hand | TOP | where-LOC | exist-FIN,
synthetic_texts_glossed.eaf,637,1343633,1345215,[SYN.637] ইংল্যান্ডে একটি মা আছে।,There is a mother in the england.,bilətɾɛ gɔgɔ menaa.,bilət-ɾɛ gɔgɔ mena-a.,bilət-ɾɛ | gɔgɔ | mena-a,england-LOC | mother | exist-FIN,
synthetic_texts_glossed.eaf,638,1345215,1346777,[SYN.638] পাড়াে একটি আদালত আছে।,There is a court in the neighbourhood.,aɖe paseɾɛ adalot menaa.,aɖe pase-ɾɛ adalot mena-a.,aɖe pase-ɾɛ | adalot | mena-a,neighbourhood-LOC | court | exist-FIN,
synthetic_bangla_glossed.eaf,639,1346777,1349404,[SYN.639] আমি রান্না ও মধু খাব।,I will eat the cooked food and the honey.,iɲ d̪ɔ basaŋ aɾ ɲɛlɛɾasa ɟɔma.,iɲ d̪ɔ basaŋ aɾ ɲɛlɛɾasa ɟɔm-a.,iɲ | d̪ɔ | basaŋ | aɾ | ɲɛlɛɾasa | ɟɔm-a,1SG | TOP | cooked.food | and | honey | eat-FIN,
synthetic_paradigm_glossed.eaf,640,1349404,1351477,[SYN.640] আমার ডাক্তার ভালো।,My doctor is good.,iɲaʔ ɖak̚t̪aɾ d̪ɔ mɔ̃ɟa.,iɲ-aʔ ɖak̚t̪aɾ d̪ɔ mɔ̃ɟ-a.,iɲ-aʔ | ɖak̚t̪aɾ | d̪ɔ | mɔ̃ɟ-a,1SG-GEN | doctor | TOP | good-FIN,
synthetic_bangla_glossed.eaf,641,1351477,1354403,[SYN.641] আমরা খাবার ও মাছ কিনব।,We will buy the food and the fish.,alɛ d̪ɔ ɟɔmaʔ aɾ haku kiɾiɲa.,alɛ d̪ɔ ɟɔmaʔ aɾ haku kiɾiɲ-a.,alɛ | d̪ɔ | ɟɔmaʔ | aɾ | haku | kiɾiɲ-a,1PL.EXCL | TOP | food | and | fish | buy-FIN,
synthetic_dialogues_glossed.eaf,642,1354403,1357794,"[SYN.642] সে মোবাইল ফোন কিনবে, কিন্তু মাছ কিনবে না।","He/she will buy the mobile phone, but does not buy the fish.",uni d̪ɔ mɔbaĭl pʰon kiɾiɲa mɛnkʰan haku bai̯ kiɾiɲa.,uni d̪ɔ mɔbaĭl pʰon kiɾiɲ-a mɛnkʰan haku ba-i̯ kiɾiɲ-a.,uni | d̪ɔ | mɔbaĭl pʰon | kiɾiɲ-a | mɛnkʰan | haku | ba-i̯ | kiɾiɲ-a,3SG.ANIM | TOP | mobile.phone | buy-FIN | but | fish | NEG-3SG.ANIM | buy-FIN,
synthetic_new_glossed_3.eaf,643,1357794,1360290,[SYN.643] একটি ঘড়ি বাড়িতে আছে।,One watch is in the house.,mit̪ʔ gʰuɽi d̪ɔ ɔɽaʔɾɛ menaa.,mit̪ʔ gʰuɽi d̪ɔ ɔɽaʔ-ɾɛ mena-a.,mit̪ʔ | gʰuɽi | d̪ɔ | ɔɽaʔ-ɾɛ | mena-a,one | watch | TOP | house-LOC | exist-FIN,
synthetic_texts_glossed.eaf,644,1360290,1361940,[SYN.644] মাফ (হাতঢাকা)টি গুরুত্বপূর্ণ।,The muff is important.,bembʰa d̪ɔ ɟɘɾuɽa.,bembʰa d̪ɔ ɟɘɾuɽ-a.,bembʰa | d̪ɔ | ɟɘɾuɽ-a,muff | TOP | important-FIN,
synthetic_texts_glossed.eaf,645,1361940,1363719,[SYN.645] বাসস্থানে একটি জট পাকানো আছে।,There is a jumble in the residence.,basaɾɛ beɲd͡ʒaɲ biɲd͡ʒiɲ menaa.,basa-ɾɛ beɲd͡ʒaɲ biɲd͡ʒiɲ mena-a.,basa-ɾɛ | beɲd͡ʒaɲ biɲd͡ʒiɲ | mena-a,residence-LOC | jumble | exist-FIN,
synthetic_imperatives_glossed.eaf,646,1363719,1365724,[SYN.646] দয়া করে ভাষা পড়ো।,Please study the language.,d̪a.ja kat̪ɛ pɘɾsi paɽha͡o̯mɛ.,d̪a.ja kat̪ɛ pɘɾsi paɽha͡o̯-mɛ.,d̪a.ja | kat̪ɛ | pɘɾsi | paɽha͡o̯-mɛ,please | Manner | language | study-IMP.2SG.POL,
synthetic_school_dialogue_glossed.eaf,647,1365724,1368463,[SYN.647] সেই সময় সে দম্ভ দেখে বাড়িতে খেলবে।,"At that time, he/she see the boasting and then play in the house.",ɔkt̪ɛɾɛ uni bakʰaɾa ɲɛlkat̪ɛ ɔɽaʔɾɛ gat̪ea.,ɔkt̪ɛ-ɾɛ uni bakʰaɾa ɲɛl-kat̪ɛ ɔɽaʔ-ɾɛ gat̪e-a.,ɔkt̪ɛ-ɾɛ | uni | bakʰaɾa | ɲɛl-kat̪ɛ | ɔɽaʔ-ɾɛ | gat̪e-a,time-LOC | 3SG.ANIM | boasting | see-CVB | house-LOC | play-FIN,
synthetic_bangla_glossed.eaf,648,1368463,1370424,[SYN.648] আমরা মোবাইল ফোন বিক্রি করব।,We will sell the mobile phone.,alɛ d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲa.,alɛ d̪ɔ mɔbaĭl pʰon ɘkʰɾiɲ-a.,alɛ | d̪ɔ | mɔbaĭl pʰon | ɘkʰɾiɲ-a,1PL.EXCL | TOP | mobile.phone | sell-FIN,
synthetic_new_glossed_3.eaf,649,1370424,1372854,[SYN.649] একটি রান্না হ্রদে আছে।,One cooked food is in the lake.,mit̪ʔ basaŋ d̪ɔ ɟɔlaɾɛ menaa.,mit̪ʔ basaŋ d̪ɔ ɟɔla-ɾɛ mena-a.,mit̪ʔ | basaŋ | d̪ɔ | ɟɔla-ɾɛ | mena-a,one | cooked.food | TOP | lake-LOC | exist-FIN,
synthetic_dialogues_glossed.eaf,650,1372854,1376329,"[SYN.650] তারা কথা পড়বে, কিন্তু ভাষা পড়বে না।","They will study the word, but do not study the language.",oŋko d̪ɔ kat̪ʰa paɽha͡o̯a mɛnkʰan pɘɾsi bako paɽha͡o̯a.,oŋko d̪ɔ kat̪ʰa paɽha͡o̯-a mɛnkʰan pɘɾsi ba-ko paɽha͡o̯-a.,oŋko | d̪ɔ | kat̪ʰa | paɽha͡o̯-a | mɛnkʰan | pɘɾsi | ba-ko | paɽha͡o̯-a,3PL.ANIM | TOP | word | study-FIN | but | language | NEG-3PL.ANIM | study-FIN,
synthetic_see_paradigm.eaf,651,1376329,1377585,[SYN.651] আমরা বলছি।,We are speaking.,alɛlɛ ɾɔɽɛd̪a.,alɛ-lɛ ɾɔɽ-ɛ-d̪a.,alɛ-lɛ | ɾɔɽ-ɛ-d̪a,1PL.EXCL-1PL.EXCL | speak-PROG-FIN,
synthetic_see_paradigm.eaf,652,1377585,1379074,[SYN.652] তারা পড়ছে।,They are studying.,oŋkoko paɽha͡o̯ɛd̪a.,oŋko-ko paɽha͡o̯-ɛ-d̪a.,oŋko-ko | paɽha͡o̯-ɛ-d̪a,3PL.ANIM-3PL.ANIM | study-PROG-FIN,
synthetic_texts_glossed.eaf,653,1379074,1380644,[SYN.653] উঠানে একটি ছাগলের বিষ্ঠা আছে।,There is a goat's dropping in the courtyard of house.,bəteɾɛ bʰelə̃uɳɖi menaa.,bəte-ɾɛ bʰelə̃uɳɖi mena-a.,bəte-ɾɛ | bʰelə̃uɳɖi | mena-a,courtyard.of.house-LOC | goat.s.dropping | exist-FIN,
synthetic_bangla_glossed.eaf,654,1380644,1383544,[SYN.654] আমি ঔষধ ও মোবাইল ফোন কিনব।,I will buy the medicine and the mobile phone.,iɲ d̪ɔ ɾan aɾ mɔbaĭl pʰon kiɾiɲa.,iɲ d̪ɔ ɾan aɾ mɔbaĭl pʰon kiɾiɲ-a.,iɲ | d̪ɔ | ɾan | aɾ | mɔbaĭl pʰon | kiɾiɲ-a,1SG | TOP | medicine | and | mobile.phone | buy-FIN,Synthetic coordination with aɾ 'and'.
synthetic_dialogues_glossed.eaf,655,1383544,1387178,"[SYN.655] তোমরা একমুঠো দেখবে, কিন্তু সম্পদ দেখবে না।","You all will see the handful, but do not see the wealth.",apɛ d̪ɔ aɲd͡ʒle ɲɛla mɛnkʰan at͡ʃel bapɛ ɲɛla.,apɛ d̪ɔ aɲd͡ʒle ɲɛl-a mɛnkʰan at͡ʃel ba-pɛ ɲɛl-a.,apɛ | d̪ɔ | aɲd͡ʒle | ɲɛl-a | mɛnkʰan | at͡ʃel | ba-pɛ | ɲɛl-a,2PL | TOP | handful | see-FIN | but | wealth | NEG-2PL | see-FIN,Synthetic contrast with mɛnkʰan 'but' and NEG marking.
synthetic_paradigm_glossed.eaf,656,1387178,1388778,[SYN.656] তুমি এক প্রজাতির হরিণ দেখেছিলে।,You saw the a species of antelope.,amɛm bʰãoʈia ɲɛlkeda.,am-ɛm bʰãoʈia ɲɛl-ked-a.,am-ɛm | bʰãoʈia | ɲɛl-ked-a,2SG-2SG | a.species.of | see-PST-FIN,
synthetic_texts_glossed.eaf,657,1388778,1390502,[SYN.657] উঠানে একটি আমড়া (ফল) আছে।,There is a hog plum in the courtyard of house.,bəteɾɛ bədʰiə̯ menaa.,bəte-ɾɛ bədʰiə̯ mena-a.,bəte-ɾɛ | bədʰiə̯ | mena-a,courtyard.of.house-LOC | hog.plum | exist-FIN,
synthetic_bangla_glossed.eaf,658,1390502,1393317,[SYN.658] আমরা পানি ও দুধ পান করব।,We will drink the water and the milk.,alɛ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲua.,alɛ d̪ɔ d̪aʔ aɾ t̪o̯͡a ɲu-a.,alɛ | d̪ɔ | d̪aʔ | aɾ | t̪o̯͡a | ɲu-a,1PL.EXCL | TOP | water | and | milk | drink-FIN,Synthetic coordination with aɾ 'and'.
synthetic_texts_glossed.eaf,659,1393317,1395011,[SYN.659] উৎসবটি নতুন।,The festival is new.,pɔɾɔb d̪ɔ nɔwaa.,pɔɾɔb d̪ɔ nɔwa-a.,pɔɾɔb | d̪ɔ | nɔwa-a,festival | TOP | new-FIN,
synthetic_paradigm_glossed.eaf,660,1395011,1396770,[SYN.660] আমরা পাঠ পড়েছিলাম।,We studied the lesson.,alɛlɛ sikʰnɘt̪ paɽha͡o̯keda.,alɛ-lɛ sikʰnɘt̪ paɽha͡o̯-ked-a.,alɛ-lɛ | sikʰnɘt̪ | paɽha͡o̯-ked-a,1PL.EXCL-1PL.EXCL | lesson | study-PST-FIN,
synthetic_paradigm_glossed.eaf,661,1396770,1398445,[SYN.661] আমি কথা পড়েছিলাম।,I studied the word.,iɲiɲ kat̪ʰa paɽha͡o̯keda.,iɲ-iɲ kat̪ʰa paɽha͡o̯-ked-a.,iɲ-iɲ | kat̪ʰa | paɽha͡o̯-ked-a,1SG-1SG | word | study-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_paradigm_glossed.eaf,662,1398445,1400382,[SYN.662] আমার ভাই ছোট।,My brother is small.,iɲaʔ bɔ͡i̯ha d̪ɔ lɘʈua.,iɲ-aʔ bɔ͡i̯ha d̪ɔ lɘʈu-a.,iɲ-aʔ | bɔ͡i̯ha | d̪ɔ | lɘʈu-a,1SG-GEN | brother | TOP | small-FIN,
synthetic_dialogues_glossed.eaf,663,1400382,1404016,"[SYN.663] তুমি ভাষা বলবে, কিন্তু কথা বলবে না।","You will speak the language, but do not speak the word.",am d̪ɔ pɘɾsi ɾɔɽa mɛnkʰan kat̪ʰa bam ɾɔɽa.,am d̪ɔ pɘɾsi ɾɔɽ-a mɛnkʰan kat̪ʰa ba-m ɾɔɽ-a.,am | d̪ɔ | pɘɾsi | ɾɔɽ-a | mɛnkʰan | kat̪ʰa | ba-m | ɾɔɽ-a,2SG | TOP | language | speak-FIN | but | word | NEG-2SG | speak-FIN,Synthetic contrast with mɛnkʰan 'but' and NEG marking.
synthetic_see_paradigm.eaf,664,1404016,1405259,[SYN.664] তারা সাহায্য করছে।,They are helping.,oŋkoko gɔɽɔɛd̪a.,oŋko-ko gɔɽɔ-ɛ-d̪a.,oŋko-ko | gɔɽɔ-ɛ-d̪a,3PL.ANIM-3PL.ANIM | help-PROG-FIN,
synthetic_texts_glossed.eaf,665,1405259,1406769,[SYN.665] উৎসবটি ভালো।,The festival is good.,pɔɾɔb d̪ɔ mɔ̃ɟa.,pɔɾɔb d̪ɔ mɔ̃ɟ-a.,pɔɾɔb | d̪ɔ | mɔ̃ɟ-a,festival | TOP | good-FIN,
synthetic_texts_glossed.eaf,666,1406769,1408285,[SYN.666] নদীতে একটি মা আছে।,There is a mother in the river.,gaɖaɾɛ gɔgɔ menaa.,gaɖa-ɾɛ gɔgɔ mena-a.,gaɖa-ɾɛ | gɔgɔ | mena-a,river-LOC | mother | exist-FIN,
synthetic_paradigm_glossed.eaf,667,1408285,1410006,[SYN.667] তারা খাবার খেয়েছিল।,They ate the food.,oŋkoko ɟɔmaʔ ɟɔmkeda.,oŋko-ko ɟɔmaʔ ɟɔm-ked-a.,oŋko-ko | ɟɔmaʔ | ɟɔm-ked-a,3PL.ANIM-3PL.ANIM | food | eat-PST-FIN,
synthetic_paradigm_glossed.eaf,668,1410006,1411771,[SYN.668] তারা মোবাইল ফোন বিক্রি করেছিল।,They sold the mobile phone.,oŋkoko mɔbaĭl pʰon ɘkʰɾiɲkeda.,oŋko-ko mɔbaĭl pʰon ɘkʰɾiɲ-ked-a.,oŋko-ko | mɔbaĭl pʰon | ɘkʰɾiɲ-ked-a,3PL.ANIM-3PL.ANIM | mobile.phone | sell-PST-FIN,
synthetic_bangla_glossed.eaf,669,1411771,1413906,[SYN.669] আমরা খাবার বিক্রি করব।,We will sell the food.,alɛ d̪ɔ ɟɔmaʔ ɘkʰɾiɲa.,alɛ d̪ɔ ɟɔmaʔ ɘkʰɾiɲ-a.,alɛ | d̪ɔ | ɟɔmaʔ | ɘkʰɾiɲ-a,1PL.EXCL | TOP | food | sell-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_bangla_glossed.eaf,670,1413906,1415859,[SYN.670] তুমি মা সাহায্য করবে।,You will help the mother.,am d̪ɔ gɔgɔ gɔɽɔa.,am d̪ɔ gɔgɔ gɔɽɔ-a.,am | d̪ɔ | gɔgɔ | gɔɽɔ-a,2SG | TOP | mother | help-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_bangla_glossed.eaf,671,1415859,1418745,[SYN.671] সে মধু ও মাছ খাবে।,He/she will eat the honey and the fish.,uni d̪ɔ ɲɛlɛɾasa aɾ haku ɟɔma.,uni d̪ɔ ɲɛlɛɾasa aɾ haku ɟɔm-a.,uni | d̪ɔ | ɲɛlɛɾasa | aɾ | haku | ɟɔm-a,3SG.ANIM | TOP | honey | and | fish | eat-FIN,
synthetic_dialogues_glossed.eaf,672,1418745,1422123,"[SYN.672] তুমি পানি পান করবে, কিন্তু পানি পান করবে না।","You will drink the water, but do not drink the water.",am d̪ɔ d̪aʔ ɲua mɛnkʰan d̪aʔ bam ɲua.,am d̪ɔ d̪aʔ ɲu-a mɛnkʰan d̪aʔ ba-m ɲu-a.,am | d̪ɔ | d̪aʔ | ɲu-a | mɛnkʰan | d̪aʔ | ba-m | ɲu-a,2SG | TOP | water | drink-FIN | but | water | NEG-2SG | drink-FIN,
synthetic_paradigm_glossed.eaf,673,1422123,1424276,[SYN.673] তোমাদের ভাষা নতুন।,Your language is new.,apɛaʔ pɘɾsi d̪ɔ nɔwaa.,apɛ-aʔ pɘɾsi d̪ɔ nɔwa-a.,apɛ-aʔ | pɘɾsi | d̪ɔ | nɔwa-a,2PL-GEN | language | TOP | new-FIN,
synthetic_bangla_glossed.eaf,674,1424276,1426427,[SYN.674] তারা গুড়গুড় শব্দ দেখবে।,They will see the rumbling sound.,oŋko d̪ɔ aʈap̕ uʈup̕ ɲɛla.,oŋko d̪ɔ aʈap̕ uʈup̕ ɲɛl-a.,oŋko | d̪ɔ | aʈap̕ uʈup̕ | ɲɛl-a,3PL.ANIM | TOP | rumbling.sound | see-FIN,
