sentence_id,santali_sentence,english_gloss,bangla_gloss,template_id,sentence_type,source_pattern,subject_slot,noun_slot,verb_slot,adjective_slot,adverb_slot,place_slot,number_slot,synthetic,quality_note,source_files
SYN-26294,uni dɔ ba-e lin go̱c̕ kan-a,he/she does not to strangle.,সে গলা টিপে মারা না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,uni,,lin go̱c̕ [v.; Action; to strangle; গলা টিপে মারা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26295,iɲ dɔ nana bond bho̱ṅ kan-a,I do decipher in various modes.,আমি বিভিন্নভাবে পাঠোদ্ধার করা।,ADV_VERB,adverbial verbal predicate,Report 5.1.13 adverbial verbal predicate,iɲ,,bho̱ṅ [v.; Action; Decipher; পাঠোদ্ধার করা],,nana bond [adv.; Manner; in various modes; বিভিন্নভাবে],,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26296,darahara oṛak̕-re gabaṛ banuʔ-a,There is no disturbance in/at splendid mansion.,জমকালো প্রাসাদ-তে গোলমাল নেই।,LOC_NEG_EXIST,negative locative existential,Report 5.1.10 negative existential,,gabaṛ [n.; State; Disturbance; গোলমাল],,,,darahara oṛak̕ [n.; Place; Splendid mansion; জমকালো প্রাসাদ],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26297,ona dɔ jogaṛiạ bituc̕ kan-a,That is a careful posteriors.,ওটা যত্নশীল নিতম্ব।,ADJ_NOUN,adjective plus noun predicate,Report 5.1.17 adjective plus noun predicate,,bituc̕ [n.; Body; Posteriors; নিতম্ব],,jogaṛiạ [adj.; Quality; careful; যত্নশীল],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26298,iɲ dɔ tho̱l-re picom poḍroc̕ kan-a,I do to take to one's heels in/at abode.,আমি বাসস্থান-তে পালিয়ে যাওয়া।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,iɲ,,picom poḍroc̕ [v.; Action; to take to one's heels; পালিয়ে যাওয়া],,,tho̱l [n.; Place; abode; বাসস্থান],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26299,ona dɔ am-aʔ ukhuṛ kan-a,That is you's mortar.,ওটা তুমি-এর মশলা বাটার পাত্র।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,am,ukhuṛ [n.; Material; mortar; মশলা বাটার পাত্র],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26300,abo dɔ bho̱ṛo̱k-to ba-bon ghuri phiri-a,we do not to repeat with terror.,আমরা আতঙ্ক পুনরাবৃত্তি করা না।,OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,abo,bho̱ṛo̱k [n.; Emotion; Terror; আতঙ্ক],ghuri phiri [v.; Action; to repeat; পুনরাবৃত্তি করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26301,hạriạ-re hĩchạ minaʔ,There is lust in/at fold (of cattle).,গোখোঁয়াড় / ভাঁজ-তে কাম / লালসা আছে।,LOC_EXIST,locative existential,Report 5.1.10/5.1.13 locative existential,,hĩchạ [n.; Emotion; lust; কাম / লালসা],,,,hạriạ [n.; Place; fold (of cattle); গোখোঁয়াড় / ভাঁজ],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26302,am dɔ kuṭet̕ kan-a-m,you are factious.,তুমি বিভেদ সৃষ্টিকারী।,SUBJ_ADJ,subject adjectival predicate,Report 5.1.14 subject adjectival predicate,am,,,kuṭet̕ [adj.; Quality; factious; বিভেদ সৃষ্টিকারী],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26303,iɲ dɔ dak̕-re re̱pe̱ć kan-a,I do to bandy words in/at rain.,আমি বৃষ্টি-তে তর্ক করা।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,iɲ,,re̱pe̱ć [v.; Action; to bandy words; তর্ক করা],,,dak̕ [n.; Nature; Rain; বৃষ্টি],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26304,uni dɔ ado̱rok̕ kan-a?,Does he/she unsatisfied?,সে কি অসন্তুষ্ট?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,uni,,ado̱rok̕ [v./adj.; Emotion; Unsatisfied; অসন্তুষ্ট],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26305,iɲ dɔ khulạ khuli khoca kan-a,I do to libel frankly.,আমি খোলাখুলিভাবে মানহানি করা।,ADV_VERB,adverbial verbal predicate,Report 5.1.13 adverbial verbal predicate,iɲ,,khoca [v.; Action; to libel; মানহানি করা],,khulạ khuli [adv.; Manner; frankly; খোলাখুলিভাবে],,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26306,am dɔ bo̱ndo̱bo̱s-len-a,you did regulate.,তুমি নিয়ন্ত্রণ করা করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,am,,bo̱ndo̱bo̱s [v.; Action; Regulate; নিয়ন্ত্রণ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26307,iɲ dɔ bed-to bɔ-iɲ naṅgo̱s-a,I do not to malinger with vedas.,আমি বেদ অসুস্থতার ভান করা না।,OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,iɲ,bed [n.; Religion; Vedas; বেদ],naṅgo̱s [v.; Action; to malinger; অসুস্থতার ভান করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26308,abo dɔ raṛaṅ kan-a?,Do we to clang?,আমরা কি ঝনঝন শব্দ করা?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,abo,,raṛaṅ [v.; Sound; to clang; ঝনঝন শব্দ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26309,abo dɔ ạrikạ-to ba-bon arjaạrji-a,we do not excuse with liquor made from rice.,আমরা চালের মদ অজুহাত না।,OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,abo,ạrikạ [n.; Food; Liquor made from rice; চালের মদ],arjaạrji [n. / v.; Communication; Excuse; অজুহাত],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26310,iɲ dɔ in gan bindhạṛ kan-a,I do fix horizontally moderately.,আমি মাঝারি মাত্রায় আড়াআড়িভাবে লাগানো।,ADV_VERB,adverbial verbal predicate,Report 5.1.13 adverbial verbal predicate,iɲ,,bindhạṛ [v.; Action; Fix horizontally; আড়াআড়িভাবে লাগানো],,in gan [adv.; Manner; moderately; মাঝারি মাত্রায়],,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26311,ona dɔ eka chioạ kan-a,That is single.,ওটা একক।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,eka chioạ [adj.; State; Single; একক],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26312,am dɔ e̱ṛe̱m as chuṭạu kan-a,you do despair cravingly.,তুমি লোভাতুরভাবে হতাশ হওয়া।,ADV_VERB,adverbial verbal predicate,Report 5.1.13 adverbial verbal predicate,am,,as chuṭạu [v.; Emotion; Despair; হতাশ হওয়া],,e̱ṛe̱m [adv.; Manner; Cravingly; লোভাতুরভাবে],,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26313,hal-re nại minaʔ,There is damuda river in/at moisture.,আর্দ্রতা / রস-তে দামোদর নদী আছে।,LOC_EXIST,locative existential,Report 5.1.10/5.1.13 locative existential,,nại [n.; Nature; Damuda river; দামোদর নদী],,,,hal [n.; Nature; moisture; আর্দ্রতা / রস],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26314,uni dɔ samṭao kan-a-e,he/she does to compress.,সে চেপে ছোট করা।,SUBJ_VERB_PRESENT,present verbal predicate,Report 5.1.11 present verbal predicate,uni,,samṭao [v.; Action; to compress; চেপে ছোট করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26315,alɔ-m liḍạk̕-a,Do not to shut.,বন্ধ করা না।,PROHIBITIVE,negative imperative/prohibitive,Report 5.1.8 prohibitive,,,liḍạk̕ [v.; Action; to shut; বন্ধ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26316,uni dɔ jarkhar kan-a?,Does he/she to meet with poverty?,সে কি দারিদ্র্যে পড়া?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,uni,,jarkhar [v.; State; to meet with poverty; দারিদ্র্যে পড়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26317,ona dɔ kukmu dɔ ba-ŋ kan-a,That is not dream.,ওটা স্বপ্ন নয়।,DEMO_NEG_NOM,negative nominal predicate,Report 5.1.15 nominal predicate negation,,kukmu [n.; Abstract; dream; স্বপ্ন],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26318,ona dɔ am-aʔ nunu gidrạ kan-a,That is you's unweaned child.,ওটা তুমি-এর দুধের শিশু।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,am,nunu gidrạ [n.; Person; unweaned child; দুধের শিশু],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26319,uni dɔ cuṭi-i bhasao-a,he/she does scrape with cigar or cigarette.,সে সিগারেট চেঁচে ফেলা।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,uni,cuṭi [n.; Object; Cigar or cigarette; সিগারেট],bhasao [v.; Action; Scrape; চেঁচে ফেলা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26320,ona dɔ akaput kan-a,That is begotten only.,ওটা একমাত্র সন্তান।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,akaput [adj.; Family; Begotten only; একমাত্র সন্তান],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26321,ona dɔ inci kan-a,That is inch.,ওটা ইঞ্চি।,DEMO_NOM,nominal predicate,Report 5.1.1/5.1.17 demonstrative nominal predicate,,inci [n.; Measurement; inch; ইঞ্চি],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26322,abo dɔ jo̱j-to ba-bon cạkrạ ghum-a,we do not be dizzy with judge.,আমরা বিচারক মাথা ঘোরা না।,OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,abo,jo̱j [n.; Person; judge; বিচারক],cạkrạ ghum [v.; Health; Be dizzy; মাথা ঘোরা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26323,nɔa dɔ daṛaṅ kan-a?,Is this steep?,এটা কি খাড়া?,YESNO_ADJ,interrogative adjectival predicate,Report 5.1.7 adjectival yes/no question,,,,daṛaṅ [adj.; Nature; Steep; খাড়া],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26324,nɔa dɔ kạrni kan-a,This is disorder.,এটা ব্যাধি।,DEMO_NOM,nominal predicate,Report 5.1.1/5.1.17 demonstrative nominal predicate,,kạrni [n.; Health; disorder; ব্যাধি],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26325,ona dɔ am-aʔ sataso̱ṅ kan-a,That is you's confederates.,ওটা তুমি-এর সহযোগী।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,am,sataso̱ṅ [n.; Society; confederates; সহযোগী],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26326,ona dɔ abo-aʔ ghạṛi kan-a,That is we's instant / moment.,ওটা আমরা-এর মুহূর্ত।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,abo,ghạṛi [n.; Time; instant / moment; মুহূর্ত],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26327,iɲ dɔ chapkao-len-a,I did crouch.,আমি গুটিয়ে বসা করেছিল।,SUBJ_VERB_PAST,past verbal predicate,Report 5.1.12 past verbal predicate,iɲ,,chapkao [v.; Action; Crouch; গুটিয়ে বসা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26328,eae bhãora minaʔ,There are/is seven brace for boring.,সাত বেঁকানো যন্ত্র আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,bhãora [n.; Tool; Brace for boring; বেঁকানো যন্ত্র],,,,,eae [num.; Number; Seven; সাত],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26329,iɲ dɔ bɔ-iɲ tombṛe kan-a,I do not to huddle.,আমি গুটিয়ে থাকা না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,iɲ,,tombṛe [v.; Action; to huddle; গুটিয়ে থাকা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26330,baṅ me,"Please deny, to refuse.",অস্বীকার করা।,IMPERATIVE,imperative,Report 5.1.8 imperative,,,"baṅ [v.; Action; Deny, to refuse; অস্বীকার করা]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26331,uni dɔ caṛdak̕ buṛdak̕ kan-a-e,he/she is uneven.,সে অসমান।,SUBJ_ADJ,subject adjectival predicate,Report 5.1.14 subject adjectival predicate,uni,,,caṛdak̕ buṛdak̕ [adj.; Shape; Uneven; অসমান],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26332,uni dɔ has-re phạriạu kan-a,he/she does to disentangle in/at earth.,সে মাটি / পৃথিবী-তে জট ছাড়ানো।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,uni,,phạriạu [v.; Action; to disentangle; জট ছাড়ানো],,,has [n.; Nature; earth; মাটি / পৃথিবী],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26333,ragṛao me,Please to apply friction.,ঘষা।,IMPERATIVE,imperative,Report 5.1.8 imperative,,,ragṛao [v.; Action; to apply friction; ঘষা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26334,mõ̠ṛẽ̱ ge̱l an minaʔ,There are/is fifty rice.,"পঞ্চাশ চাল, ভাত আছে।",NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,"an [n.; Food; Rice; চাল, ভাত]",,,,,mõ̠ṛẽ̱ ge̱l [num.; Number; fifty; পঞ্চাশ],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26335,ona dɔ suạni dɔ ba-ŋ kan-a,That is not cricket.,ওটা ঝিঁঝিঁ পোকা নয়।,DEMO_NEG_NOM,negative nominal predicate,Report 5.1.15 nominal predicate negation,,suạni [n.; Animal; cricket; ঝিঁঝিঁ পোকা],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26336,nɔa dɔ le̱ce̱pe̱ce̱ kan-a?,Is this incoherent?,এটা কি অসংলগ্ন?,YESNO_ADJ,interrogative adjectival predicate,Report 5.1.7 adjectival yes/no question,,,,le̱ce̱pe̱ce̱ [adj.; Quality; incoherent; অসংলগ্ন],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26337,uni dɔ phukạr-re goja kan-a,he/she does to insert in/at aperture.,সে ছিদ্র-তে ঢোকানো / প্রবেশ করানো।,PLACE_VERB,locative verbal predicate,Report 5.1.13 locative verbal predicate,uni,,goja [v.; Action; to insert; ঢোকানো / প্রবেশ করানো],,,phukạr [n.; Place; aperture; ছিদ্র],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26338,ona dɔ abo-aʔ ojha kan-a,That is we's exorcist.,ওটা আমরা-এর ওঝা।,POSS_NOM,possessive nominal predicate,Report 5.1.17 possessive nominal predicate,abo,ojha [n.; Person; exorcist; ওঝা],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26339,khajanci-re sạisi banuʔ-a,There is no panchayat in/at treasury.,খাজাঞ্চিখানা-তে পঞ্চায়েত নেই।,LOC_NEG_EXIST,negative locative existential,Report 5.1.10 negative existential,,sạisi [n.; Society; panchayat; পঞ্চায়েত],,,,khajanci [n.; Place; treasury; খাজাঞ্চিখানা],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26340,eka jan pahcan minaʔ,There are/is one acquaintances.,এক পরিচিতজন আছে।,NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,jan pahcan [n.; Society; acquaintances; পরিচিতজন],,,,,eka [num.; Number; One; এক],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26341,cạr anãṛgo minaʔ,"There are/is four descent, a.","চার নামা, অবতরণ আছে।",NUM_NOUN_EXIST,numbered existential,Report 5.1.17 number plus noun existential,,"anãṛgo [n.; Action; Descent, a; নামা, অবতরণ]",,,,,cạr [num.; Number; Four; চার],true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26342,sa̠n hama-lok me,Please to bear the consequences.,ফল ভোগ করা।,IMPERATIVE,imperative,Report 5.1.8 imperative,,,sa̠n hama-lok [v.; Action; to bear the consequences; ফল ভোগ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26343,nɔa dɔ mạhsul kan-a,This is postage.,এটা ডাক খরচ।,DEMO_NOM,nominal predicate,Report 5.1.1/5.1.17 demonstrative nominal predicate,,mạhsul [n.; Finance; postage; ডাক খরচ],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26344,alɔ-m tutu-a,Do not to toot on a horn.,শিঙা বাজানো না।,PROHIBITIVE,negative imperative/prohibitive,Report 5.1.8 prohibitive,,,tutu [v.; Action; to toot on a horn; শিঙা বাজানো],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26345,ona dɔ ba-ŋ nico kan-a,That is not discreditable.,ওটা লজ্জাজনক নয়।,DEMO_NEG_ADJ,negative adjectival predicate,Report 5.1.14 adjectival negation,,,,nico [adj.; Quality; discreditable; লজ্জাজনক],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26346,ona dɔ ńutum dɔ ba-ŋ kan-a,That is not name.,ওটা নাম নয়।,DEMO_NEG_NOM,negative nominal predicate,Report 5.1.15 nominal predicate negation,,ńutum [n.; Language; name; নাম],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26347,am dɔ birbao-i ukhṛạu-a,you do to be rooted up with hurricane.,তুমি ঝড় উপড়ে যাওয়া।,OBJECT_VERB,object verbal predicate,Report 5.1.11 object plus verb predicate,am,birbao [n.; Nature; Hurricane; ঝড়],ukhṛạu [v.; State; to be rooted up; উপড়ে যাওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26348,iɲ dɔ gudṛi-to bɔ-iɲ baca-a,"I do not prove, to with pice for keeping calves.",আমি বাছুর রাখার পয়সা প্রমাণ করা না।,OBJECT_VERB_NEG,negative object verbal predicate,Report 5.1.11 negated object plus verb predicate,iɲ,gudṛi [n.; Custom; pice for keeping calves; বাছুর রাখার পয়সা],"baca [v.; Cognition; Prove, to; প্রমাণ করা]",,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26349,am dɔ gucạu-a,you will to dispel.,তুমি দূর করা / অপসারণ করা করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,am,,gucạu [v.; Action; to dispel; দূর করা / অপসারণ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26350,am dɔ ba-m jatejute kan-a,you do not to put to rights.,তুমি ঠিকঠাক করা / গুছিয়ে নেওয়া না।,SUBJ_VERB_NEG_PRESENT,negative present verbal predicate,Report 5.1.11 present verbal negation,am,,jatejute [v.; Action; to put to rights; ঠিকঠাক করা / গুছিয়ে নেওয়া],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26351,alɔ-m gạnti-a,Do not count.,গণনা করা না।,PROHIBITIVE,negative imperative/prohibitive,Report 5.1.8 prohibitive,,,gạnti [v.; Action; Count; গণনা করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26352,am dɔ gạwic̕ goḍak̕-a,you will to nudge (with elbow).,তুমি খোঁচা মারা করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,am,,gạwic̕ goḍak̕ [v.; Action; to nudge (with elbow); খোঁচা মারা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26353,ona dɔ jạṛi kan-a,That is assiduous.,ওটা অধ্যবসায়ী।,DEMO_ADJ,adjectival predicate,Report 5.1.14 adjectival predicate,,,,jạṛi [adj.; Quality; assiduous; অধ্যবসায়ী],,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26354,chạuni-re pańjar banuʔ-a,There is no rib in/at encampment.,শিবির-তে পাঁজর নেই।,LOC_NEG_EXIST,negative locative existential,Report 5.1.10 negative existential,,pańjar [n.; Body Part; rib; পাঁজর],,,,chạuni [n.; Place; Encampment; শিবির],,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26355,uni dɔ kohrạo kan-a?,Does he/she to confine?,সে কি আবদ্ধ করা?,YESNO_VERB,interrogative verbal predicate,Report 5.1.7 interrogative verbal predicate,uni,,kohrạo [v.; Action; to confine; আবদ্ধ করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26356,abo dɔ samṭao-a,we will to constringe.,আমরা সংকুচিত করা করবে।,SUBJ_VERB_FUTURE,future verbal predicate,Report 5.1.3/5.1.6 future verbal predicate,abo,,samṭao [v.; Action; to constringe; সংকুচিত করা],,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
SYN-26357,iɲ-aʔ mit't'e kạhni rạṛ minaʔ,I have one tune.,আমি একটি সুর আছে।,POSS_EXIST,possessive/existential,Report 5.1.17 possessive existential,iɲ,kạhni rạṛ [n.; Music; tune; সুর],,,,,,true,synthetic; template-based; needs native-speaker validation,Copy of Copy of Final Report.Team Clausetrophobic (1).txt; MTZ_Santali_Dictionary.xlsx
