sentence_id,santali_sentence,english_gloss,bangla_gloss,sentence_type,confidence,source_eaf_file,source_eaf_utterance_id,source_eaf_pattern,source_report_section,dictionary_slots_json,morphology_notes,rejection_risk,synthetic,needs_native_review
LLM-001953,kuṛyut,nan,,,medium,santali_glossed_new_3(1).eaf,70,ɟahan-aʔ ɟɘɾuɽ-ɔʔ-kʰan alɛ-m baɖai̯-oc-o-le-a,,"[{""slot"": ""v."", ""headword"": ""kuṛyut"", ""pos"": ""v."", ""english"": ""to bolt / swallow"", ""bangla"": ""গিলে ফেলা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001954,ɔkɔi-hɔ̃ alo-pɛ ni hạulạt,nan,,,medium,santali_dialogues_glossed.eaf,57,ɔkɔi-hɔ̃ alo-pɛ nisɽɘ-o̯-ko-a,,"[{""slot"": ""n."", ""headword"": ""hạulạt"", ""pos"": ""n."", ""english"": ""loan"", ""bangla"": ""ঋণ / ধার"", ""semantic_domain"": ""Finance""}]",,,True,True
LLM-001955,iɲ d̪i harṛãk̕ apʔ kat̪ɛ mɛla-ɲ cal-aʔ-kan t̪ahɛ̃-n-a,nan,,,medium,santali_glossed_dialogues.eaf,56,iɲ d̪isɘ͡i̯-d̪-a kɘʈiʲcʔ-ɾɛ iɲ-d̪ɔ iɲ-baba-o-aʔ t̪i sapʔ kat̪ɛ mɛla-ɲ cal-aʔ-kan t̪ahɛ̃-n-a,,"[{""slot"": ""n."", ""headword"": ""harṛãk̕"", ""pos"": ""n."", ""english"": ""gills of fish"", ""bangla"": ""মাছের কানকো"", ""semantic_domain"": ""Body Part""}]",,,True,True
LLM-001956,kạṛại,nan,,,medium,santali_new_glossed.eaf,68,ɔɽaʔ bɛɽha-i͡-t̪ɛ d̪aɾe-ko ɾɔhɔ-i͡-aka-ʔ-a,,"[{""slot"": ""v."", ""headword"": ""kạṛại"", ""pos"": ""v."", ""english"": ""to punish by beating"", ""bangla"": ""মারধর করে শাস্তি দেওয়া"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001957,goja,nan,,,medium,santali_matthew_glossed(1).eaf,25,ɑpe-ren bɑiri-ko ɑud̪ɑr-ko-pe ente on-ko d̪o-ko tir pitok'-ɑ,,"[{""slot"": ""n."", ""headword"": ""goja"", ""pos"": ""n."", ""english"": ""mixture (rice & dal)"", ""bangla"": ""খিচুড়ি / মিশ্রণ"", ""semantic_domain"": ""Food""}]",,,True,True
LLM-001958,ukil,nan,,,medium,santali_glossed_new_2.eaf,8,naoa kicɾiʲcʔ hɔɾɔʔ kat̪ɛ aɖɛ ʈɔla-ɾɛn aɾ gat̪e-ko-ʈʰɛn d̪aɽan-lɛ calaʔ-kan t̪ahɛ̃-kan-a,,"[{""slot"": ""n."", ""headword"": ""ukil"", ""pos"": ""n."", ""english"": ""pleader"", ""bangla"": ""উকিল"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-001959,ni̯ɘ-d̪ʰa͡ɔ d̪ɔ ɟɔm-aʔ  ã͡o-t̪ɛ bi  mɛ silạṭ,nan,,,medium,santali_glossed_dialogues.eaf,30,ni̯ɘ-d̪ʰa͡ɔ d̪ɔ ɟɔm-aʔ sã͡o-t̪ɛ bis mɛsal kat̪ɛʔ baɽge-ɾɛ hanɖɛ nanɖɛ d̪ɔhɔ-ka-m,,"[{""slot"": ""n."", ""headword"": ""silạṭ"", ""pos"": ""n."", ""english"": ""slate"", ""bangla"": ""স্লেট"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-001960,jabrao u ɡotɑ Gɑlil d̪i om d̪ɑrɑ d̪ɑrɑ-te-e cetɑko-kɑn,nan,,,medium,santali_matthew_glossed.eaf,15,Jisu ɡotɑ Gɑlil d̪isom d̪ɑrɑ d̪ɑrɑ-te-e cetɑko-kɑn,,"[{""slot"": ""v."", ""headword"": ""jabrao"", ""pos"": ""v."", ""english"": ""to put on trappings"", ""bangla"": ""সাজসজ্জা পরানো"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001961,ṭhuni erma raj-ge do oho-ge-pe hbolo-len-a,nan,,,medium,matthew_santali_glossed.eaf,50,Sarigeñ meta-pe-kan-a begor acur-ok'-te ar katic gidra-ko leka begor hoyo-k'-te serma raj-ge do oho-ge-pe hbolo-len-a,,"[{""slot"": ""prep."", ""headword"": ""ṭhuni"", ""pos"": ""prep."", ""english"": ""cutting"", ""bangla"": ""কাটা অংশ"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-001962,ma . huhu,nan,,,medium,lexicon(1).eaf,109,ma.jam,,"[{""slot"": ""n."", ""headword"": ""huhu"", ""pos"": ""n."", ""english"": ""weeping"", ""bangla"": ""কান্না"", ""semantic_domain"": ""Sound""}]",,,True,True
LLM-001963,mạjlis,nan,,,medium,lexicon.eaf,180,baha,,"[{""slot"": ""n."", ""headword"": ""mạjlis"", ""pos"": ""n."", ""english"": ""conference"", ""bangla"": ""সম্মেলন"", ""semantic_domain"": ""Society""}]",,,True,True
LLM-001964,inɘ t̪ainɔm kat̪ʰa ba-ko aɲɟɔm-lɛ-kʰan  a phẽ̱ṛ,nan,,,medium,santali_dialogues_glossed.eaf,49,inɘ t̪ainɔm kat̪ʰa ba-ko aɲɟɔm-lɛ-kʰan sasɔn-ko-pɛ,,"[{""slot"": ""n."", ""headword"": ""phẽ̱ṛ"", ""pos"": ""n."", ""english"": ""foam"", ""bangla"": ""ফেনা"", ""semantic_domain"": ""State""}]",,,True,True
LLM-001965,caher,nan,,,medium,santali_glossed_dialogues.eaf,51,no̯a-ko kɘmi d̪ɔ gid̪ɾɘ-ko-gi-ku kɘmi-ja,,"[{""slot"": ""n."", ""headword"": ""caher"", ""pos"": ""n."", ""english"": ""Proficiency"", ""bangla"": ""দক্ষতা"", ""semantic_domain"": ""Quality""}]",,,True,True
LLM-001966,chiṭkĩṛic̕ a calao-en-a,nan,,,medium,matthew_santali_glossed.eaf,1,añjom-ket' khan Galil-te-ye sa calao-en-a,,"[{""slot"": ""prep."", ""headword"": ""chiṭkĩṛic̕"", ""pos"": ""prep."", ""english"": ""Switch"", ""bangla"": ""চাবুক"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-001967,me̱le̱c̕ me̱co̱ṅ ibil-a,nan,,,medium,santali_new_glossed.eaf,8,gaɖa-ɾɛn hako d̪ɔ-ko sibil-a,,"[{""slot"": ""n."", ""headword"": ""me̱le̱c̕ me̱co̱ṅ"", ""pos"": ""n."", ""english"": ""laughing and joking"", ""bangla"": ""হাসি-ঠাট্টা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001968,sod,Nephew: We are all fine.,,,medium,santali_glossed_1.eaf,65,alɛ | ɟɔt̪ɔ-hɔɽ | mɔ̃ɟ-ge | mena-le-a,,"[{""slot"": ""v."", ""headword"": ""sod"", ""pos"": ""v."", ""english"": ""to clear (as debt)"", ""bangla"": ""পরিশোধ করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001969,Sabulon di om ar Naphthali di talbhań,nan,,,medium,matthew_santali_glossed.eaf,4,Sabulon disom ar Naphthali disom Dore-ão par-om Bongan hor jat-ko-ak' Galil,,"[{""slot"": ""n."", ""headword"": ""talbhań"", ""pos"": ""n."", ""english"": ""cessation"", ""bangla"": ""বন্ধ"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-001970,noa baɽge-ɾɛ bʰage ca casa  baŋ ho . jo-ʔ-a,nan,,,medium,santali_glossed_new_2.eaf,91,noa baɽge-ɾɛ bʰage casbas baŋ ho.jo-ʔ-a,,"[{""slot"": ""conj."", ""headword"": ""casa"", ""pos"": ""conj."", ""english"": ""Husbandman"", ""bangla"": ""কৃষক"", ""semantic_domain"": ""Occupation""}]",,,True,True
LLM-001971,niṭ o̱kte̱ko kạri dano boṅga onot̪ ɟiu ɲut̪um-t̪e bapt̪i rel so̱ṛo̱k,nan,,,high,santali_matthew27_mark1_glossed (1).eaf,19,senkat̪-e sanam ɟat̪-ko t͡ʃela-ko-pe aɾ baba aɾ hopon aɾ sonot̪ ɟiu ɲut̪um-t̪e bapt̪is-ko-pe,,"[{""slot"": ""pron."", ""headword"": ""niṭ o̱kte̱ko"", ""pos"": ""pron."", ""english"": ""fixed seasons"", ""bangla"": ""নির্ধারিত ঋতু"", ""semantic_domain"": ""Time""}, {""slot"": ""n."", ""headword"": ""kạri dano boṅga"", ""pos"": ""n."", ""english"": ""a Santal godlet"", ""bangla"": ""সাঁওতাল দেবতা"", ""semantic_domain"": ""Religion""}, {""slot"": ""n."", ""headword"": ""rel so̱ṛo̱k"", ""pos"": ""n."", ""english"": ""railway"", ""bangla"": ""রেলওয়ে"", ""semantic_domain"": ""Transport""}]",,,True,True
LLM-001972,oŋko ɛnɛc-ʔ- ḍaksạri ɛlɛt̪ʔ-len-kʰan pɔɾɔb ɘɖi ɾɘ kɘ-ge ho . j-o-a,nan,,,medium,santali_glossed_new_3(1).eaf,101,oŋko ɛnɛc-ʔ-seɾeɲ-ɾɛ-ko sɛlɛt̪ʔ-len-kʰan pɔɾɔb ɘɖi ɾɘskɘ-ge ho.j-o-a,,"[{""slot"": ""n."", ""headword"": ""ḍaksạri"", ""pos"": ""n."", ""english"": ""Fame"", ""bangla"": ""খ্যাতি"", ""semantic_domain"": ""Social""}]",,,True,True
LLM-001973,ijạra,nan,,,medium,santali_new_glossed.eaf,13,am d̪ɔ no̯a put̪ʰi-m paɽha-o̯-ka-d̪a,,"[{""slot"": ""n."", ""headword"": ""ijạra"", ""pos"": ""n."", ""english"": ""privilege"", ""bangla"": ""বিশেষাধিকার"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-001974,chakao,nan,,,medium,matthew_santali_glossed_ipa.eaf,16,bʱɑɡɑn-ɡe-ɑpe ini iɑt̪e hɔr-kɔ kɑd̪ʱɑɔ-le-pe-re ɑr-kɔ kʰed̪-le-pe-re,,"[{""slot"": ""v."", ""headword"": ""chakao"", ""pos"": ""v."", ""english"": ""Strain"", ""bangla"": ""ছাঁকা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001975,tuskil  kʰɔn pʰɛɖ̚-kat̪ɛ ɔna d̪ɔ aɾ bɘɲ  end̪ɾa ɲam-le-d̪a,nan,,,medium,santali_dialogues_glossed.eaf,6,bas kʰɔn pʰɛɖ̚-kat̪ɛ ɔna d̪ɔ aɾ bɘɲ send̪ɾa ɲam-le-d̪a,,"[{""slot"": ""conj."", ""headword"": ""tuskil"", ""pos"": ""conj."", ""english"": ""misconduct"", ""bangla"": ""দোষ"", ""semantic_domain"": ""Law""}]",,,True,True
LLM-001976,jiṇṭhi,nan,,,medium,lexicon.eaf,232,haɽam-ba,,"[{""slot"": ""conj."", ""headword"": ""jiṇṭhi"", ""pos"": ""conj."", ""english"": ""potsherd"", ""bangla"": ""ভাঙা কলসির টুকরো"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-001977,nɑ do̱kho̱l en-kɑt̪e-ye bere-len-ɑ,nan,,,medium,matthew_santali_glossed_ipa.eaf,2,nɑsɑret̪ bɑɡi-kɑt̪e d̪ɔre-ɑɔ ɑre reɑkʔ kɑpʰɑrnɑhum-re sen-kɑt̪e-ye bere-len-ɑ,,"[{""slot"": ""prep."", ""headword"": ""do̱kho̱l"", ""pos"": ""prep."", ""english"": ""Occupancy"", ""bangla"": ""দখল"", ""semantic_domain"": ""Law""}]",,,True,True
LLM-001978,re̱t,nan,,,medium,santali_new_glossed (1).eaf,25,biɾ ɾe-jaʔ d̪aɾe-ɾɛ cɛ̃ɽɛ̃-ko-ko t̪uk-ɘ-j-a,,"[{""slot"": ""n."", ""headword"": ""re̱t"", ""pos"": ""n."", ""english"": ""file"", ""bangla"": ""ফাইল"", ""semantic_domain"": ""Tool""}]",,,True,True
LLM-001979,ṭạṛi,nan,,,medium,lexicon.eaf,240,hɔ̃͡i̯haɾ-baba,,"[{""slot"": ""n."", ""headword"": ""ṭạṛi"", ""pos"": ""n."", ""english"": ""screen"", ""bangla"": ""পর্দা"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-001980,cạuchal,nan,,,medium,santali_glossed_new_3(1).eaf,64,am-ɾɛn gɔgɔ-baba cɛt̪ʔ-lɛka mena-ʔ-kin-ɘ,,"[{""slot"": ""n."", ""headword"": ""cạuchal"", ""pos"": ""n."", ""english"": ""Babbler"", ""bangla"": ""বাচাল"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-001981,nāogāo,nan,,,medium,santali_mark1_glossed.eaf,9,ɟɔhɑn dɔ utʔ-upʔ re-kʔ-te-ye ɑŋrɔp-ɑkɑn tɑhekɑnɑ,,"[{""slot"": ""prep."", ""headword"": ""nāogāo"", ""pos"": ""prep."", ""english"": ""address"", ""bangla"": ""ঠিকানা"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-001982,t̪ɘɾup-ʔ aɾ  ketab ɔʔ-kan t̪ahɛ-n-a,nan,,,medium,santali_glossed_new_3(1).eaf,15,t̪ɘɾup-ʔ aɾ suk̚ɾi-kin gɔc-ʔ-len-kʰan gid̪i-ko-d̪ɔ uŋkin-aʔ ɟil jɔm-ko hud̪isɔʔ-kan t̪ahɛ-n-a,,"[{""slot"": ""n."", ""headword"": ""ketab"", ""pos"": ""n."", ""english"": ""book"", ""bangla"": ""বই"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-001983,iɲ d̪ɔ ba hoe,nan,,,medium,bangla_sentences_glossed.eaf,5,iɲ d̪ɔ baske-jaʔ bɘɲ ɟɔm-ak-ad̪-a ced̪aʔ ɟe iɲ ʈʰɛʲc̚ʔ ʈaka bɘn-u-a,,"[{""slot"": ""v."", ""headword"": ""hoe"", ""pos"": ""v."", ""english"": ""to become"", ""bangla"": ""হওয়া"", ""semantic_domain"": ""State""}]",,,True,True
LLM-001984,t̪o . jo-ma  khạrại . ja-d̪ea ced̪aʔ ɟe alɛ d̪ɔ t̪o . jo-lɛka ba-lɛ d̪ɘɽ d̪aɽe . ja-ʔa,nan,,,medium,santali_glossed_new_2.eaf,21,t̪o.jo-ma sim-ɛ ɘt̪kiɾ id̪i kid̪i mɛn-kʰan alɛ d̪ɔ cɛt̪ʔ-hɔ̃ ba-lɛ cɛka d̪aɽe.ja-d̪ea ced̪aʔ ɟe alɛ d̪ɔ t̪o.jo-lɛka ba-lɛ d̪ɘɽ d̪aɽe.ja-ʔa,,"[{""slot"": ""n."", ""headword"": ""khạrại"", ""pos"": ""n."", ""english"": ""threshing floor"", ""bangla"": ""খামার"", ""semantic_domain"": ""Agriculture""}]",,,True,True
LLM-001985,ni͡ɘ-baɾ uni-aʔ umɘɾ mɔ̃ɽɛ  ḍera,nan,,,medium,santali_new_glossed (1).eaf,9,ni͡ɘ-baɾ uni-aʔ umɘɾ mɔ̃ɽɛ sɛɾma ho͡i̯-e-na,,"[{""slot"": ""pron."", ""headword"": ""ḍera"", ""pos"": ""pron."", ""english"": ""Camp"", ""bangla"": ""শিবির"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-001986,co̱po̱t̕ lo̱ndo̱c̕ ewawa-de-a ar-e meta-de-a E Probhu  anal-em khan-em  rotok̕,nan,,,high,matthew_santali_glossed.eaf,32,Nelpe mitt-en murhuc jom hor hec'-kate-ye sewawa-de-a ar-e meta-de-a E Probhu sanal-em khan-em sapha dare-an-a,,"[{""slot"": ""adj."", ""headword"": ""co̱po̱t̕ lo̱ndo̱c̕"", ""pos"": ""adj."", ""english"": ""Rutty (of a road)"", ""bangla"": ""খানাখন্দ"", ""semantic_domain"": ""Place""}, {""slot"": ""n."", ""headword"": ""rotok̕"", ""pos"": ""n."", ""english"": ""seam"", ""bangla"": ""সেলাই"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-001987,go medak,nan,,,medium,santali_glossed_2.eaf,35,ɲɛl-kat̪ɛ-m mɛn-kɛ-a ɛnɛɟ-ɔʔ-t̪i-gi mɛnaʔ-ko-a,,"[{""slot"": ""n."", ""headword"": ""go medak"", ""pos"": ""n."", ""english"": ""Himalayan gem"", ""bangla"": ""হিমালয়ী রত্ন"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-001988,hijuk̕,nan,,,medium,lexicon.eaf,59,ul,,"[{""slot"": ""v."", ""headword"": ""hijuk̕"", ""pos"": ""v."", ""english"": ""to approach"", ""bangla"": ""এগিয়ে আসা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001989,narạṅgi a aŋ caba-ʔ-kan-a ceʔ-iɲ ceka-ja lɘ . ja-ɲ-mɛ ɛ,nan,,,medium,santali_glossed_dialogues.eaf,41,iɲ-aʔ hoɽo d̪aɾe-ko sasaŋ caba-ʔ-kan-a ceʔ-iɲ ceka-ja lɘ.ja-ɲ-mɛsɛ,,"[{""slot"": ""n."", ""headword"": ""narạṅgi"", ""pos"": ""n."", ""english"": ""orange"", ""bangla"": ""কমলা"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-001990,locra apʔ-ɟɔː-ŋ-a,nan,,,medium,santali_bangla_glossed.eaf,8,gaɖa aɽe-ɾɛn hɔɽ-ko d̪ɔ akot̪e-ge hako-ko sapʔ-ɟɔː-ŋ-a,,"[{""slot"": ""n."", ""headword"": ""locra"", ""pos"": ""n."", ""english"": ""eatables given to stealing"", ""bangla"": ""চুরির খাবার"", ""semantic_domain"": ""Food""}]",,,True,True
LLM-001991,rili phini,nan,,,medium,santali_imperatives_glossed.eaf,44,gapa,,"[{""slot"": ""adv."", ""headword"": ""rili phini"", ""pos"": ""adv."", ""english"": ""without impurity"", ""bangla"": ""নিষ্কলঙ্ক"", ""semantic_domain"": ""Quality""}]",,,True,True
LLM-001992,mońjlis gaḍha sot,nan,,,high,santali_glossed_dialogues.eaf,54,hɛ̃ gid̪ɾɘ-ko-d̪ɔ ɘɖi ɾaŋga-o seɾeɲ-ko aɾaʔ-ka-aʔ-a aɾ ko kɘ͡o̯mɘ͡o̯-oʔ-a,,"[{""slot"": ""n."", ""headword"": ""mońjlis"", ""pos"": ""n."", ""english"": ""assembly"", ""bangla"": ""সভা"", ""semantic_domain"": ""Society""}, {""slot"": ""n."", ""headword"": ""gaḍha sot"", ""pos"": ""n."", ""english"": ""Ravines & hollows"", ""bangla"": ""খাঁড়া ও গর্ত"", ""semantic_domain"": ""Nature""}]",,,True,True
LLM-001993,aṛae oṛoe,nan,,,medium,matthew_santali_glossed.eaf,16,Bhagan-ge-ape ini iate hor-ko kadhao-le-pe-re ar-ko khed-le-pe-re,,"[{""slot"": ""v."", ""headword"": ""aṛae oṛoe"", ""pos"": ""v."", ""english"": ""Scald, to"", ""bangla"": ""ঝলসে দেওয়া, দগ্ধ করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001994,ɔka  ḍạṅgri,nan,,,medium,santali_new_glossed.eaf,35,ɔka sɛc͡ʔ-bo cala-o̯-lɛn-kʰac͡ʔ bʰage ho-i͡-ko-a,,"[{""slot"": ""n."", ""headword"": ""ḍạṅgri"", ""pos"": ""n."", ""english"": ""Cattle"", ""bangla"": ""গবাদি পশু"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-001995,nạmunạ,nan,,,medium,santali_dialogues_glossed.eaf,46,apɛ kɘʈi-ko-hɔ̃ lɘʈu-ko-pɛ manɔt̪̚ʔ-ko-a,,"[{""slot"": ""n."", ""headword"": ""nạmunạ"", ""pos"": ""n."", ""english"": ""example"", ""bangla"": ""উদাহরণ"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-001996,ạṅgikar i,nan,,,medium,lexicon.eaf,118,akasi,,"[{""slot"": ""v."", ""headword"": ""ạṅgikar"", ""pos"": ""v."", ""english"": ""Accept, to"", ""bangla"": ""গ্রহণ করা, মেনে নেওয়া"", ""semantic_domain"": ""Communication""}]",,,True,True
LLM-001997,ṭep̕,nan,,,medium,santali_new_glossed.eaf,70,bana-hɔɽ-ge-kin bud̪ ɘkila-na-ʔ-a,,"[{""slot"": ""n."", ""headword"": ""ṭep̕"", ""pos"": ""n."", ""english"": ""gist"", ""bangla"": ""সারকথা"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-001998,tạṛi,nan,,,medium,santali_dialogues_glossed.eaf,43,mɔ̃ɟ-t̪ɛ ɛʈ-aʔ-ko-aʔ kat̪ʰa-pɛ aɲɟɔm-a,,"[{""slot"": ""n."", ""headword"": ""tạṛi"", ""pos"": ""n."", ""english"": ""toddy"", ""bangla"": ""তাড়ি"", ""semantic_domain"": ""Food""}]",,,True,True
LLM-001999,dhuk,nan,,,medium,lexicon.eaf,55,la,,"[{""slot"": ""v."", ""headword"": ""dhuk"", ""pos"": ""v."", ""english"": ""Pant"", ""bangla"": ""হাঁপানো"", ""semantic_domain"": ""Body""}]",,,True,True
LLM-002000,udhin,nan,,,medium,lexicon.eaf,219,gɔɽɔm-ba,,"[{""slot"": ""conj."", ""headword"": ""udhin"", ""pos"": ""conj."", ""english"": ""submission"", ""bangla"": ""আত্মসমর্পণ"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-002001,mạci ḍaṅ,nan,,,high,santali_glossed_new_3(1).eaf,58,baba-i̯-ɲ d̪isɘl-e-kʰan nit̪-hɔ̃ iɲ ɾaʔ ɾaʔ-iɲ ɘi̯-kɘɔ̯-a,,"[{""slot"": ""n."", ""headword"": ""mạci"", ""pos"": ""n."", ""english"": ""stool"", ""bangla"": ""টুল"", ""semantic_domain"": ""Object""}, {""slot"": ""pron."", ""headword"": ""ḍaṅ"", ""pos"": ""pron."", ""english"": ""Pole"", ""bangla"": ""খুঁটি"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-002002,ṭuṭạu,nan,,,medium,santali_glossed_new_3(1).eaf,104,d̪ɛla kɘmi-bun ɛhɔp̚ʔ-kat̪ʔ-le-ge,,"[{""slot"": ""v."", ""headword"": ""ṭuṭạu"", ""pos"": ""v."", ""english"": ""to be fractured"", ""bangla"": ""ভেঙে যাওয়া"", ""semantic_domain"": ""State""}]",,,True,True
LLM-002003,bhaṇḍao,nan,,,medium,santali_glossed_new_3.eaf,104,d̪ɛla kɘmi-bun ɛhɔp̚ʔ-kat̪ʔ-le-ge,,"[{""slot"": ""v."", ""headword"": ""bhaṇḍao"", ""pos"": ""v."", ""english"": ""Deflower"", ""bangla"": ""কুমারীত্ব নষ্ট করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-002004,tulsi dare,Money can now be paid and received through mobile.,,,medium,santali_glossed_1.eaf,25,moba͡i̯l-te-ge | nit̪ʔ | d̪ɔ | ʈaka | kolo-a | aɾ | ʈaka | ɲam-ɔ-a,,"[{""slot"": ""prep."", ""headword"": ""tulsi dare"", ""pos"": ""prep."", ""english"": ""holy basil"", ""bangla"": ""তুলসী গাছ"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-002005,Moke durup'-a-kan tahë-kan hor do Maran mar hatkhạṛi,nan,,,medium,matthew_santali_glossed.eaf,5,Moke durup'-a-kan tahë-kan hor do Maran marsal-ko nëke-da,,"[{""slot"": ""n."", ""headword"": ""hatkhạṛi"", ""pos"": ""n."", ""english"": ""divination (a method of)"", ""bangla"": ""ভবিষ্যৎ গণনা / শকুন বিদ্যা"", ""semantic_domain"": ""Custom""}]",,,True,True
LLM-002006,bạnkạr,nan,,,medium,lexicon(1).eaf,224,hɔpɔn-ba,,"[{""slot"": ""conj."", ""headword"": ""bạnkạr"", ""pos"": ""conj."", ""english"": ""Hired worker"", ""bangla"": ""ভাড়াটে কর্মী"", ""semantic_domain"": ""Occupation""}]",,,True,True
LLM-002007,aja ã͡ɔ̯-t̪ɛ a͡i̯ma-ko hɔpɔn-ɔʔ-a,nan,,,medium,santali_glossed_new.eaf,89,sim-kʰɔn mit̪̚ʔ-sã͡ɔ̯-t̪ɛ a͡i̯ma-ko hɔpɔn-ɔʔ-a,,"[{""slot"": ""n."", ""headword"": ""aja"", ""pos"": ""n."", ""english"": ""Grandfather"", ""bangla"": ""দাদা"", ""semantic_domain"": ""Family""}]",,,True,True
LLM-002008,sikhạt,nan,,,medium,lexicon.eaf,231,kɘʈiʲc̚ʔ gid̪ɾɘ-ko,,"[{""slot"": ""n."", ""headword"": ""sikhạt"", ""pos"": ""n."", ""english"": ""teaching"", ""bangla"": ""শিক্ষাদান"", ""semantic_domain"": ""Education""}]",,,True,True
LLM-002009,khayar ɔkʔ-kɑn tɑhekɑnɑ,nan,,,medium,santali_mark1_glossed.eaf,8,ɑr ɑk-ɔɑkʔ kɑi ɑŋɔcʔ-kɑte uni tite ɟɔrdɑn ɡɑdɑ-re-kɔ bɑptisɔkʔ-kɑn tɑhekɑnɑ,,"[{""slot"": ""prep."", ""headword"": ""khayar"", ""pos"": ""prep."", ""english"": ""catechu tree"", ""bangla"": ""খয়ের গাছ"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-002010,Ape do dharti reak' mar nãk risạ,nan,,,medium,matthew_santali_glossed.eaf,18,Ape do dharti reak' marsal kan-ape,,"[{""slot"": ""pron."", ""headword"": ""nãk risạ"", ""pos"": ""pron."", ""english"": ""polypus of nose"", ""bangla"": ""নাকের পলিপাস"", ""semantic_domain"": ""Health""}]",,,True,True
LLM-002011,jhan ɑp' orɑ-d̪eɑ,nan,,,medium,santali_matthew_glossed(1).eaf,6,d̪ut-ko hec'-kɑte-ko sɑp'sorɑ-d̪eɑ,,"[{""slot"": ""n."", ""headword"": ""jhan"", ""pos"": ""n."", ""english"": ""crackling"", ""bangla"": ""খটখট / ফটফট শব্দ"", ""semantic_domain"": ""Sound""}]",,,True,True
LLM-002012,hạpsi,nan,,,medium,matthew_santali_glossed.eaf,31,Ado buru khon-e ard-oye-n khan adi gadel hor-ko panja-ke-da,,"[{""slot"": ""v."", ""headword"": ""hạpsi"", ""pos"": ""v."", ""english"": ""to ridicule"", ""bangla"": ""উপহাস করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-002013,d̪inɘm-hilɘʔ  bo̱to̱lo̱,nan,,,medium,santali_glossed_new.eaf,31,d̪inɘm-hilɘʔ sɛt̪aʔ-ɾɛ cɛ̃ɽɛ̃-ko-ɔ̯͡aʔ cɛɾɔ-bɛɾɔ aɲɟɔm-t̪ɛ alɛ d̪ɔ-lɛ ɛbʰɛn-ɔʔ-a,,"[{""slot"": ""n."", ""headword"": ""bo̱to̱lo̱"", ""pos"": ""n."", ""english"": ""Entrance"", ""bangla"": ""প্রবেশদ্বার"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-002014,e̱bhe̱n u d̪o Gɑlil kʰon Jord̪ɑn-te Johɑn tʰen-e hec'-enɑ,nan,,,medium,santali_matthew_glossed(1).eaf,7,Jisu d̪o Gɑlil kʰon Jord̪ɑn-te Johɑn tʰen-e hec'-enɑ,,"[{""slot"": ""v."", ""headword"": ""e̱bhe̱n"", ""pos"": ""v."", ""english"": ""Wake up"", ""bangla"": ""জেগে ওঠা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-002015,kạr,nan,,,medium,lexicon(1).eaf,222,baba,,"[{""slot"": ""n."", ""headword"": ""kạr"", ""pos"": ""n."", ""english"": ""eruption on legs"", ""bangla"": ""পায়ের ফুসকুড়ি"", ""semantic_domain"": ""Health""}]",,,True,True
LLM-002016,ma . gak̕daoak̕,nan,,,medium,lexicon.eaf,109,ma.jam,,"[{""slot"": ""n."", ""headword"": ""gak̕daoak̕"", ""pos"": ""n."", ""english"": ""Ramrod"", ""bangla"": ""বন্দুকের রড"", ""semantic_domain"": ""Object""}]",,,True,True
