sentence_id,santali_sentence,english_gloss,bangla_gloss,sentence_type,confidence,source_eaf_file,source_eaf_utterance_id,source_eaf_pattern,dictionary_slots_json,synthetic,needs_native_review
LLM-002728,he̱ṛhe̱t̕,,,,medium,generated_santali_5k.csv,,re̱ge̱ń,"[{""slot"": ""noun"", ""headword"": ""he̱ṛhe̱t̕""}]",True,True
LLM-002729,mayam,,,,medium,generated_santali_large.csv,,aet,"[{""slot"": ""noun"", ""headword"": ""mayam""}]",True,True
LLM-002730,you do not to a jiwi o̱lo̱ń .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you do not to assess.,"[{""slot"": ""noun"", ""headword"": ""jiwi o̱lo̱ń""}]",True,True
LLM-002731,baḍae,,,,medium,generated_santali_5k.csv,,thetha,"[{""slot"": ""noun"", ""headword"": ""baḍae""}]",True,True
LLM-002732,bhanbhan,,,,medium,generated_santali_5k.csv,,ạn,"[{""slot"": ""noun"", ""headword"": ""bhanbhan""}]",True,True
LLM-002733,hemal,,,,medium,generated_santali_5k.csv,,gargor,"[{""slot"": ""noun"", ""headword"": ""hemal""}]",True,True
LLM-002734,That i  not gable of a hou bańcao .,,,,medium,generated_high_confidence_sentence_eaf.csv,,That is not gable of a house.,"[{""slot"": ""noun"", ""headword"": ""bańcao""}]",True,True
LLM-002735,naṭ,,,,medium,generated_santali_5k.csv,,kana kona,"[{""slot"": ""noun"", ""headword"": ""naṭ""}]",True,True
LLM-002736,There i  additional a chaṭpaṭao ment on rent in/at mellowing/Ripening of fruit .,,,,medium,generated_vs_eaf_semantic_matches.csv,,There is additional assessment on rent in/at mellowing/Ripening of fruit.,"[{""slot"": ""noun"", ""headword"": ""chaṭpaṭao""}]",True,True
LLM-002737,ni̯ɘ-d̪ʰa͡ɔ d̪ɔ ɟɔm-aʔ  ã͡o-t̪ɛ bi  mɛ chaḍa,nan,,,medium,santali_glossed_dialogues.eaf,30,ni̯ɘ-d̪ʰa͡ɔ d̪ɔ ɟɔm-aʔ sã͡o-t̪ɛ bis mɛsal kat̪ɛʔ baɽge-ɾɛ hanɖɛ nanɖɛ d̪ɔhɔ-ka-m,"[{""slot"": ""n."", ""headword"": ""chaḍa""}]",True,True
LLM-002738,so̱ko̱c̕,,,,medium,generated_santali_5k.csv,,bo̱ṭe̱c̕,"[{""slot"": ""noun"", ""headword"": ""so̱ko̱c̕""}]",True,True
LLM-002739,jhaṛao,,,,medium,generated_santali_5k.csv,,ạṭuṭ,"[{""slot"": ""noun"", ""headword"": ""jhaṛao""}]",True,True
LLM-002740,he/ he doe  cultivate with di o̱jo̱n pect .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,he/she does cultivate with disrespect.,"[{""slot"": ""noun"", ""headword"": ""o̱jo̱n""}]",True,True
LLM-002741,pe̱ṭe̱ dikiạu,,,,medium,generated_santali_large.csv,,pe̱ṭe̱s ḍhạṭhi,"[{""slot"": ""noun"", ""headword"": ""dikiạu""}]",True,True
LLM-002742,he/ he doe  have  exual intercour ucạṛ .,,,,medium,generated_vs_eaf_semantic_matches.csv,,he/she does have sexual intercourse.,"[{""slot"": ""noun"", ""headword"": ""ucạṛ""}]",True,True
LLM-002743,dhorao,,,,medium,generated_santali_5k.csv,,chakacun,"[{""slot"": ""noun"", ""headword"": ""dhorao""}]",True,True
LLM-002744,aṅgao,,,,medium,generated_santali_5k.csv,,agamgạr,"[{""slot"": ""noun"", ""headword"": ""aṅgao""}]",True,True
LLM-002745,we have one large dhusạu .,,,,medium,generated_vs_eaf_semantic_matches.csv,,we have one largesse.,"[{""slot"": ""noun"", ""headword"": ""dhusạu""}]",True,True
LLM-002746,There are/i  hundred  of thou and  mucu  di charged from no haḍap̕ .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,There are/is hundreds of thousands mucus discharged from nose.,"[{""slot"": ""noun"", ""headword"": ""haḍap̕""}]",True,True
LLM-002747,jạruṛ ãɔ̯-t̪ɛ ni̯ɘ-t̪ɛ alɛ pɔɾɔb-le mɛn-oc-i̯-a,nan,,,medium,santali_glossed_new_3(1).eaf,97,sanam-ko sãɔ̯-t̪ɛ ni̯ɘ-t̪ɛ alɛ pɔɾɔb-le mɛn-oc-i̯-a,"[{""slot"": ""n."", ""headword"": ""jạruṛ""}]",True,True
LLM-002748,we do to trickle otherwi che̱o .,,,,medium,generated_vs_eaf_semantic_matches.csv,,we do to trickle otherwise.,"[{""slot"": ""noun"", ""headword"": ""che̱o""}]",True,True
LLM-002749,bheń an,,,,medium,generated_santali_5k.csv,,ae amdaj,"[{""slot"": ""noun"", ""headword"": ""bheń an""}]",True,True
LLM-002750,baḍhao,,,,medium,generated_santali_5k.csv,,chal,"[{""slot"": ""noun"", ""headword"": ""baḍhao""}]",True,True
LLM-002751,we do to per evere in/at  ite of a hou ram ro̱ṛ .,,,,medium,santali_synthetic_40k_sentences.csv,,we do to persevere in/at site of a house.,"[{""slot"": ""noun"", ""headword"": ""ram ro̱ṛ""}]",True,True
LLM-002752,"Thi  i  a di putatiou ,  argumentative  ul .",,,,medium,generated_vs_eaf_semantic_matches.csv,,"This is a disputatious, argumentative skin.","[{""slot"": ""noun"", ""headword"": ""ul""}]",True,True
LLM-002753,ghac ghacao,,,,medium,output_layoutA (1).csv,132,sim,"[{""slot"": ""noun"", ""headword"": ""ghac ghacao""}]",True,True
LLM-002754,phoṛ,,,,medium,generated_santali_5k.csv,,dhạpuạ,"[{""slot"": ""noun"", ""headword"": ""phoṛ""}]",True,True
LLM-002755,"we did deny ,  to refu khilḍu .",,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,"we did deny, to refuse.","[{""slot"": ""noun"", ""headword"": ""khilḍu""}]",True,True
LLM-002756,I do to purcha jinạu .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,I do to purchase.,"[{""slot"": ""noun"", ""headword"": ""jinạu""}]",True,True
LLM-002757,ho̱ṭo̱k̕ limbo̱t̕,,,,medium,generated_santali_5k.csv,,kuṭhi,"[{""slot"": ""noun"", ""headword"": ""ho̱ṭo̱k̕ limbo̱t̕""}]",True,True
LLM-002758,ma  . khar,,,,medium,generated_santali_5k.csv,,ma . gak̕daoak̕,"[{""slot"": ""noun"", ""headword"": ""khar""}]",True,True
LLM-002759,"I do victimi gạḍiạu ,  to with booth .",,,,medium,generated_vs_eaf_semantic_matches.csv,,"I do victimise, to with booth.","[{""slot"": ""noun"", ""headword"": ""gạḍiạu""}]",True,True
LLM-002760,hiṭhṅṭạu,,,,medium,generated_santali_large.csv,,mạric,"[{""slot"": ""noun"", ""headword"": ""hiṭhṅṭạu""}]",True,True
LLM-002761,There i  no cultivator in/at univer tilki bilki .,,,,medium,generated_high_confidence_against_eaf.csv,,There is no cultivator in/at universe.,"[{""slot"": ""noun"", ""headword"": ""tilki bilki""}]",True,True
LLM-002762,hucec̕,,,,medium,generated_santali_large.csv,,chạilạk̕,"[{""slot"": ""noun"", ""headword"": ""hucec̕""}]",True,True
LLM-002763,dạhnao,,,,medium,generated_santali_5k.csv,,caraṭ,"[{""slot"": ""noun"", ""headword"": ""dạhnao""}]",True,True
LLM-002764,we do not di plea raṛa .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,we do not displease.,"[{""slot"": ""noun"", ""headword"": ""raṛa""}]",True,True
LLM-002765,tahẽ̱kana,,,,medium,generated_santali_5k.csv,,jo̱n,"[{""slot"": ""noun"", ""headword"": ""tahẽ̱kana""}]",True,True
LLM-002766,Thi  i  a unadorned farming lea lata .,,,,medium,generated_high_confidence_against_eaf.csv,,This is a unadorned farming lease.,"[{""slot"": ""noun"", ""headword"": ""lata""}]",True,True
LLM-002767,There i  price in/at  minạ .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,There is price in/at star.,"[{""slot"": ""noun"", ""headword"": ""minạ""}]",True,True
LLM-002768,de̱ṛ,,,,medium,generated_santali_large.csv,,taghe̱n,"[{""slot"": ""noun"", ""headword"": ""de̱ṛ""}]",True,True
LLM-002769,I do to collude with ani ase̱n eed .,,,,medium,santali_synthetic_40k_sentences.csv,,I do to collude with anise seed.,"[{""slot"": ""noun"", ""headword"": ""ase̱n""}]",True,True
LLM-002770,Plea bheńjan hout .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,Please shout.,"[{""slot"": ""noun"", ""headword"": ""bheńjan""}]",True,True
LLM-002771,you do to be permanent with  eptum of no beṭhãuṛã .,,,,medium,generated_high_confidence_against_eaf.csv,,you do to be permanent with septum of nose.,"[{""slot"": ""noun"", ""headword"": ""beṭhãuṛã""}]",True,True
LLM-002772,gapegupe arao,,,,high,generated_santali_large.csv,,kasko̱m,"[{""slot"": ""noun"", ""headword"": ""gapegupe""}, {""slot"": ""noun"", ""headword"": ""arao""}]",True,True
LLM-002773,I will to devi bạḍ .,,,,medium,generated_vs_eaf_semantic_matches.csv,,I will to devise.,"[{""slot"": ""noun"", ""headword"": ""bạḍ""}]",True,True
LLM-002774,There are/i  three holy ba khed .,,,,medium,generated_vs_eaf_semantic_matches.csv,,There are/is three holy basil.,"[{""slot"": ""noun"", ""headword"": ""khed""}]",True,True
LLM-002775,gaṇḍra,,,,medium,generated_santali_summary.csv,,khoc̕,"[{""slot"": ""noun"", ""headword"": ""gaṇḍra""}]",True,True
LLM-002776,he/ he doe  dodge in/at  mall hou go̱ṛho̱n .,,,,medium,santali_synthetic_40k_sentences.csv,,he/she does dodge in/at small house.,"[{""slot"": ""noun"", ""headword"": ""go̱ṛho̱n""}]",True,True
LLM-002777,jhakao,,,,medium,generated_santali_large.csv,,bo̱l,"[{""slot"": ""noun"", ""headword"": ""jhakao""}]",True,True
LLM-002778,There i  tru t in/at  mall hou tahẽ̱ .,,,,medium,santali_synthetic_40k_sentences.csv,,There is trust in/at small house.,"[{""slot"": ""noun"", ""headword"": ""tahẽ̱""}]",True,True
LLM-002779,Thi  i  not kin sumạn .,,,,medium,santali_synthetic_40k_sentences.csv,,This is not kinsman.,"[{""slot"": ""noun"", ""headword"": ""sumạn""}]",True,True
LLM-002780,jo̱l ghuṭi baro̱n,,,,medium,generated_santali_5k.csv,,dharao,"[{""slot"": ""noun"", ""headword"": ""jo̱l ghuṭi baro̱n""}]",True,True
LLM-002781,ma  . sulạ,,,,medium,generated_santali_large.csv,,ma . do̱lbado̱l,"[{""slot"": ""noun"", ""headword"": ""sulạ""}]",True,True
LLM-002782,I have one courtyard of hou ḍhe̱re̱ .,,,,medium,generated_high_confidence_against_eaf.csv,,I have one courtyard of house.,"[{""slot"": ""noun"", ""headword"": ""ḍhe̱re̱""}]",True,True
LLM-002783,I do not to grunt with a Hindu ca hiwel hawal .,,,,medium,generated_vs_eaf_semantic_matches.csv,,I do not to grunt with a Hindu caste.,"[{""slot"": ""noun"", ""headword"": ""hiwel hawal""}]",True,True
LLM-002784,I do not ri hewa giḍi .,,,,medium,generated_high_confidence_against_eaf.csv,,I do not rise.,"[{""slot"": ""noun"", ""headword"": ""hewa giḍi""}]",True,True
LLM-002785,I will promi juḍ .,,,,medium,generated_vs_eaf_semantic_matches.csv,,I will promise.,"[{""slot"": ""noun"", ""headword"": ""juḍ""}]",True,True
LLM-002786,Thi  i  not unprepo bhades ing .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,This is not unprepossessing.,"[{""slot"": ""noun"", ""headword"": ""bhades""}]",True,True
LLM-002787,nɔa dɔ  baro̱ bakhan ado̱m dɔ ba-ŋ kan-a,,,,medium,santali_synthetic_40k_sentences.csv,,nɔa dɔ siń sado̱m dɔ ba-ŋ kan-a,"[{""slot"": ""noun"", ""headword"": ""baro̱ bakhan""}]",True,True
LLM-002788,There i dhoka om in/at percolation / carrying away by water .,,,,medium,santali_synthetic_40k_sentences.csv,,There is ransom in/at percolation / carrying away by water.,"[{""slot"": ""noun"", ""headword"": ""dhoka""}]",True,True
LLM-002789,ṭuṭạu,,,,medium,generated_santali_5k.csv,,chuṭi din,"[{""slot"": ""noun"", ""headword"": ""ṭuṭạu""}]",True,True
LLM-002790,ajbajhi,,,,medium,generated_santali_large.csv,,dhatka,"[{""slot"": ""noun"", ""headword"": ""ajbajhi""}]",True,True
LLM-002791,jạkir,,,,medium,generated_santali_5k.csv,,bạṛti,"[{""slot"": ""noun"", ""headword"": ""jạkir""}]",True,True
LLM-002792,ɔna i  . kasta kạsti,,,,medium,generated_santali_5k.csv,,ɔna i . iman,"[{""slot"": ""noun"", ""headword"": ""kasta kạsti""}]",True,True
LLM-002793,That i  not lea kayar .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,That is not lease.,"[{""slot"": ""noun"", ""headword"": ""kayar""}]",True,True
LLM-002794,bahka / bạhki aba i minaʔ,,,,medium,santali_synthetic_40k_sentences.csv,,sae sabasi minaʔ,"[{""slot"": ""noun"", ""headword"": ""bahka / bạhki""}]",True,True
LLM-002795,There are/i   ix  calak̕ .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,There are/is six star.,"[{""slot"": ""noun"", ""headword"": ""calak̕""}]",True,True
LLM-002796,kunkunạu,,,,medium,generated_santali_5k.csv,,co̱rco̱ṭaṅ,"[{""slot"": ""noun"", ""headword"": ""kunkunạu""}]",True,True
LLM-002797,There are/i  fifty mucu  di charged from no chãṭ .,,,,medium,generated_high_confidence_against_eaf.csv,,There are/is fifty mucus discharged from nose.,"[{""slot"": ""noun"", ""headword"": ""chãṭ""}]",True,True
LLM-002798,ke̱cmecao,,,,medium,generated_santali_large.csv,,ako̱ṭ,"[{""slot"": ""noun"", ""headword"": ""ke̱cmecao""}]",True,True
LLM-002799,There are/i be̱do̱kho̱l mall adze .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,There are/is ten small adze.,"[{""slot"": ""noun"", ""headword"": ""be̱do̱kho̱l""}]",True,True
LLM-002800,"he/ he doe  not victimi ṭak̕ ,  to .",,,,medium,generated_vs_eaf_semantic_matches.csv,,"he/she does not victimise, to.","[{""slot"": ""noun"", ""headword"": ""ṭak̕""}]",True,True
LLM-002801,chakacun,,,,medium,generated_santali_5k.csv,,aṛkạṭhiạ,"[{""slot"": ""noun"", ""headword"": ""chakacun""}]",True,True
LLM-002802,There i  no prawn in/at  mall hou rạkhi jogao .,,,,medium,generated_vs_eaf_semantic_matches.csv,,There is no prawn in/at small house.,"[{""slot"": ""noun"", ""headword"": ""rạkhi jogao""}]",True,True
LLM-002803,That i  hu ce̱pe̱c̕ .,,,,medium,generated_high_confidence_against_eaf.csv,,That is husband.,"[{""slot"": ""noun"", ""headword"": ""ce̱pe̱c̕""}]",True,True
LLM-002804,Plea e amu bhõṇḍa .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,Please amuse.,"[{""slot"": ""noun"", ""headword"": ""bhõṇḍa""}]",True,True
LLM-002805,he/ he doe  to  trew with blotche  on the  chaba .,,,,medium,santali_synthetic_40k_sentences.csv,,he/she does to strew with blotches on the skin.,"[{""slot"": ""noun"", ""headword"": ""chaba""}]",True,True
LLM-002806,kạhur mạhur,,,,medium,generated_santali_5k.csv,,hạṛi to̱l,"[{""slot"": ""noun"", ""headword"": ""kạhur mạhur""}]",True,True
LLM-002807,lo̱kho̱l,,,,medium,generated_santali_large.csv,,iạte,"[{""slot"": ""noun"", ""headword"": ""lo̱kho̱l""}]",True,True
LLM-002808,Plea ro̱go̱s earch .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,Please search.,"[{""slot"": ""noun"", ""headword"": ""ro̱go̱s""}]",True,True
LLM-002809,he/ he doe  not brui bilbilạu .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,he/she does not bruise.,"[{""slot"": ""noun"", ""headword"": ""bilbilạu""}]",True,True
LLM-002810,"There are/i  ten million   ound ,  noi are̱c̕ .",,,,medium,santali_synthetic_40k_sentences.csv,,"There are/is ten millions sound, noise.","[{""slot"": ""noun"", ""headword"": ""are̱c̕""}]",True,True
LLM-002811,ead il minaʔ,,,,medium,santali_synthetic_40k_sentences.csv,,bar sil minaʔ,"[{""slot"": ""noun"", ""headword"": ""ead""}]",True,True
LLM-002812,That i  he/ he'  nur dabkao .,,,,medium,generated_low_confidence_sample_against_eaf.csv,,That is he/she's nurse.,"[{""slot"": ""noun"", ""headword"": ""dabkao""}]",True,True
LLM-002813,jo̱k̕,,,,medium,generated_santali_5k.csv,,bargao,"[{""slot"": ""noun"", ""headword"": ""jo̱k̕""}]",True,True
LLM-002814,otoṛ,,,,medium,generated_santali_5k.csv,,kaṇṭa,"[{""slot"": ""noun"", ""headword"": ""otoṛ""}]",True,True
LLM-002815,"diri ,  the children are playing loud mu ic and  houting the e day .",,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,"Yes, the children are playing loud music and shouting these days.","[{""slot"": ""noun"", ""headword"": ""diri""}]",True,True
LLM-002816,pichol,,,,medium,generated_santali_5k.csv,,pạṇḍu,"[{""slot"": ""noun"", ""headword"": ""pichol""}]",True,True
LLM-002817,you will cha liḍạk̕ ealao .,,,,high,santali_synthetic_40k_sentences.csv,,you will chastise.,"[{""slot"": ""noun"", ""headword"": ""liḍạk̕""}, {""slot"": ""noun"", ""headword"": ""ealao""}]",True,True
LLM-002818,he/ he doe  drag in/at  even  bhaṅga  of Tauru .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,he/she does drag in/at seven stars of Taurus.,"[{""slot"": ""noun"", ""headword"": ""bhaṅga""}]",True,True
LLM-002819,manta,,,,medium,output_layoutA.csv,132,sim,"[{""slot"": ""noun"", ""headword"": ""manta""}]",True,True
LLM-002820,Hou ḍola  are made of fore t tree  or wood .,,,,medium,generated_high_confidence_sentence_eaf.csv,,Houses are made of forest trees or wood.,"[{""slot"": ""noun"", ""headword"": ""ḍola""}]",True,True
LLM-002821,"he/ he doe  di ikṛum teem ,  to .",,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,"he/she does disesteem, to.","[{""slot"": ""noun"", ""headword"": ""ikṛum""}]",True,True
LLM-002822,ho̱ya̠,,,,medium,generated_santali_5k.csv,,baḍae daram,"[{""slot"": ""noun"", ""headword"": ""ho̱ya̠""}]",True,True
LLM-002823,kaṭkao . nephew . bro N . boy,,,,medium,output_layoutA (1).csv,246,KIN.nephew.bro N.boy,"[{""slot"": ""noun"", ""headword"": ""kaṭkao""}]",True,True
LLM-002824,That i bakat̕ / bo̱ko̱t̕ hing .,,,,medium,generated_vs_eaf_semantic_matches.csv,,That is rushing.,"[{""slot"": ""noun"", ""headword"": ""bakat̕ / bo̱ko̱t̕""}]",True,True
LLM-002825,gherao,nan,,,medium,lexicon(1).eaf,89,moca,"[{""slot"": ""n."", ""headword"": ""gherao""}]",True,True
LLM-002826,iko̱ṭ,,,,medium,generated_santali_large.csv,,ahar,"[{""slot"": ""noun"", ""headword"": ""iko̱ṭ""}]",True,True
LLM-002827,bod,,,,medium,generated_santali_5k.csv,,bhagao,"[{""slot"": ""noun"", ""headword"": ""bod""}]",True,True
LLM-002828,kaṭh,,,,medium,generated_santali_5k.csv,,ataṅ daram,"[{""slot"": ""noun"", ""headword"": ""kaṭh""}]",True,True
LLM-002829,"Moni : garcha ,  I remember .",,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,"Moni: Yes, I remember.","[{""slot"": ""noun"", ""headword"": ""garcha""}]",True,True
LLM-002830,"you do victimi binti ,  to .",,,,medium,generated_vs_eaf_semantic_matches.csv,,"you do victimise, to.","[{""slot"": ""noun"", ""headword"": ""binti""}]",True,True
LLM-002831,ạṇḍic̕   mall age-LOC 2PL-GEN lo t cow thi . way-INSTR-3SG find-PST-FIN,nan,,,medium,initial_data_eaf_utterances.csv,69,yes small age-LOC 2PL-GEN lost cow this.way-INSTR-3SG find-PST-FIN,"[{""slot"": ""noun"", ""headword"": ""ạṇḍic̕""}]",True,True
LLM-002832,you have one excu hombo .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you have one excuse.,"[{""slot"": ""noun"", ""headword"": ""hombo""}]",True,True
LLM-002833,we do not have  exual intercour lambe̱t̕ .,,,,medium,santali_synthetic_40k_sentences.csv,,we do not have sexual intercourse.,"[{""slot"": ""noun"", ""headword"": ""lambe̱t̕""}]",True,True
LLM-002834,Thi  i ekraṛ mu .,,,,medium,santali_synthetic_40k_sentences.csv,,This is marasmus.,"[{""slot"": ""noun"", ""headword"": ""ekraṛ""}]",True,True
LLM-002835,cedak̕,,,,medium,generated_santali_5k.csv,,ạhi bạhi,"[{""slot"": ""noun"", ""headword"": ""cedak̕""}]",True,True
LLM-002836,There i  no weapon  in/at cop lahkao .,,,,medium,santali_synthetic_40k_sentences.csv,,There is no weapons in/at copse.,"[{""slot"": ""noun"", ""headword"": ""lahkao""}]",True,True
LLM-002837,gabla,,,,medium,generated_santali_large.csv,,lạr,"[{""slot"": ""noun"", ""headword"": ""gabla""}]",True,True
LLM-002838,I do excu cuạ .,,,,medium,santali_synthetic_40k_sentences.csv,,I do excuse.,"[{""slot"": ""noun"", ""headword"": ""cuạ""}]",True,True
LLM-002839,tobo o̱ltho̱nok̕,,,,medium,generated_santali_large.csv,,calao so̱ltho̱nok̕,"[{""slot"": ""noun"", ""headword"": ""tobo""}]",True,True
LLM-002840,cagaṛ,,,,medium,generated_santali_large.csv,,bẽṛbak̕,"[{""slot"": ""noun"", ""headword"": ""cagaṛ""}]",True,True
LLM-002841,Thi  i naṅgo̱s uitical .,,,,medium,santali_synthetic_40k_sentences.csv,,This is jesuitical.,"[{""slot"": ""noun"", ""headword"": ""naṅgo̱s""}]",True,True
LLM-002842,you do launch with  chiṇḍạu m .,,,,medium,generated_vs_eaf_semantic_matches.csv,,you do launch with schism.,"[{""slot"": ""noun"", ""headword"": ""chiṇḍạu""}]",True,True
LLM-002843,That i  he/ he'  radiance before  unri bahre .,,,,medium,generated_high_confidence_against_eaf.csv,,That is he/she's radiance before sunrise.,"[{""slot"": ""noun"", ""headword"": ""bahre""}]",True,True
LLM-002844,you will not pulveri siṛup̕ .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you will not pulverise.,"[{""slot"": ""noun"", ""headword"": ""siṛup̕""}]",True,True
LLM-002845,That i  not mucu  di charged from no apṭha ạpṭhi .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,That is not mucus discharged from nose.,"[{""slot"": ""noun"", ""headword"": ""apṭha ạpṭhi""}]",True,True
LLM-002846,iɲ-aʔ i kul d̪ɔ nɔnɖɛ kʰɔn pɛ ma . kaṭok̕ ɘŋgi-iɲ-a,,,,medium,output_layoutA (1).csv,39,iɲ-aʔ iskul d̪ɔ nɔnɖɛ kʰɔn pɛ ma.jel sɘŋgi-iɲ-a,"[{""slot"": ""noun"", ""headword"": ""kaṭok̕""}]",True,True
LLM-002847,calcul,,,,medium,generated_santali_large.csv,,goha e̱m,"[{""slot"": ""noun"", ""headword"": ""calcul""}]",True,True
LLM-002848,nasao,,,,medium,generated_santali_5k.csv,,itic̕,"[{""slot"": ""noun"", ""headword"": ""nasao""}]",True,True
LLM-002849,Thi  i  you'  cur bakhnao .,,,,medium,generated_vs_eaf_semantic_matches.csv,,This is you's curse.,"[{""slot"": ""noun"", ""headword"": ""bakhnao""}]",True,True
LLM-002850,he/ he doe  to fu e in/at courtyard of hou rokao .,,,,medium,generated_vs_eaf_semantic_matches.csv,,he/she does to fuse in/at courtyard of house.,"[{""slot"": ""noun"", ""headword"": ""rokao""}]",True,True
LLM-002851,There i  thre hing floor in/at  even  ridkhid  of Tauru .,,,,medium,generated_high_confidence_against_eaf.csv,,There is threshing floor in/at seven stars of Taurus.,"[{""slot"": ""noun"", ""headword"": ""ridkhid""}]",True,True
LLM-002852,Thi  i  not parti karac̕ kuruc̕ .,,,,medium,santali_synthetic_40k_sentences.csv,,This is not partisan.,"[{""slot"": ""noun"", ""headword"": ""karac̕ kuruc̕""}]",True,True
LLM-002853,ko̱ aṛae oṛoe  minaʔ,,,,medium,santali_synthetic_40k_sentences.csv,,ko̱s jo̱s minaʔ,"[{""slot"": ""noun"", ""headword"": ""aṛae oṛoe""}]",True,True
LLM-002854,"That i  running (water) ,  noo con .",,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,"That is running (water), noose.","[{""slot"": ""noun"", ""headword"": ""con""}]",True,True
LLM-002855,Plea hạrit purt .,,,,medium,generated_vs_eaf_semantic_matches.csv,,Please spurt.,"[{""slot"": ""noun"", ""headword"": ""hạrit""}]",True,True
LLM-002856,rem,,,,medium,generated_santali_5k.csv,,ho̱n,"[{""slot"": ""noun"", ""headword"": ""rem""}]",True,True
LLM-002857,I do not  u bhek̕ / bhok̕ .,,,,medium,santali_synthetic_40k_sentences.csv,,I do not suspend.,"[{""slot"": ""noun"", ""headword"": ""bhek̕ / bhok̕""}]",True,True
LLM-002858,That i  a re pectable radiance before  unri ro̱k̕ .,,,,medium,generated_high_confidence_against_eaf.csv,,That is a respectable radiance before sunrise.,"[{""slot"": ""noun"", ""headword"": ""ro̱k̕""}]",True,True
LLM-002859,There i  no breath in/at cop bạṛti .,,,,medium,santali_synthetic_40k_sentences.csv,,There is no breath in/at copse.,"[{""slot"": ""noun"", ""headword"": ""bạṛti""}]",True,True
LLM-002860,ṭona,,,,medium,generated_santali_5k.csv,,o̱g̠o̱ro̱j,"[{""slot"": ""noun"", ""headword"": ""ṭona""}]",True,True
LLM-002861,ạṅgikar,,,,medium,generated_santali_5k.csv,,bibo̱ro̱n,"[{""slot"": ""noun"", ""headword"": ""ạṅgikar""}]",True,True
LLM-002862,ma  . pheṭ,,,,medium,generated_santali_large.csv,,ma . bhekuạ,"[{""slot"": ""noun"", ""headword"": ""pheṭ""}]",True,True
LLM-002863,hạrhur,,,,medium,generated_santali_5k.csv,,hapta,"[{""slot"": ""noun"", ""headword"": ""hạrhur""}]",True,True
LLM-002864,you do out-ca carhao tealthily .,,,,medium,generated_vs_eaf_sentence_semantic_matches.csv,,you do out-caste stealthily.,"[{""slot"": ""noun"", ""headword"": ""carhao""}]",True,True
LLM-002865,"Plea bhańj ubtract ,  to .",,,,medium,santali_synthetic_40k_sentences.csv,,"Please subtract, to.","[{""slot"": ""noun"", ""headword"": ""bhańj""}]",True,True
LLM-002866,mạhrạu,nan,,,medium,lexicon(1).eaf,122,panahi,"[{""slot"": ""n."", ""headword"": ""mạhrạu""}]",True,True
LLM-002867,There i  no  croll in/at  mall hou ate̱n .,,,,medium,santali_synthetic_40k_sentences.csv,,There is no scroll in/at small house.,"[{""slot"": ""noun"", ""headword"": ""ate̱n""}]",True,True
LLM-002868,kukṛu,,,,medium,generated_santali_5k.csv,,kukṛu,"[{""slot"": ""noun"", ""headword"": ""kukṛu""}]",True,True
LLM-002869,bar,,,,medium,generated_santali_large.csv,,aṭã ạ̃ṭi,"[{""slot"": ""noun"", ""headword"": ""bar""}]",True,True
LLM-002870,he/ he i  coar agar ḍigạr .,,,,medium,santali_synthetic_40k_sentences.csv,,he/she is coarse.,"[{""slot"": ""noun"", ""headword"": ""agar ḍigạr""}]",True,True
LLM-002871,dapram,,,,medium,generated_santali_large.csv,,khudri,"[{""slot"": ""noun"", ""headword"": ""dapram""}]",True,True
LLM-002872,we did to economi ạktạ ạkti .,,,,medium,santali_synthetic_40k_sentences.csv,,we did to economise.,"[{""slot"": ""noun"", ""headword"": ""ạktạ ạkti""}]",True,True
LLM-002873,ṭilṭilạu,,,,medium,generated_santali_5k.csv,,ciạ̃p̕,"[{""slot"": ""noun"", ""headword"": ""ṭilṭilạu""}]",True,True
LLM-002874,he̱ gaṛgaṛao,,,,medium,generated_santali_5k.csv,,he̱se̱,"[{""slot"": ""noun"", ""headword"": ""gaṛgaṛao""}]",True,True
