sentence_id,santali_sentence,english_gloss,bangla_gloss,sentence_type,confidence,source_eaf_file,source_eaf_utterance_id,source_eaf_pattern,source_report_section,dictionary_slots_json,morphology_notes,rejection_risk,synthetic,needs_native_review
LLM-001197,Ar Ji ạprug en par-omok'-kan-re Mathae-ko metae mitt-e hor ma ul uk'thau orak' then durup'-a-kan-e helke-de-a,nan,,,medium,matthew_santali_glossed.eaf,34,Ar Jisu onde khon-e sen par-omok'-kan-re Mathae-ko metae mitt-e hor masul uk'thau orak' then durup'-a-kan-e helke-de-a,,"[{""slot"": ""pron."", ""headword"": ""ạprug"", ""pos"": ""pron."", ""english"": ""Yourself"", ""bangla"": ""আপনি নিজে"", ""semantic_domain"": ""Pronoun""}]",,,True,True
LLM-001198,dho̱ro̱m,nan,,,medium,santali_glossed_new_2.eaf,111,d̪in-kalɔm noa d̪aɾe-ɾɛ baha baŋ ho-i̯-le-na,,"[{""slot"": ""v."", ""headword"": ""dho̱ro̱m"", ""pos"": ""v."", ""english"": ""Sanctify"", ""bangla"": ""পবিত্র করা"", ""semantic_domain"": ""Ritual""}]",,,True,True
LLM-001199,nisạ uluk ho . jo-ʔ-ma,nan,,,medium,santali_glossed_new_2.eaf,19,sanam-ko-aʔ suluk ho.jo-ʔ-ma,,"[{""slot"": ""n."", ""headword"": ""nisạ"", ""pos"": ""n."", ""english"": ""narcotic"", ""bangla"": ""নেশাজাতীয় দ্রব্য"", ""semantic_domain"": ""Health""}]",,,True,True
LLM-001200,biạn nije,nan,,,high,santali_glossed_new_3(1).eaf,58,baba-i̯-ɲ d̪isɘl-e-kʰan nit̪-hɔ̃ iɲ ɾaʔ ɾaʔ-iɲ ɘi̯-kɘɔ̯-a,,"[{""slot"": ""n."", ""headword"": ""biạn"", ""pos"": ""n."", ""english"": ""Birth"", ""bangla"": ""জন্ম"", ""semantic_domain"": ""Life""}, {""slot"": ""pron."", ""headword"": ""nije"", ""pos"": ""pron."", ""english"": ""themselves"", ""bangla"": ""নিজেরা"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001201,bhan u d̪o d̪ok'-ic' Bɑbɑn-cɑo-ic' kɑnɑ-e,nan,,,medium,santali_matthew_glossed(1).eaf,1,Jisu d̪o d̪ok'-ic' Bɑbɑn-cɑo-ic' kɑnɑ-e,,"[{""slot"": ""v."", ""headword"": ""bhan"", ""pos"": ""v."", ""english"": ""Hum"", ""bangla"": ""গুনগুন করা"", ""semantic_domain"": ""Sound""}]",,,True,True
LLM-001202,Na lagae lekate siṭạr paṭar,nan,,,high,matthew_santali_glossed.eaf,2,Nasaret bagi-kate dore-ão are reak' Kapharnahum-re sen-kate-ye bere-len-a,,"[{""slot"": ""prep."", ""headword"": ""lagae lekate"", ""pos"": ""prep."", ""english"": ""along with"", ""bangla"": ""সাথে"", ""semantic_domain"": ""Relation""}, {""slot"": ""adj."", ""headword"": ""siṭạr paṭar"", ""pos"": ""adj."", ""english"": ""having spaces between"", ""bangla"": ""ফাঁকযুক্ত"", ""semantic_domain"": ""Quality""}]",,,True,True
LLM-001203,Enhilok' Ji u do orak' khon odok  onko,nan,,,medium,matthew_santali_glossed.eaf,42,Enhilok' Jisu do orak' khon odok sen-kate dore-ão ar-er-e-ye durup'-en-a,,"[{""slot"": ""pron."", ""headword"": ""onko"", ""pos"": ""pron."", ""english"": ""they"", ""bangla"": ""তারা"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001204,ɔna i . net,nan,,,medium,santali_bangla_glossed.eaf,9,ɔna i.yɘ-t̪ɛ hɘʈiɘ-kʰɔn hako kiɾiɲ d̪ɔ baŋ laga-o-a-ko-a,,"[{""slot"": ""n."", ""headword"": ""net"", ""pos"": ""n."", ""english"": ""loyalty"", ""bangla"": ""আনুগত্য"", ""semantic_domain"": ""Quality""}]",,,True,True
LLM-001205,dhodya ɛɾma iɲ-aʔ-hɔ̃ noŋka-ge ho͡i̯-len-a,nan,,,medium,santali_glossed_dialogues.eaf,40,cala-o-ɛn sɛɾma iɲ-aʔ-hɔ̃ noŋka-ge ho͡i̯-len-a,,"[{""slot"": ""n."", ""headword"": ""dhodya"", ""pos"": ""n."", ""english"": ""Scolding"", ""bangla"": ""বকুনি"", ""semantic_domain"": ""Speech""}]",,,True,True
LLM-001206,aɖɛ-pa e ɾejaʔ i jo̱k . j-oʔ-t̪a-bo-n-a,nan,,,medium,santali_glossed_new_3(1).eaf,99,aɖɛ-pase ɾejaʔ iskul-ko-ɾɛ abu calaʔ ho.j-oʔ-t̪a-bo-n-a,,"[{""slot"": ""n."", ""headword"": ""jo̱k"", ""pos"": ""n."", ""english"": ""direction"", ""bangla"": ""দিক"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-001207,ɲind̪ɘ baŋ ɟɘpit̪̚ʔ-kat̪ɛ-iɲ paɽhaʔ-t̪ɛ biɖɘ͡o̯-ɾɛ iɲ boge kuɽɘ͡ . jiwi,nan,,,medium,bangla_sentences_glossed.eaf,33,ɲind̪ɘ baŋ ɟɘpit̪̚ʔ-kat̪ɛ-iɲ paɽhaʔ-t̪ɛ biɖɘ͡o̯-ɾɛ iɲ boge kuɽɘ͡.ji-iɲ ɲam-ked̪a,,"[{""slot"": ""v."", ""headword"": ""jiwi"", ""pos"": ""v."", ""english"": ""to console"", ""bangla"": ""সান্ত্বনা দেওয়া"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001208,na ińic̕ . jaʔ,nan,,,medium,santali_glossed_3.eaf,68,nase.jaʔ,,"[{""slot"": ""pron."", ""headword"": ""ińic̕"", ""pos"": ""pron."", ""english"": ""my"", ""bangla"": ""আমার"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001209,babo̱tre eter-ɑenɑ,nan,,,medium,santali_mark1_glossed.eaf,32,ɑr kɑpʰɑrnɑhum-te-kɔ seter-ɑenɑ,,"[{""slot"": ""prep."", ""headword"": ""babo̱tre"", ""pos"": ""prep."", ""english"": ""Respecting"", ""bangla"": ""সম্পর্কে"", ""semantic_domain"": ""Relation""}]",,,True,True
LLM-001210,iɲ-aʔ i kul d̪ɔ nɔnɖɛ kʰɔn pɛ ma . has ɘŋgi-iɲ-a,nan,,,medium,bangla_sentences_glossed.eaf,39,iɲ-aʔ iskul d̪ɔ nɔnɖɛ kʰɔn pɛ ma.jel sɘŋgi-iɲ-a,,"[{""slot"": ""n."", ""headword"": ""has"", ""pos"": ""n."", ""english"": ""soil"", ""bangla"": ""মাটি"", ""semantic_domain"": ""Nature""}]",,,True,True
LLM-001211,ni̯ɘ-d̪ʰa͡ɔ d̪ɔ ɟɔm-aʔ  ã͡o-t̪ɛ bi  mɛ aotan,nan,,,medium,santali_glossed_dialogues.eaf,30,ni̯ɘ-d̪ʰa͡ɔ d̪ɔ ɟɔm-aʔ sã͡o-t̪ɛ bis mɛsal kat̪ɛʔ baɽge-ɾɛ hanɖɛ nanɖɛ d̪ɔhɔ-ka-m,,"[{""slot"": ""n."", ""headword"": ""aotan"", ""pos"": ""n."", ""english"": ""Lair"", ""bangla"": ""গোপন আস্তানা"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-001212,ehe aɖe-kana,nan,,,medium,santali_new_glossed.eaf,79,bah-ɾɛ-ɾɛ ɘɖi ãʈ saɖe-kana,,"[{""slot"": ""interj."", ""headword"": ""ehe"", ""pos"": ""interj."", ""english"": ""Hist!"", ""bangla"": ""চুপ!"", ""semantic_domain"": ""Expression""}]",,,True,True
LLM-001213,toṛ,nan,,,medium,lexicon(1).eaf,180,baha,,"[{""slot"": ""n."", ""headword"": ""toṛ"", ""pos"": ""n."", ""english"": ""striped squirrel"", ""bangla"": ""কাঠবিড়ালি"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-001214,jage,nan,,,medium,santali_glossed_new_3.eaf,28,mit̪ʔ-d̪in mit̪ʔ-ʈɛn kɘhũ ɘɖi ãʈ t̪et̪aŋ-ked-e-a,,"[{""slot"": ""pron."", ""headword"": ""jage"", ""pos"": ""pron."", ""english"": ""whatever"", ""bangla"": ""যা কিছু"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001215,asami,nan,,,medium,lexicon.eaf,89,moca,,"[{""slot"": ""n."", ""headword"": ""asami"", ""pos"": ""n."", ""english"": ""Tenant"", ""bangla"": ""প্রজা / ভাড়াটে"", ""semantic_domain"": ""Land""}]",,,True,True
LLM-001216,andhãr gãṇḍ,nan,,,medium,santali_glossed_new_3(1).eaf,49,baba-ʈʰɛn-kʰɔn iɲ-d̪ɔ ɔlɔʔ aɾ paɽhaɔ̯-iɲ cit̪ʔ-akad-a,,"[{""slot"": ""n."", ""headword"": ""andhãr gãṇḍ"", ""pos"": ""n."", ""english"": ""Perineal abscess"", ""bangla"": ""পেরিনিয়াল ফোঁড়া"", ""semantic_domain"": ""Disease""}]",,,True,True
LLM-001217,cuṭiạ,nan,,,medium,santali_glossed_new_3.eaf,49,baba-ʈʰɛn-kʰɔn iɲ-d̪ɔ ɔlɔʔ aɾ paɽhaɔ̯-iɲ cit̪ʔ-akad-a,,"[{""slot"": ""n."", ""headword"": ""cuṭiạ"", ""pos"": ""n."", ""english"": ""Mouse"", ""bangla"": ""ইঁদুর"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-001218,dulạṛ,nan,,,medium,santali_glossed_new_3(1).eaf,65,alɛ ɟɔt̪ɔ-hɔɽ mɔ̃ɟ-ge mena-ʔ-le-a,,"[{""slot"": ""v."", ""headword"": ""dulạṛ"", ""pos"": ""v."", ""english"": ""Fondle"", ""bangla"": ""আদর করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001219,bag,nan,,,medium,lexicon.eaf,185,san,,"[{""slot"": ""n."", ""headword"": ""bag"", ""pos"": ""n."", ""english"": ""Bridle (for horse)"", ""bangla"": ""লাগাম"", ""semantic_domain"": ""Object / Animal""}]",,,True,True
LLM-001220,bạisạu loksan,nan,,,high,matthew_santali_glossed_ipa.eaf,30,ɑd̪ɔ d͡ʒhɑr d͡ʒhɑr-e d̪ɑkʔ-ke-d̪ɑ ɑr bɑnbɑsi ɑrd̪-ɔye-nɑ ɑr-e hɔe-ke-d̪ɑ ɑr ɔnɑ ɔrɑkʔ-t̪e bɑd͡ʒɑɔ-en-ɑ meŋkʰɑn bɑn rupʔ-len-ɑ,,"[{""slot"": ""v."", ""headword"": ""bạisạu"", ""pos"": ""v."", ""english"": ""Found, to establish"", ""bangla"": ""প্রতিষ্ঠা করা"", ""semantic_domain"": ""Action""}, {""slot"": ""v."", ""headword"": ""loksan"", ""pos"": ""v."", ""english"": ""to scathe"", ""bangla"": ""ক্ষতি করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001221,mạil,nan,,,medium,santali_glossed_new_3(1).eaf,72,am-ɾɛn gɔgɔ-baba lɘj-a-kin-mɛ am-buɖi-gɔ-i̯ ɾuɘ-ʔ-kan-a,,"[{""slot"": ""n."", ""headword"": ""mạil"", ""pos"": ""n."", ""english"": ""mile"", ""bangla"": ""মাইল"", ""semantic_domain"": ""Measurement""}]",,,True,True
LLM-001222,guric̕,nan,,,medium,lexicon(1).eaf,230,gid̪ɾɘ-ko,,"[{""slot"": ""n."", ""headword"": ""guric̕"", ""pos"": ""n."", ""english"": ""cow-dung"", ""bangla"": ""গোবর"", ""semantic_domain"": ""Material""}]",,,True,True
LLM-001223,gaṇḍ gạruṛ eɾeɲ-a,nan,,,medium,santali_glossed_new.eaf,41,nɔŋkan cɛ̃ɽɛ̃ ɘɖi mɔ̃ɟ cɛɾɔ-bɛɾɔ-ko seɾeɲ-a,,"[{""slot"": ""n."", ""headword"": ""gaṇḍ gạruṛ"", ""pos"": ""n."", ""english"": ""Rhinoceros"", ""bangla"": ""গন্ডার"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-001224,galmarao u ɡotɑ Gɑlil d̪i om d̪ɑrɑ d̪ɑrɑ-te-e cetɑko-kɑn,nan,,,medium,santali_matthew_glossed.eaf,15,Jisu ɡotɑ Gɑlil d̪isom d̪ɑrɑ d̪ɑrɑ-te-e cetɑko-kɑn,,"[{""slot"": ""v."", ""headword"": ""galmarao"", ""pos"": ""v."", ""english"": ""Converse"", ""bangla"": ""কথোপকথন করা"", ""semantic_domain"": ""Speech""}]",,,True,True
LLM-001225,jãhãe ikɘɾi . j-ɘ d̪ɔ a . j-aʔ aʔ-ɛː  oɟh-eked̪-a,nan,,,medium,santali_glossed_new.eaf,68,d̪aɾe cɔʈ̚-ɾɛ pɔt̪am-ɛ ɲɛl-ked̪-e-kʰan sikɘɾi.j-ɘ d̪ɔ a.j-aʔ aʔ-ɛː soɟh-eked̪-a,,"[{""slot"": ""pron."", ""headword"": ""jãhãe"", ""pos"": ""pron."", ""english"": ""anyone"", ""bangla"": ""যে কেউ"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001226,noa baɽge-ɾɛ bʰage ca bo̱ṭe̱c̕  baŋ ho . jo-ʔ-a,nan,,,medium,santali_glossed_new_2.eaf,91,noa baɽge-ɾɛ bʰage casbas baŋ ho.jo-ʔ-a,,"[{""slot"": ""conj."", ""headword"": ""bo̱ṭe̱c̕"", ""pos"": ""conj."", ""english"": ""Lest"", ""bangla"": ""পাছে"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001227,ini ghugra onot̪ ɟiu ɲut̪um-t̪e bapt̪i lilạ,nan,,,high,santali_matthew27_mark1_glossed (1).eaf,19,senkat̪-e sanam ɟat̪-ko t͡ʃela-ko-pe aɾ baba aɾ hopon aɾ sonot̪ ɟiu ɲut̪um-t̪e bapt̪is-ko-pe,,"[{""slot"": ""pron."", ""headword"": ""ini"", ""pos"": ""pron."", ""english"": ""he"", ""bangla"": ""সে (পুরুষ)"", ""semantic_domain"": ""Grammar""}, {""slot"": ""n."", ""headword"": ""ghugra"", ""pos"": ""n."", ""english"": ""morris bells"", ""bangla"": ""মোরিস ঘুঙ্গুর"", ""semantic_domain"": ""Music""}, {""slot"": ""n."", ""headword"": ""lilạ"", ""pos"": ""n."", ""english"": ""sight"", ""bangla"": ""দৃষ্টি"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-001228,hɔla ba-i̯  bhaṛo,nan,,,medium,santali_glossed_new_2.eaf,86,hɔla ba-i̯ set̪oŋ-le-d̪a,,"[{""slot"": ""v."", ""headword"": ""bhaṛo"", ""pos"": ""v."", ""english"": ""Wonder"", ""bangla"": ""বিস্ময় প্রকাশ করা"", ""semantic_domain"": ""Emotion""}]",,,True,True
LLM-001229,mit̪ʔ-d̪ʰaɔ̯ ɲɛlɛɾa a ɲu kat̪ɛ-t̪ʔ ɘɖi  enko,nan,,,medium,santali_glossed_new_3.eaf,4,mit̪ʔ-d̪ʰaɔ̯ ɲɛlɛɾasa ɲu kat̪ɛ-t̪ʔ ɘɖi sibil ked-e-a aɾ uni d̪ɔ ɲu-ɲut̪-i-ge-i̯ t̪ahɛ-i̯-en-a,,"[{""slot"": ""pron."", ""headword"": ""enko"", ""pos"": ""pron."", ""english"": ""These (animate)"", ""bangla"": ""এরা"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001230,ghin,nan,,,medium,matthew_santali_glossed.eaf,10,Mahr-ko-ge-ko bhagan-a ente onko do pirthimi-ko aidari-jon-a,,"[{""slot"": ""n."", ""headword"": ""ghin"", ""pos"": ""n."", ""english"": ""disgust"", ""bangla"": ""ঘৃণা"", ""semantic_domain"": ""Emotion""}]",,,True,True
LLM-001231,ɛt̪aʔ-ɾɛ beɾet̪-kat̪ɛ t̪i ɟaŋga ɘɾup- apʰa kat̪ɛ ɟɔm ɲu baɽa kat̪ɛ i kal,nan,,,medium,santali_glossed_new_2.eaf,3,sɛt̪aʔ-ɾɛ beɾet̪-kat̪ɛ t̪i ɟaŋga ɘɾup-sapʰa kat̪ɛ ɟɔm ɲu baɽa kat̪ɛ iskuli-ɲ calaʔ-kan t̪ahɛ̃-kan-a,,"[{""slot"": ""n."", ""headword"": ""kal"", ""pos"": ""n."", ""english"": ""machine"", ""bangla"": ""যন্ত্র"", ""semantic_domain"": ""Tool""}]",,,True,True
LLM-001232,iạte a calao-en-a,nan,,,medium,matthew_santali_glossed.eaf,1,añjom-ket' khan Galil-te-ye sa calao-en-a,,"[{""slot"": ""prep."", ""headword"": ""iạte"", ""pos"": ""prep."", ""english"": ""for the sake of"", ""bangla"": ""জন্য / উদ্দেশ্যে"", ""semantic_domain"": ""Relation""}]",,,True,True
LLM-001233,chand,nan,,,medium,santali_dialogues_glossed.eaf,43,mɔ̃ɟ-t̪ɛ ɛʈ-aʔ-ko-aʔ kat̪ʰa-pɛ aɲɟɔm-a,,"[{""slot"": ""n."", ""headword"": ""chand"", ""pos"": ""n."", ""english"": ""Pattern"", ""bangla"": ""নকশা"", ""semantic_domain"": ""Art""}]",,,True,True
LLM-001234,ada,nan,,,medium,santali_glossed_new_3(1).eaf,64,am-ɾɛn gɔgɔ-baba cɛt̪ʔ-lɛka mena-ʔ-kin-ɘ,,"[{""slot"": ""n."", ""headword"": ""ada"", ""pos"": ""n."", ""english"": ""Ginger"", ""bangla"": ""আদা"", ""semantic_domain"": ""Food/Spice""}]",,,True,True
LLM-001235,uni d̪o  e,nan,,,medium,santali_matthew_glossed(1).eaf,2,uni d̪o sermɑ rɑj reɑk' kɑŋ-e-ɑ,,"[{""slot"": ""pron."", ""headword"": ""e"", ""pos"": ""pron."", ""english"": ""Her"", ""bangla"": ""তার (স্ত্রীলিঙ্গ)"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001236,iɲ-aʔ mɔnɛ ho . sikạri ãɔ̯-t̪ɛ galmaɾaɔ̯ ɟɘɾuɽ-a,nan,,,medium,santali_glossed_new_3.eaf,94,iɲ-aʔ mɔnɛ ho.j-oʔ-kan-a ɛt̪ɔhɔb-ʔ-ɾɛ gat̪e-ko sãɔ̯-t̪ɛ galmaɾaɔ̯ ɟɘɾuɽ-a,,"[{""slot"": ""n."", ""headword"": ""sikạri"", ""pos"": ""n."", ""english"": ""game trapper"", ""bangla"": ""শিকারি"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-001237,d̪ɛla abo mit̪ʔ-ʈɛn pɔɾɔb-bon  khạrid,nan,,,medium,santali_glossed_new_3.eaf,79,d̪ɛla abo mit̪ʔ-ʈɛn pɔɾɔb-bon sapɽaɔ̯-kat̪ʔ-le-ge,,"[{""slot"": ""v."", ""headword"": ""khạrid"", ""pos"": ""v."", ""english"": ""to buy"", ""bangla"": ""কেনা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001238,ko̱m ewawa-de-a ar-e meta-de-a E Probhu  anal-em khan-em  uduk̕ kạtup̕,nan,,,high,matthew_santali_glossed.eaf,32,Nelpe mitt-en murhuc jom hor hec'-kate-ye sewawa-de-a ar-e meta-de-a E Probhu sanal-em khan-em sapha dare-an-a,,"[{""slot"": ""adj."", ""headword"": ""ko̱m"", ""pos"": ""adj."", ""english"": ""less"", ""bangla"": ""কম"", ""semantic_domain"": ""Quantity""}, {""slot"": ""n."", ""headword"": ""uduk̕ kạtup̕"", ""pos"": ""n."", ""english"": ""the forefinger"", ""bangla"": ""তর্জনী"", ""semantic_domain"": ""Body""}]",,,True,True
LLM-001239,no͡a  birtant . ja-kana,nan,,,medium,santali_imperatives_glossed.eaf,32,no͡a sɔŋbat̪ʔ ɔko͡i-ko-ʈʰɛn baŋ kol ho.ja-kana,,"[{""slot"": ""n."", ""headword"": ""birtant"", ""pos"": ""n."", ""english"": ""Intelligence, news"", ""bangla"": ""খবর"", ""semantic_domain"": ""Communication""}]",,,True,True
LLM-001240,kombṛo,nan,,,medium,santali_dialogues_glossed.eaf,22,t̪ikin ɾe-jaʔ gɘɖi ɲam-lɛn-kʰan bʰage ho͡i̯-ko-a,,"[{""slot"": ""n."", ""headword"": ""kombṛo"", ""pos"": ""n."", ""english"": ""thief"", ""bangla"": ""চোর"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-001241,t̪ɘɾup-ʔ aɾ  likhạ ɔʔ-kan t̪ahɛ-n-a,nan,,,medium,santali_glossed_new_3.eaf,15,t̪ɘɾup-ʔ aɾ suk̚ɾi-kin gɔc-ʔ-len-kʰan gid̪i-ko-d̪ɔ uŋkin-aʔ ɟil jɔm-ko hud̪isɔʔ-kan t̪ahɛ-n-a,,"[{""slot"": ""n."", ""headword"": ""likhạ"", ""pos"": ""n."", ""english"": ""heavy writing"", ""bangla"": ""ভারী লেখা"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-001242,tako ɑnɑ-kɑn-ɡe-ɑ mɑ  ɑpʰɑ-kɔkʔ-me,nan,,,medium,matthew_santali_glossed_ipa.eaf,33,ɑd̪ɔ t̪i t̪iɑrkɑt̪-e-ye d͡ʒɔt̪etʔ-ke-d̪e-ɑ ɑr-e met̪ɑ-d̪e-ɑ sɑnɑ-kɑn-ɡe-ɑ mɑ sɑpʰɑ-kɔkʔ-me,,"[{""slot"": ""pron."", ""headword"": ""tako"", ""pos"": ""pron."", ""english"": ""their (in compounds)"", ""bangla"": ""তাদের"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001243,gɔgɔ pɘɾ juṛtạ i baŋ baɲca-o-ă-ʔ-a,nan,,,medium,santali_glossed_new_2.eaf,77,gɔgɔ pɘɾsi-t̪ɛ kat̪ʰa baŋ ɾɔɽ-le-kʰan paɾsi baŋ baɲca-o-ă-ʔ-a,,"[{""slot"": ""v."", ""headword"": ""juṛtạ"", ""pos"": ""v."", ""english"": ""to obtain"", ""bangla"": ""পাওয়া / লাভ করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001244,khaṭa baṛha,nan,,,medium,matthew_santali_glossed.eaf,9,Hirdauk-kan-ko-ge-ko bhagan-a ente onko-ak-t jiwi do rare-jok'-ta-ko-a,,"[{""slot"": ""n."", ""headword"": ""khaṭa baṛha"", ""pos"": ""n."", ""english"": ""success"", ""bangla"": ""সাফল্য"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-001245,iɲ d̪o d̪ak'-t̪en bapt̪i -ked-ea uni d̪o  iń -pe-a,nan,,,medium,santali_matthew27_mark1_glossed (1).eaf,24,iɲ d̪o d̪ak'-t̪en bapt̪is-ked-ea uni d̪o sonot̪ ɟiu-t̪-e-je bapt̪is-pe-a,,"[{""slot"": ""pron."", ""headword"": ""iń"", ""pos"": ""pron."", ""english"": ""me"", ""bangla"": ""আমাকে / আমি (কর্তৃপদে)"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-001246,ɟi dhik ak'-e kami-ak-ad̪a,nan,,,medium,santali_matthew_glossed (1).eaf,26,ɟisu d̪o ona bad̪ae-ket̪'-e metat̪'-koa maeɟiu t͡ʃed̪ak'-pe d̪uk ok'-o-ye-kana ente iɲ laɡit̪' besak'-e kami-ak-ad̪a,,"[{""slot"": ""v."", ""headword"": ""dhik"", ""pos"": ""v."", ""english"": ""Weary"", ""bangla"": ""ক্লান্ত হওয়া"", ""semantic_domain"": ""State""}]",,,True,True
LLM-001247,kạukạu,nan,,,medium,lexicon(1).eaf,231,kɘʈiʲc̚ʔ gid̪ɾɘ-ko,,"[{""slot"": ""n."", ""headword"": ""kạukạu"", ""pos"": ""n."", ""english"": ""uproar"", ""bangla"": ""হইচই"", ""semantic_domain"": ""Sound""}]",,,True,True
LLM-001248,iɲ uni . j-aʔ kat̪ʰa-ɾɛ ɛkal-t̪ɛ bɘɲ ku kạhur mạhur,nan,,,medium,santali_glossed_new_2.eaf,97,iɲ uni.j-aʔ kat̪ʰa-ɾɛ ɛkal-t̪ɛ bɘɲ kusi-le-na,,"[{""slot"": ""v."", ""headword"": ""kạhur mạhur"", ""pos"": ""v."", ""english"": ""to take umbrage"", ""bangla"": ""অপমানিত বোধ করা"", ""semantic_domain"": ""Emotion""}]",,,True,True
LLM-001249,d̪aka mɛna-a pɛ lɛ-kan hako ut̪u mɛna-a aɾ  ṭheṅga,nan,,,medium,santali_bangla_glossed.eaf,11,d̪aka mɛna-a pɛ lɛ-kan hako ut̪u mɛna-a aɾ sim-ɟil ut̪u mɛna-a,,"[{""slot"": ""n."", ""headword"": ""ṭheṅga"", ""pos"": ""n."", ""english"": ""cudgel"", ""bangla"": ""লাঠি"", ""semantic_domain"": ""Weapon""}]",,,True,True
LLM-001250,Sabulon di om ar Naphthali di hulmạl,nan,,,medium,matthew_santali_glossed.eaf,4,Sabulon disom ar Naphthali disom Dore-ão par-om Bongan hor jat-ko-ak' Galil,,"[{""slot"": ""n."", ""headword"": ""hulmạl"", ""pos"": ""n."", ""english"": ""riot"", ""bangla"": ""দাঙ্গা / হাঙ্গামা"", ""semantic_domain"": ""Society""}]",,,True,True
LLM-001251,Moke durup'-a-kan tahë-kan hor do Maran mar biń,nan,,,medium,matthew_santali_glossed.eaf,5,Moke durup'-a-kan tahë-kan hor do Maran marsal-ko nëke-da,,"[{""slot"": ""n."", ""headword"": ""biń"", ""pos"": ""n."", ""english"": ""Snake"", ""bangla"": ""সাপ"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-001252,ɑd̪ɔ d͡ʒɔhɑn kɑid͡ʒɔr-ɑ-ket̪-e mɑ aṭkar,nan,,,medium,matthew_santali_glossed_ipa.eaf,38,ɑd̪ɔ d͡ʒɔhɑn kɑid͡ʒɔr-ɑ-ket̪-e mɑsi-ɑkʔ kɑmi-kɔ re-ɑn ɑɲɲɔm-ket̪ kʰɑn ɑtʃ-ren tʃelɑ-kɔ kɔlket̪ʔ-kɔ-t̪e-ye kuli-ke-d̪e-ɑ,,"[{""slot"": ""v."", ""headword"": ""aṭkar"", ""pos"": ""v."", ""english"": ""Think"", ""bangla"": ""ভাবা"", ""semantic_domain"": ""Cognition""}]",,,True,True
LLM-001253,ae upại,nan,,,medium,santali_glossed_dialogues.eaf,66,kɘʈiʲcʔ-ko d̪ɔ lɘʈu-ko-ko manɔt̪-ɛʔ-ko t̪ahɛ̃-n-a aɾ lɘʈu-ko-d̪ɔ kɘʈiʲcʔ-ko-ko d̪ulɘɽ-ɛʔ-ko t̪ahɛ̃-n-a,,"[{""slot"": ""n."", ""headword"": ""ae upại"", ""pos"": ""n."", ""english"": ""Result"", ""bangla"": ""ফলাফল"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-001254,Ar Ji u do I talare,nan,,,medium,matthew_santali_glossed.eaf,54,Ar Jisu do Isor-ak' mundil-te-ye boloye-na ar mundil-re kirin ak'kriñ-ko-joto-e laga odok-ket'-ko-a,,"[{""slot"": ""prep."", ""headword"": ""talare"", ""pos"": ""prep."", ""english"": ""in the midst"", ""bangla"": ""মধ্যে"", ""semantic_domain"": ""Place""}]",,,True,True
LLM-001255,bo̱c̕,nan,,,medium,santali_glossed_new_3.eaf,70,ɟahan-aʔ ɟɘɾuɽ-ɔʔ-kʰan alɛ-m baɖai̯-oc-o-le-a,,"[{""slot"": ""v."", ""headword"": ""bo̱c̕"", ""pos"": ""v."", ""english"": ""Unsheathe"", ""bangla"": ""খাপ থেকে বের করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-001256,Ado ac-ren gel bar cela-ko hoho  or-kate be sasto̱r,nan,,,medium,matthew_santali_glossed.eaf,36,Ado ac-ren gel bar cela-ko hoho sor-kate besapha jiu-k-o cetanre ektiari-ye emat'-ko-a,,"[{""slot"": ""n."", ""headword"": ""sasto̱r"", ""pos"": ""n."", ""english"": ""scriptures"", ""bangla"": ""শাস্ত্র"", ""semantic_domain"": ""Religion""}]",,,True,True
