gt_source,gt_id,gt_santali,gt_english,gt_bangla,gt_extra
output_layoutA (1).csv,6,hamal hɔɽmɔ gɔgɔ-hɔɽ d̪ɔ bʰa-ge bʰa-ge ɟɔm ɲu em-a-ko ho.jo.a,A pregnant mother should always be given nutritious/good food.,,pregnant body mother-person TOP good-EMPH good-EMPH eat drink give-FIN-3PL become-FIN
output_layoutA (1).csv,7,no̯͡a ɔk̚t̪ɛ bɛgɔɾ ɟɔm-t̪ɛ baŋ t̪ãhɛn ho.jo.a,During this time fasting is not permitted.,,this time without eat-CVB NEG stay become-FIN
output_layoutA (1).csv,8,gɔgɔ hɔɽ-aʔ hɔɽmɔ ɟɛnɔ ɘɖi ɟɘst̪i baŋ hamal-ɔʔ-t̪a͡i̯ ɔnt̪ɛ-hɔ̃ ɲɛl ho.j-a,We have to be careful so that the mother's body does not become too heavy.,,mother person-GEN body so.that very much NEG heavy-IPFV-3SG that-also see become-FIN
output_layoutA (1).csv,9,hɔɽmɔ ɘɖi ɟɘst̪i hamal lɛn-kʰan uni gɔgɔ hɔɽ-aʔ a͡i̯malɛkan ɾu̯͡ɘ haso ho͡i̯ d̪aɽe.j-aʔa,"If the pregnant woman's body becomes too heavy, various diseases can attack.",,body very much heavy become-COND 3SG.DEF mother person-GEN various disease pain become can-FIN
output_layoutA (1).csv,10,ɟohaɾ ɖak̚t̪aɾ-ɛm mɛn-ɛd̪-a,"Nipa: Hello, (Greetings)! Is the Doctor speaking?",,greetings doctor-2SG say-PROG-FIN
output_layoutA (1).csv,11,hɛɲ mɛn-ɛd̪-a,"Doctor: Yes, I am speaking.",,yes say-PROG-FIN
output_layoutA (1).csv,12,iɲ-ɾɛn kɔɽa gid̪ɾɘ-ɔ̯͡aʔ huʈgɘ-ɾi-t̪ɛ mand̪a aɾ ciɖiɾ ɛhɔb̚ʔ-akan-t̪a.j-a,Nipa: My son got attacked by a sudden cold and diarrhoea.,,1SG-GEN boy child-GEN sudden-NMLZ-CVB cold and diarrhoea start-PRF-3SG-FIN
output_layoutA (1).csv,13,am-ɾɛn gid̪ɾɘ-ɔ̯͡aʔ t̪inɘʔ umɘɾ,Doctor: How old is your child?,,2SG-GEN child-GEN how.much age
output_layoutA (1).csv,14,uni.j-aʔ umɘɾ gɛl cand̪o,Nipa: He is 10 months old.,,3SG-GEN age ten month
output_layoutA (1).csv,15,uni.j-aʔ hɔɽmɔ-ɾɛ cɛt̪̚ʔ ɾu̯͡ɘ mɛn-a-a,Doctor: Does he have a fever?,,3SG-GEN body-LOC what fever exist-FIN-Q
output_layoutA (1).csv,16,hɔɽmɔ-ɾɛ ɾu̯͡ɘ bɘnu-a t̪ɔbɛ hɔɽmɔ t̪ʰɔɽa lɔlɔ-ge mɛn-a-a,"Nipa: Not a fever, but his body is slightly warm.",,body-LOC fever NEG-FIN but body little warm-EMPH exist-FIN-FIN
output_layoutA (1).csv,17,gid̪ɾɘ-ɔ̯͡aʔ ni̯͡ɘ halɔt̪̚ʔ t̪inɘʔ-din-kʰɔn,Doctor: How long has this condition been for the child?,,child-GEN this condition how.much-day-ABL
output_layoutA (1).csv,18,hɔla ɲind̪ɘ-kʰɔn ni̯͡ɘ halɔt̪̚ʔ ɛhɔp̚ʔ-akan-t̪a.j-a,Nipa: This situation started from last night.,,yesterday night-ABL this condition start-PRF-3SG-FIN
output_layoutA (1).csv,19,sɛt̪aʔ-kʰɔn uni t̪inɘʔ-d̪ʰa͡o̯-ɛ ʈɘnɖi.j-akad̪-a,Doctor: How many times has he defecated since morning?,,morning-ABL 3SG.DEF how.much-time-3SG defecate-PRF-FIN
output_layoutA (1).csv,20,sɛt̪aʔ-kʰɔn uniː mɔ̃ɽɛ-d̪ʰa͡o̯-ɛ ʈɘnɖi.j-akad̪-a,Nipa: He has defecated 5 times since morning.,,morning-ABL 3SG.DEF five-time-3SG defecate-PRF-FIN
output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ-d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge.j-a sɛ kɛʈɛʲc̚ʔ-ge.j-a,Doctor: Is the stool thin or thick?,,stool-NMLZ-TOP what thin-EMPH-FIN or thick-EMPH-FIN
output_layoutA (1).csv,22,ɘɖi ɟɘst̪i-d̪ɔː baŋ lɛhɛɾ-a,Nipa: Not too thin.,,very much-TOP NEG thin-FIN
output_layoutA (1).csv,23,sɛla.jin ɲu ŭcu.j-ɛm,Doctor: Give him saline to drink.,,saline drink CAUS-2SG.IMP
output_layoutA (1).csv,24,ɖab ɾe.j-aʔ d̪aʔ hɔ̃-m ɲu oco d̪aɽe-o̯͡a.j-a,Doctor: You can also give him coconut water to drink.,,coconut LOC-GEN water also-2SG drink CAUS can-FIN-FIN
output_layoutA (1).csv,25,aɾ ɾu̯͡ɘ t̪ahɛn-kʰan ni.jɘ ɾaːn-ɛm ɟɔm-ŏco͡i̯-a,"Doctor: And, if he has a fever, give him [this] medicine.",,and fever stay-COND this medicine-2SG eat-CAUS.2SG.IMP-FIN
output_layoutA (1).csv,26,ɾan aɾ kɔɽam ɾe.j-aʔ t̪o̯͡a baɾhɛ cɛt̪̚ʔ gid̪ɾɘ d̪ɔ ɟɘ͡o̯ d̪aka-ɲ ɟɔm oco d̪aɽe-ɔ̯͡a.j-a,Nipa: Should I feed the baby rice porridge in addition to the medicine and breast milk?,,medicine and breast LOC-GEN milk besides what child TOP porridge rice-1SG eat CAUS can-FIN-Q
output_layoutA (1).csv,27,ɟɘɾuɽ bɘnu-a,Doctor: No need to do that.,,need NEG-FIN
output_layoutA (1).csv,28,am-d̪ɔ ai̯͡ma saɾha͡o̯ ɟohaɾ,"Nipa: Thank you, (Greetings).",,2SG-TOP much thanks greetings
output_layoutA (1).csv,29,alɛ ɔɽaʔ aɽe-ɾɛ mit̪̚ʔʈɛʲc̚ʔ lɘʈu-gi mãt̪̚ʔ t̪ʰɔp̚ʔ men-a-a,There is a big bamboo forest next to our house.,,1PL.EX house side-LOC one-CLF big-EMPH bamboo cluster exist-FIN-FIN
output_layoutA (1).csv,30,ɔnɖɛ d̪ɔ baɖa͡i̯ baŋ baɖa͡i̯ nanahunɘɾ cɛ̃ɽɛ̃-ko ta̪hɛ̃-n-a,Many types of known and unknown birds live there.,,there TOP know NEG know various bird-3PL stay-3PL-FIN
output_layoutA (1).csv,31,d̪inɘm-hilɘʔ sɛt̪aʔ-ɾɛ cɛ̃ɽɛ̃-ko-ɔ̯͡aʔ cɛɾɔ-bɛɾɔ aɲɟɔm-t̪ɛ alɛ d̪ɔ-lɛ ɛbʰɛn-ɔʔ-a,Every morning we wake up to the chirping of those birds.,,everyday morning-LOC bird-3PL-GEN chirp-RDP hear-CVB 1PL.EX TOP-1PL.EX wake-IPFV-FIN
output_layoutA (1).csv,32,cɛ̃ɽɛ̃-ko-ɔ̯͡aʔ cɛɾɔ-bɛɾɔ aɲɟɔm-t̪ɛ ale.j-aʔ mɔn d̪ɔ ɾɘs-kɛ-t̪ɛ pɛɾɛɟ-ɔʔ-a,Hearing the birds' chirping makes you feel better.,,bird-3PL-GEN chirp-RDP hear-CVB 1PL.EX-GEN heart TOP joy-PST-CVB fill-IPFV-FIN
output_layoutA (1).csv,33,oŋko mut̪̚ʔ-ɾɛ kɘʈiʲc̚ʔ ut̪ɘɾiʔ cɛ̃ɽɛ̃.j-aʔ ɲut̪um d̪ɔ pʰecaʔ,The Warbler is the tiniest bird among all the birds.,,3PL all-LOC small tiny bird-GEN name TOP warbler
output_layoutA (1).csv,34,noko d̪ɔ ba-ko d̪uɽup̚ʔ t̪ʰiɾ-u-a mit̪̚ʔ ɖɘɾ kʰɔn eʈaʔ ɖɘɾ-ko uɖɘ͡o̯ baɽa-j-a,"They do not sit in one place, but fly from one branch to another branch of trees.",,DEM.PROX TOP NEG-3PL sit stable-VBLZ-FIN one branch ABL other branch-3PL fly wander-FIN-FIN
output_layoutA (1).csv,35,ɲɛl-kat̪ɛ-m mɛn-ke̯͡a ɛnɛɟ-ɔʔ-t̪i-gi men-aʔ-ko̯͡a,They seem to be always dancing.,,see-CVB-2SG say-3SG dance-IPFV-PROG-EMPH exist-FIN-3PL
output_layoutA (1).csv,36,onko kʰɔn lɘʈu macʰi cɛ̃ɽɛ̃.j-aʔ ɲut̪m d̪ɔ gʰa͡o̯ɽa,A little bigger bird than them is called the Sparrow.,,3PL ABL big slightly bird-GEN name TOP sparrow
output_layoutA (1).csv,37,uŋko-hɔ̃ pʰecaʔ cɛ̃ɽɛ̃-leka hana ɖɘɾ nʰao̯͡a ɖɘɾ-ku uɖɘ͡o̯ baɽa-j-a,They also fly from branches to branches like the Warbler.,,3PL-also warbler bird-like that branch this branch-3PL fly wander-FIN-FIN
output_layoutA (1).csv,38,aɾ mit̪̚ʔ-lɛkan kɘʈiʲc̚ʔ cɛ̃ɽɛ̃-ɔ̯͡aʔ ɲut̪um d̪ɔ hojoʔkana hisi cɛ̃ɽɛ̃,Another type of small bird is called the Weaver.,,and one-kind small bird-GEN name TOP be-PROG weaver bird
output_layoutA (1).csv,39,oŋko d̪ɔ d̪aɾɛ ɖɘɾ-ɾɛ ɘɖi mɔ̃ɟ mɔ̃ɟ t̪ukɘ-ku bɛna-ɔ̯͡a,They can make very beautiful nests in the tree branches.,,3PL TOP tree branch-LOC very beautiful beautiful nest-3PL make-FIN
output_layoutA (1).csv,40,aɾ uŋko kʰɔn t̪ʰɔɽa lɘʈu cɛ̃ɽɛ̃.j-aʔ ɲut̪um d̪ɔ hojoʔ-kana ʈiʔʈɔɽɔ̃ʔ,A little bigger bird than them is the Nightingale.,,and 3PL ABL little big bird-GEN name TOP be-PROG nightingale
output_layoutA (1).csv,41,nɔŋkan cɛ̃ɽɛ̃ ɘɖi mɔ̃ɟ cɛɾɔ-bɛɾɔ-ko seɾeɲ-a,This bird can sing very well.,,such bird very good chirp-RDP-3PL sing-FIN
output_layoutA (1).csv,42,ɔka d̪ɔ gid̪ɾɛ-ko cɛ̃ɽɛ̃ t̪ukɘ-ku ɾɘpud̪-a aɾ uŋko-ɾɛn hɔpɔn-ko t̪i.jɘʔ-ko̯͡a,Many times children break the nests of the birds and steal their babies.,,where TOP child-3PL bird nest-3PL break-FIN and 3PL-GEN child-3PL steal-3PL
output_layoutA (1).csv,43,onat̪ɛ cɛ̃ɽɛ̃-ku d̪ɔ ɘɖi d̪uk̚-ku ɲaːm-a,The birds suffer a lot because of this.,,therefore bird-3PL TOP very pain-3PL get-FIN
output_layoutA (1).csv,44,cɛ̃ɽɛ̃-ko-ɔ̯͡aʔ bɘɽiʲc̚ʔ hojoʔ noŋkan kɘmi kɘmi͡i̯ d̪ɔ baŋ leːka,Birds should not be harmed/ not good to harm the birds.,,bird-3PL-GEN harm be such work work-NMLZ TOP NEG good
output_layoutA (1).csv,45,bɔ͡i̯ha iɲ mɔ̃ɽɛ kiɟi ca͡o̯le laga͡o̯-ɘ-ɲ-ɘ,"Buyer: Brother, I need 5 KGs of rice.",,brother 1SG five kg rice need-FIN-1SG-FIN
output_layoutA (1).csv,46,t̪iki ca͡o̯le sɛ ad̪o̯͡a ca͡o̯le-m hat̪a͡o̯-a,Vendor: Will you take parboiled rice or sunned rice?,,parboiled rice or sunned rice-2SG take-FIN
output_layoutA (1).csv,47,ad̪o͡a̯ ca͡o̯le ɾe.j-aʔ d̪am t̪inɘʔ,Buyer: How much is the price of sunned rice?,,sunned rice LOC-GEN price how.much
output_layoutA (1).csv,48,kiɟi-ɾɛ iɾɘl gɛl kɘ͡o̯ɖi,Vendor: BDT 80 per KG.,,kg-LOC eight ten taka
output_layoutA (1).csv,49,unɘʔ d̪am ɖʰeɾ-ăkana,Buyer: The price has increased so much!,,such price grow-PRF
output_layoutA (1).csv,50,baɟaɾ ɾɛ ɲit̪̚ʔ sanamaʔ ɾe.j-aʔ d̪am-ge ɖʰeɾ-ăkana,Vendor: Everything in the market has gone up in price now.,,market LOC now everything LOC-GEN price-EMPH grow-PRF
output_layoutA (1).csv,51,ni͡ɘ-d̪ʰa͡o̯ hɔi̯͡d̪aʔ-t̪ɛ a͡i̯ma hoɽo kʰot̪i.j-akana,Vendor: A lot of paddy has been damaged in the storm this year.,,this-time storm-CVB much paddy damage-PRF
output_layoutA (1).csv,52,ɔnat̪ɛ baɟaɾ-ɾɛ ca͡o̯le t̪ʰɔɽa-ge.j-a,Vendor: So there is a rice crisis in the market.,,therefore market-LOC rice little-EMPH-FIN
output_layoutA (1).csv,53,iɲ-d̪ɔ mɔ̃ɽɛ kiɟi bɔd̪ɔl-t̪ɛ pɛ kiɟi ad̪o̯͡a ca͡o̯le i-m-ɘ-ɲ-mɛ,Buyer: Give me 3 KGs of sunned rice instead of 5 KGs.,,1SG-TOP five kg replace-CVB three kg sunned rice give-2SG-FIN-1SG-IMP
output_layoutA (1).csv,54,sã͡o̯t̪ɛ mit̪̚ʔ keɟi kʰɘɟɘɽi-hɔ̃ i-m-ɘ-ɲ-mɛ,Buyer: Also give 1 KG of puffed rice.,,with one kg puffed.rice-also give-2SG-FIN-1SG-IMP
output_layoutA (1).csv,55,aɾ cɛt̪̚ʔ cɛt̪̚ʔ laga͡o̯-ma,Vendor: What else do you need?,,and what what need-2SG.Q
output_layoutA (1).csv,56,mit̪̚ʔ ɟɔɽa nɘɽkɔɽ miʔʈɛn ɖɘbɾɘ sɘbun aɾ miʔʈɛn kic̚ɾiʔ sɘbun laga͡o̯-ɲ-ɘ,"Buyer: Also need a couple of coconuts, a bath soap and a laundry soap.",,one pair coconut one-CLF bath soap and one-CLF clothes soap need-1SG-FIN
output_layoutA (1).csv,57,ad̪ʰhɛ ɾɘsun ɟahanaʔ laga͡o̯-ma,Vendor: Need some ginger-garlic?,,ginger garlic anything need-2SG.Q
output_layoutA (1).csv,58,hɛ̃ ad̪ʰa keɟi ad̪ʰhɛ-m i-m-ɘ-ɲ-ɘ,"Buyer: Yes, give half a KG of ginger.",,yes half kg ginger-2SG give-2SG-FIN-1SG-FIN
output_layoutA (1).csv,59,iɲ-d̪ɔ sanamaʔ-ge mit̪̚ʔ-sã͡o̯-t̪ɛ-ɲ pɛkeʈ-am-kana,Vendor: I am packing everything together.,,1SG-TOP everything-EMPH one-together-CVB-1SG packet-2SG.OBJ-PROG
output_layoutA (1).csv,60,miʔʈɛn mũʲc̚ʔ d̪aʔ ɲu lɘgit̪̚ʔ gaɖa aɽe-i̯ cala͡o̯-ena,An ant went to the river bank to drink water.,,one-CLF ant water drink PURP river side-3SG go-PST
output_layoutA (1).csv,61,ɘɖi-kaɟakɛ hɔ.j-ɛt̪̚ʔ-kan t̪ahɛ̃na aɾ gaɖa-ɾɛ ɘɖi kaɟak̚ sɔ̃t̪̚ʔ t̪ɛhɛ-kana,The wind was blowing very strongly and the river had a strong current.,,very-strong wind-PROG-PROG stay-PST and river-LOC very strong current be-PROG
output_layoutA (1).csv,62,hɔ͡i̯-kakʰant̪ɛ muʲc̚ʔ d̪ɔ d̪aʔ-ɾɛ.j-ɛ ɲuɾ-hɘ͡i̯na,The ant fell into the water due to the wind.,,wind-because ant TOP water-LOC-3SG fall-go-PST
output_layoutA (1).csv,63,mit̪̚ʔ-ʈɛn pɔt̪am cɛ̃ɽɛ̃ d̪ɔ d̪aɾɛ ɖɘɾ-ɾɛ d̪uɽup̚ʔ-kat̪ɛ nɔ̯͡a gʰɔʈɔna-i̯ ɲɛl-ɛt̪̚ʔ-kan t̪ahɛ̃na,A dove was sitting on a tree branch watching this happening.,,one-CLF dove bird TOP tree branch-LOC sit-CVB this happening-3SG see-PROG-PROG stay-PST
output_layoutA (1).csv,64,uni d̪ɔ muʲc̚ʔ-ɛː baɲca͡o̯-ɛ lɘgit̪̚ʔ mit̪̚ʔ-ʈɛn sakam d̪aʔ-ɾɛ.j-ɛ ɲuɾ-h-ɛked-a,He threw a leaf into the water to save that ant.,,3SG.DEF TOP ant-3SG.OBJ save-3SG PURP one-CLF leaf water-LOC-3SG drop-CAUS-PST-FIN
output_layoutA (1).csv,65,mũʲc̚ʔ d̪ɔ ɔna sakam-ɾɛ d̪ɛʲc̚ʔ-kat̪ɛ-t̪̚ʔ a.j-aʔ ɟiu̯͡i.j-ɛ baɲca͡o̯-kɛd̪-a,The ant climbed onto that leaf and saved its life.,,ant TOP that leaf-LOC climb-CVB-CVB 3SG-GEN life-3SG save-PST-FIN
output_layoutA (1).csv,66,inɘ t̪a.jɔm muʲc̚ʔ aɾ pot̪am d̪ɔ banahɔɽ gat̪e-kin ho͡i̯-ĕna,Then the ant and the dove became friends.,,this after ant and dove TOP both friend-3DU become-PST
output_layoutA (1).csv,67,a͡i̯ma-d̪in t̪a.jɔm mit̪̚ʔ sikɘɾi.j-ɘ gaɖa aɽɛ-ɾɛ.j-ɛ hɛʲc̚ʔ-ena,After many days a hunter came to that bank of the river.,,many-day after one hunter-FIN river side-LOC-3SG come-PST
output_layoutA (1).csv,68,d̪aɾe cɔʈ̚-ɾɛ pɔt̪am-ɛ ɲɛl-ked̪-e-kʰan sikɘɾi.j-ɘ d̪ɔ a.j-aʔ aʔ-ɛː soɟh-eked̪-a,"Seeing the dove on the tree, the hunter aimed his arrow at it.",,tree top-LOC dove-3SG see-PST-3SG-COND hunter-FIN TOP 3SG-GEN arrow-3SG.OBJ aim-PST-FIN
output_layoutA (1).csv,69,muʲc̚ʔ-d̪ɔ ɲɛl-ɲam-kat̪ɛ-t̪̚ʔ unɾe-ge.j-ɛ sikɘɾi.j-ɘ-ɔ̯͡aʔ kaʈa-ɾɛ.j-ɛ gɛɾ ked̪-e.j-a,After seeing this the ant immediately bit the hunter's leg.,,ant-TOP see-find-CVB-CVB then-EMPH-3SG hunter-FIN-GEN leg-LOC-3SG bite PST-3SG-FIN
output_layoutA (1).csv,70,gɛɾ ɟɔm-kat̪ɛ sikɘɾi.j-ɘ-ɔ̯͡aʔ t̪i ɾe.j-aʔ saɾ d̪ɔ laɽa͡o̯-ena aɾ cɛ̃ɾɛ̃-d̪ɔ-i̯ baɲca͡ɔ̯-ɛ-na,The arrow fell from the hunter's hand after being bitten and the bird survived.,,bite eat-CVB hunter-FIN-GEN hand LOC-GEN arrow TOP move-PST and bird-TOP-3SG save-PST-PST
output_layoutA (1).csv,71,baɖa.j-am paseɾ ɔɽaʔ-ɾɛ mɛɾɔm-ko hɔpɔn-akana,"Sister: Do you know, the goat next door had a baby!",,know-2SG neighbouring house-LOC goat-3PL bear.child-PRF
output_layoutA (1).csv,72,mɛɾɔm-d̪ɔː iɲ mɔ̃ɟ bɘ-ɲ ɘ͡i̯kɘ͡o̯-ko͡a,Brother: I don't like goats.,,goat-TOP 1SG good NEG-1SG like-3PL
output_layoutA (1).csv,73,iɲ-d̪ɔː ɖaŋgɾa mɔɟ-iɲ ɘ͡i̯kɘ͡o̯-ko̯͡a,Brother: I like cows.,,1SG-TOP cow good-1SG like-3PL
output_layoutA (1).csv,74,iɲ-d̪ɔː ɖaŋgɾa ɘsul-iɲ mɛn-d̪-a,Brother: I want to keep cows.,,1SG-TOP cow rear-1SG say-PROG-FIN
output_layoutA (1).csv,75,mɛn-kʰan ɖaŋgɾa lɘgit̪̚ʔ ɘɖi maɾaŋ ɟa͡i̯ga laga-a,Sister: But cows need a lot of space.,,say-COND cow PURP very big space need-FIN
output_layoutA (1).csv,76,abo ɔɽaʔ-ɾɛ un-maɾaŋ ɟa͡i̯ga bɘnu-a,Sister: We don't have that much space in our house.,,1PL.IN house-LOC such-big space NEG-FIN
output_layoutA (1).csv,77,ɖaŋɾa-i̯ t̪ahɛn-kʰan abo uni ʈʰɛn-kʰɔn t̪o̯͡a-bon ɲu d̪aɽe-ke.j-a,"Brother: If there was a cow, we could have milk to drink from it.",,cow-3SG stay-COND 1PL.IN 3SG.DEF LOC-ABL milk-1PL.IN drink can-PST-FIN
output_layoutA (1).csv,78,t̪o̯͡a d̪ɔ mɛɾɔm-aʔ-hɔ̃ men-a-a am-d̪ɔ ɔna t̪o̯͡a-hɔ-m ɲu d̪aɽe.j-a-a,"Sister: Milk can come from the goat too, you can drink that milk too.",,milk TOP goat-GEN-also exist-FIN-FIN 2SG-TOP that milk-also-2SG drink can-FIN-FIN
output_layoutA (1).csv,79,mɛɾɔm-ɾɛn a͡i̯ma-ko hɔpɔn-ɔʔ-a,Brother: Goats have many baby goats.,,goat-GEN much-3PL bear.child-IPFV-FIN
output_layoutA (1).csv,80,hɔpɔn-ko t̪o̯͡a ɲu t̪a.jɔm mɛɾɔm-aʔ aɾ t̪o̯͡a baŋ ho.jo-a,"Brother: After the baby goats drink milk, there is no more milk left in the goat's breast.",,child-3PL milk drink after goat-GEN more milk NEG become-FIN
output_layoutA (1).csv,81,ɔnat̪ɛ ɟɘst̪i t̪ɔ̯͡a baŋ ɲam-ɔ-a,Brother: So not much milk is available.,,therefore much milk NEG get-IPFV-FIN
output_layoutA (1).csv,82,am ʈʰik̚-ge-m mɛːn-akad̪-a,Sister: You have told the right thing.,,2SG correct-EMPH-2SG say-PRF-FIN
output_layoutA (1).csv,83,mɛn-kʰan ɖaŋɾa kiɾiɲ-t̪ɛ a͡i̯ma kɘ͡u̯ɖi laga-a,Sister: But it costs a lot of money to buy a cow.,,say-COND cow buy-CVB much money need-FIN
output_layoutA (1).csv,84,baba-ʈʰɛn ɖaŋɾa kiɾiɲ-leka kɘ͡u̯ɖi bɘnu-a,Sister: Father doesn't have enough money to buy a cow.,,father-LOC cow buy-like money NEG-FIN
output_layoutA (1).csv,85,ɖaŋɾa kiɾiɲ lɘgit̪̚ʔ iːɲ baba kɘ͡o̯ɖi-ɲ em-a-j-a,Brother: I will give money to father to buy a cow.,,cow buy PURP 1SG father money-1SG give-FIN-3SG-FIN
output_layoutA (1).csv,86,am-d̪ɔ ɔka-kʰɔn kɘ͡u̯ɖi-m ɲam-a,Sister: Where will you get the money from?,,2SG-TOP where-ABL money-2SG get-FIN
output_layoutA (1).csv,87,iɲ-d̪ɔ pɘhil-ɾɛ kalɔʈ̚ aɾ sɘnɖi sim-iɲ ɘsul-ko̯͡a,Brother: I will raise roosters and chickens first.,,1SG-TOP first-LOC rooster and chicken bird-1SG rear-3PL
output_layoutA (1).csv,88,miʔ-ʈɛn sɘnɖi aɾ miʔ-ʈɛn kalɔʈ̚ ni̯͡ɘ-t̪ɛ-ɲ ɛhɔb-a,Brother: I will start with a rooster and a hen.,,one-CLF chicken and one-CLF rooster this-CVB-1SG start-FIN
output_layoutA (1).csv,89,sim-kʰɔn mit̪̚ʔ-sã͡ɔ̯-t̪ɛ a͡i̯ma-ko hɔpɔn-ɔʔ-a,Brother: Chickens will have many chicks all at once.,,chicken-ABL one-together-CVB much-3PL bear.child-IPFV-FIN
output_layoutA (1).csv,90,inɘ-t̪a.jɔm onko-ko lɘʈu-lɛn-kʰan ɘkʰɾiɲ-kat̪ɛ-t̪̚ʔ a͡i̯ma kɘ͡u̯ɖi ɲam-ɔ-a,"Brother: After that, when they are big enough, we can get a lot of money by selling them.",,this-after 3PL-3PL big-become-COND sell-CVB-CVB much money get-IPFV-FIN
output_layoutA (1).csv,91,ɔna kɘ͡u̯ɖi-t̪ɛ ɖaŋɾa-ɲ kiɾi.ɲi.j-a,Brother: I will buy a cow with that money.,,that money-CVB cow-1SG buy-FIN
output_layoutA (1).csv,92,ɖaŋɾa unɘʔ-ɛ-m kusi.j-akokana,Sister: Do you like cows that much?,,cow such-3SG-2SG happy-PRF
output_layoutA (1).csv,93,iɲ-aʔ t̪ʰɔɽa ɟɔma kɘ͡u̯ɖi men-a-a,Sister: I have some money saved.,,1SG-GEN little saved money exist-FIN-FIN
output_layoutA (1).csv,94,ɔŋɖɛ-kʰɔn iɲ t̪ʰɔɽa kɘ͡u̯ɖi am-iɲ ɛm d̪aɽe-ɔ̯͡a-ma,Sister: I can give you some money from that saving.,,there-ABL 1SG little money 2SG-1SG give can-FIN-2SG
output_layoutA (1).csv,95,ʈhik-ge.j-a alaŋ banahɔɽ-t̪ɛ ɖaŋɾa-laŋ ɘsul-e.j-a,"Sister: Alright, we will take care of that cow together.",,alright-EMPH-FIN 1DU.IN both-CVB cow-1DU.IN rear-FIN-FIN
output_layoutA (1).csv,96,iɲ-hɔ̃ ɖaŋɾa kiɾiɲ ɾe.j-aʔ kɘ͡u̯ɖi-ɲ ɛm-ɔ-a,Sister: I will also give money to buy the cow.,,1SG-also cow buy LOC-GEN money-1SG give-IPFV-FIN
output_layoutA (1).csv,1,ɟohaːɾ,Greetings!,,Greetings
output_layoutA (1).csv,2,cɛt̪̚ʔlɛka menama mahasɔ͡i̯,"How are you, Sir?",,how-like be.NFIN-2SG-FIN sir
output_layoutA (1).csv,3,mɔ̃ɟge menɘɲɘ,I am fine.,,good-EMPH be.NFIN-1SG-FIN
output_layoutA (1).csv,4,a͡i̯ma d̪in t̪a.jɔmɛm hɛc̚ʔĕna,You came after a long time!,,many day DLIM-COM-2SG:SUBJ come-PERF-3SG:SUBJ-FIN
output_layoutA (1).csv,5,kɘmi ɾe.jaʔ cãɽt̪ɛ bɘɲ hɛc̚ʔ d̪aɽe.jad̪a,Couldn't come because of being busy with work.,,work LOC-GEN reason-ABL NEG-1SG come able-FIN-PST-FIN
output_layoutA (1).csv,6,ni̯͡ɘd̪ʰa͡o̯ lɘ͡i̯mɛ ced̪aʔɛm hɛc̚ʔakana,"Now tell me, why have you come?",,now say-2SG:IMP what-2SG:SUBJ come-PERF-FIN
output_layoutA (1).csv,7,iɲɾɛn gid̪ɾɘ amaʔ is͡kulɾɛ bʰuɾt̪iɲ mɛnɛd̪a,I want to enroll my younger son in your school.,,1SG-GEN child 2SG-GEN school-LOC enroll-1SG:SUBJ want-3SG:SUBJ-FIN
output_layoutA (1).csv,8,uni.jaʔ umɘɾ t̪inɘʔ,How old is he?,,3SG-GEN age how.much
output_layoutA (1).csv,9,ni͡ɘbaɾ uni͡aʔ umɘɾ mɔ̃ɽɛ sɛɾma ho͡i̯ena,Now he is 5 years old.,,this-time 3SG-GEN age five year become-PERF-FIN
output_layoutA (1).csv,10,uni d̪ɔ cɛt̪̚ʔ ɔɽaʔɾɛ ɟahanaʔɛ cet̪̚ʔakada,Did he learn anything at home?,,3SG TOP what house-LOC anything-3SG:SUBJ learn-PERF-M-PST-FIN
output_layoutA (1).csv,11,uni d̪ɔ cɛt̪̚ʔ haɾɔp̚ɛ ɲɛl cinhɘ͡o̯ge.ja,Does he know letters?,,3SG TOP what letter-PL know recognize-IPFV-EMPH-FIN-FIN
output_layoutA (1).csv,12,hɛ̃ uni d̪ɔ akʰɔɾmala͡i̯ baɖa.ja,"Yes, he knows the alphabet.",,yes 3SG TOP alphabet-ACC know-PERF-FIN-FIN
output_layoutA (1).csv,13,mit̪̚ʔkʰɔn gɛl hɘbiʔhɔ̃͡i̯ lɛkʰa d̪aɽe.jaʔa,Can also count from 1 to 10.,,one-ABL ten until-DLIM count able-FIN-FIN
output_layoutA (1).csv,14,t̪ahlɛ uni d̪ɔ keɟi kilɘsɾɛ bʰuɾt̪id̪aɽeo̯͡a.ja,Then he can be admitted in the children's class.,,then 3SG TOP children class-LOC enroll-able-FIN-FIN-FIN
output_layoutA (1).csv,15,amd̪ɔ ni.jɘ pʰɔɾɔm id̪i t̪oɾa͡i̯mɛ,You take this form.,,2SG-TOP this-DLIM form take go-2SG:IMP
output_layoutA (1).csv,16,pʰɔɾɔm puɾɘ͡o̯ kat̪ɛ gid̪ɾɘo͡aʔ miʔʈɛn pʰɔʈo sã͡o̯ ɟɔma oʈokam,Fill up the form and submit it along with a photograph of your son.,,form fill CVB child-GEN one-CLSSFR photo with submit put-M-2SG:IMP
output_layoutA (1).csv,17,ʈʰikge.ja,All right.,,right-EMPH-FIN-FIN
