file,utterance_id,root_annotation_id,root_tier,start_ms,end_ms,ref,mb,gl,ft,ipa,bangla,english,ipa_original,ipa_normalized,segmentation,gloss,notes,all_tiers_json
santali_glossed_dialogues.eaf,53,a53,ref,114400,116400,nɛt̪aɾ d̪ɔ ɘɾi cali bɘgikat̪ɛ ɛnɛʲc̚ʔ siɾiɲge ɟɘst̪i hojoʔkana,nɛt̪aɾ d̪ɔ ɘɾi cali bɘgi-kat̪ɛ ɛnɛʲcʔ siɾiɲ-ge ɟɘst̪i hojoʔ-kan-a,now TOP custom ritual leave-CONV dance song-EMPH more be-PROG-FIN,Now there is more singing and dancing than programs and rituals.,,,,,,,,,"{""ft"": [""Now there is more singing and dancing than programs and rituals.""], ""gl"": [""now TOP custom ritual leave-CONV dance song-EMPH more be-PROG-FIN""], ""mb"": [""nɛt̪aɾ d̪ɔ ɘɾi cali bɘgi-kat̪ɛ ɛnɛʲcʔ siɾiɲ-ge ɟɘst̪i hojoʔ-kan-a""], ""ref"": [""nɛt̪aɾ d̪ɔ ɘɾi cali bɘgikat̪ɛ ɛnɛʲc̚ʔ siɾiɲge ɟɘst̪i hojoʔkana""]}"
santali_glossed_dialogues.eaf,54,a54,ref,116600,118600,"hɛ̃, gid̪ɾɘkod̪ɔ ɘɖi ɾaŋga͡o̯ seɾeɲko aɾaʔkaʔa aɾ ko kɘ͡o̯mɘ͡o̯ɔʔa",hɛ̃ gid̪ɾɘ-ko-d̪ɔ ɘɖi ɾaŋga-o seɾeɲ-ko aɾaʔ-ka-aʔ-a aɾ ko kɘ͡o̯mɘ͡o̯-oʔ-a,yes child-PL-TOP very loud-MID song-3PL play-PRF-PRF-FIN and 3PL shout-MID-FIN,"Yes, the children are playing loud music and shouting these days.",,,,,,,,,"{""ft"": [""Yes, the children are playing loud music and shouting these days.""], ""gl"": [""yes child-PL-TOP very loud-MID song-3PL play-PRF-PRF-FIN and 3PL shout-MID-FIN""], ""mb"": [""hɛ̃ gid̪ɾɘ-ko-d̪ɔ ɘɖi ɾaŋga-o seɾeɲ-ko aɾaʔ-ka-aʔ-a aɾ ko kɘ͡o̯mɘ͡o̯-oʔ-a""], ""ref"": [""hɛ̃, gid̪ɾɘkod̪ɔ ɘɖi ɾaŋga͡o̯ seɾeɲko aɾaʔkaʔa aɾ ko kɘ͡o̯mɘ͡o̯ɔʔa""]}"
santali_glossed_dialogues.eaf,55,a55,ref,118800,120800,nɛt̪aɾ d̪ɔ haʈ baɟaɾlɛka kiɾiɲ ɘkʰɾiɲgi ɟɘst̪i hojoʔkana,nɛt̪aɾ d̪ɔ haʈ baɟaɾ-lɛka kiɾiɲ ɘkʰɾiɲ-gi ɟɘst̪i hojoʔ-kan-a,now TOP market bazaar-like buy sell-EMPH more be-PROG-FIN,Now many shopkeepers sit and sell their stuff.,,,,,,,,,"{""ft"": [""Now many shopkeepers sit and sell their stuff.""], ""gl"": [""now TOP market bazaar-like buy sell-EMPH more be-PROG-FIN""], ""mb"": [""nɛt̪aɾ d̪ɔ haʈ baɟaɾ-lɛka kiɾiɲ ɘkʰɾiɲ-gi ɟɘst̪i hojoʔ-kan-a""], ""ref"": [""nɛt̪aɾ d̪ɔ haʈ baɟaɾlɛka kiɾiɲ ɘkʰɾiɲgi ɟɘst̪i hojoʔkana""]}"
santali_glossed_dialogues.eaf,56,a56,ref,121000,123000,iɲ d̪isɘ͡i̯d̪a kɘʈiʲc̚ʔɾɛ iɲd̪ɔ iɲbabaɔ̯͡aʔ t̪i sap̚ʔ kat̪ɛ mɛlaɲ calaʔkan t̪ahɛ̃na,iɲ d̪isɘ͡i̯-d̪-a kɘʈiʲcʔ-ɾɛ iɲ-d̪ɔ iɲ-baba-o-aʔ t̪i sapʔ kat̪ɛ mɛla-ɲ cal-aʔ-kan t̪ahɛ̃-n-a,1SG remember-IND-FIN small-LOC 1SG-TOP 1SG-father-MID-GEN hand catch CONV fair-1SG go-PRF-PROG stay-MID-FIN,"I remember, when I was a child, I used to go to the fair holding my father's hand.",,,,,,,,,"{""ft"": [""I remember, when I was a child, I used to go to the fair holding my father's hand.""], ""gl"": [""1SG remember-IND-FIN small-LOC 1SG-TOP 1SG-father-MID-GEN hand catch CONV fair-1SG go-PRF-PROG stay-MID-FIN""], ""mb"": [""iɲ d̪isɘ͡i̯-d̪-a kɘʈiʲcʔ-ɾɛ iɲ-d̪ɔ iɲ-baba-o-aʔ t̪i sapʔ kat̪ɛ mɛla-ɲ cal-aʔ-kan t̪ahɛ̃-n-a""], ""ref"": [""iɲ d̪isɘ͡i̯d̪a kɘʈiʲc̚ʔɾɛ iɲd̪ɔ iɲbabaɔ̯͡aʔ t̪i sap̚ʔ kat̪ɛ mɛlaɲ calaʔkan t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,57,a57,ref,123200,125200,pɛɽa ɔɽaʔkoɾɛɲ d̪aɽankan t̪ahɛ̃na,pɛɽa ɔɽaʔ-ko-ɾɛ-ɲ d̪aɽan-kan t̪ahɛ̃-n-a,relative house-PL-LOC-1SG visit-PROG stay-MID-FIN,I used to visit my relatives' houses.,,,,,,,,,"{""ft"": [""I used to visit my relatives' houses.""], ""gl"": [""relative house-PL-LOC-1SG visit-PROG stay-MID-FIN""], ""mb"": [""pɛɽa ɔɽaʔ-ko-ɾɛ-ɲ d̪aɽan-kan t̪ahɛ̃-n-a""], ""ref"": [""pɛɽa ɔɽaʔkoɾɛɲ d̪aɽankan t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,58,a58,ref,125400,127400,lɘʈukuɲ ɖɔbɔʔakokan t̪ahɛ̃na,lɘʈu-ku-ɲ ɖɔbɔʔ-ako-kan t̪ahɛ̃-n-a,elder-3PL-1SG bow-3PL-PROG stay-MID-FIN,I used to greet the elders with bowing down.,,,,,,,,,"{""ft"": [""I used to greet the elders with bowing down.""], ""gl"": [""elder-3PL-1SG bow-3PL-PROG stay-MID-FIN""], ""mb"": [""lɘʈu-ku-ɲ ɖɔbɔʔ-ako-kan t̪ahɛ̃-n-a""], ""ref"": [""lɘʈukuɲ ɖɔbɔʔakokan t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,59,a59,ref,127600,129600,aɾ uŋku d̪ɔ ɘsiɾbat̪̚kat̪ɛ ɟahanaʔko imɘɲkan t̪ahɛ̃na,aɾ uŋ-ku d̪ɔ ɘsiɾbat̪-kat̪ɛ ɟahanaʔ-ko im-ɘ-ɲ-kan t̪ahɛ̃-n-a,and 3SG-PL TOP blessing-CONV something-3PL give-PRF-1SG-PROG stay-MID-FIN,They used to bless me and gave me gifts.,,,,,,,,,"{""ft"": [""They used to bless me and gave me gifts.""], ""gl"": [""and 3SG-PL TOP blessing-CONV something-3PL give-PRF-1SG-PROG stay-MID-FIN""], ""mb"": [""aɾ uŋ-ku d̪ɔ ɘsiɾbat̪-kat̪ɛ ɟahanaʔ-ko im-ɘ-ɲ-kan t̪ahɛ̃-n-a""], ""ref"": [""aɾ uŋku d̪ɔ ɘsiɾbat̪̚kat̪ɛ ɟahanaʔko imɘɲkan t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,60,a60,ref,129800,131800,aɾ ɘpuɲ d̪ɔ alɛ nao̯͡a kic̚ɾiʲc̚ʔɛ kiɾiɲalɛkan t̪ahɛ̃na,aɾ ɘpu-ɲ d̪ɔ alɛ nao̯a kic̚ɾiʲc̚ʔ-ɛ kiɾiɲ-alɛ-kan t̪ahɛ̃-n-a,and father-1SG TOP 1PL.EXCL new clothes-3SG buy-1PL.EXCL-PROG stay-MID-FIN,Father used to buy new clothes for us.,,,,,,,,,"{""ft"": [""Father used to buy new clothes for us.""], ""gl"": [""and father-1SG TOP 1PL.EXCL new clothes-3SG buy-1PL.EXCL-PROG stay-MID-FIN""], ""mb"": [""aɾ ɘpu-ɲ d̪ɔ alɛ nao̯a kic̚ɾiʲc̚ʔ-ɛ kiɾiɲ-alɛ-kan t̪ahɛ̃-n-a""], ""ref"": [""aɾ ɘpuɲ d̪ɔ alɛ nao̯͡a kic̚ɾiʲc̚ʔɛ kiɾiɲalɛkan t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,61,a61,ref,132000,134000,naɔ̯͡a kic̚ɾiʲc̚ʔ hɔɾɔʔ kat̪ɛ alɛ d̪ɔ ɾɘskɘ t̪ɛ hana ɔɽaʔ nʰaɔ̯͡a ɔɽaʔlɛ ɘcuɾɔʔkan t̪ahɛ̃na,naɔ̯a kic̚ɾiʲcʔ hɔɾɔʔ kat̪ɛ alɛ d̪ɔ ɾɘskɘ-t̪ɛ hana ɔɽaʔ nʰaɔ̯a ɔɽaʔ-lɛ ɘcuɾɔʔ-kan t̪ahɛ̃-n-a,new clothes wear CONV 1PL.EXCL TOP joy-LOC that house and house-1PL.EXCL roam-PROG stay-MID-FIN,We used to go from house to house wearing new clothes.,,,,,,,,,"{""ft"": [""We used to go from house to house wearing new clothes.""], ""gl"": [""new clothes wear CONV 1PL.EXCL TOP joy-LOC that house and house-1PL.EXCL roam-PROG stay-MID-FIN""], ""mb"": [""naɔ̯a kic̚ɾiʲcʔ hɔɾɔʔ kat̪ɛ alɛ d̪ɔ ɾɘskɘ-t̪ɛ hana ɔɽaʔ nʰaɔ̯a ɔɽaʔ-lɛ ɘcuɾɔʔ-kan t̪ahɛ̃-n-a""], ""ref"": [""naɔ̯͡a kic̚ɾiʲc̚ʔ hɔɾɔʔ kat̪ɛ alɛ d̪ɔ ɾɘskɘ t̪ɛ hana ɔɽaʔ nʰaɔ̯͡a ɔɽaʔlɛ ɘcuɾɔʔkan t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,62,a62,ref,134200,136200,ɔka ɔɽaʔlɛ calaʔ ɔna ɔɽaʔɾɛge ɟɔmko emalɛkan t̪ahɛ̃na,ɔka ɔɽaʔ-lɛ cal-aʔ ɔna ɔɽaʔ-ɾɛ-ge ɟɔm-ko em-alɛ-kan t̪ahɛ̃-n-a,which house-1PL.EXCL go-PRF that house-LOC-EMPH food-3PL give-1PL.EXCL-PROG stay-MID-FIN,We were offered food at any houses we used to visit.,,,,,,,,,"{""ft"": [""We were offered food at any houses we used to visit.""], ""gl"": [""which house-1PL.EXCL go-PRF that house-LOC-EMPH food-3PL give-1PL.EXCL-PROG stay-MID-FIN""], ""mb"": [""ɔka ɔɽaʔ-lɛ cal-aʔ ɔna ɔɽaʔ-ɾɛ-ge ɟɔm-ko em-alɛ-kan t̪ahɛ̃-n-a""], ""ref"": [""ɔka ɔɽaʔlɛ calaʔ ɔna ɔɽaʔɾɛge ɟɔmko emalɛkan t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,63,a63,ref,136400,138400,alɛ d̪ɔ ɽɘskɘt̪ɛlɛ ɛnɛʲc̚ʔ seɾeɲɟɔŋkan t̪ahɛ̃na,alɛ d̪ɔ ɾɘskɘ-t̪ɛ-lɛ ɛnɛʲcʔ seɾeɲ-ɟɔŋ-kan t̪ahɛ̃-n-a,1PL.EXCL TOP joy-LOC-1PL.EXCL dance song-PRF-PROG stay-MID-FIN,"We used to be singing, dancing, having fun and everything.",,,,,,,,,"{""ft"": [""We used to be singing, dancing, having fun and everything.""], ""gl"": [""1PL.EXCL TOP joy-LOC-1PL.EXCL dance song-PRF-PROG stay-MID-FIN""], ""mb"": [""alɛ d̪ɔ ɾɘskɘ-t̪ɛ-lɛ ɛnɛʲcʔ seɾeɲ-ɟɔŋ-kan t̪ahɛ̃-n-a""], ""ref"": [""alɛ d̪ɔ ɽɘskɘt̪ɛlɛ ɛnɛʲc̚ʔ seɾeɲɟɔŋkan t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,64,a64,ref,138600,140600,mɛnkʰan alɛ d̪ɔ balɛ kɘ͡o̯mɘ͡o̯ăka.a sɛ ɾaŋga͡o̯t̪ɛ siɾiɲ aɽaʔkat̪ɛ hɔɽku d̪ɔ balɛ ed̪ɾe oco̯͡akaʔko̯͡a,mɛnkʰan alɛ d̪ɔ ba-lɛ kɘ͡o̯mɘ͡o̯-aka-a sɛ ɾaŋga-o-t̪ɛ siɾiɲ aɽaʔ-kat̪ɛ hɔɽ-ku d̪ɔ ba-lɛ ed̪ɾe oco-akaʔ-ko-a,but 1PL.EXCL TOP NEG-1PL.EXCL shout-PRF-FIN or loud-MID-LOC song play-CONV person-3PL TOP NEG-1PL.EXCL disturb make-PRF-3PL-FIN,"But we didn't make so much chaos, we didn't disturb people by playing loud music.",,,,,,,,,"{""ft"": [""But we didn't make so much chaos, we didn't disturb people by playing loud music.""], ""gl"": [""but 1PL.EXCL TOP NEG-1PL.EXCL shout-PRF-FIN or loud-MID-LOC song play-CONV person-3PL TOP NEG-1PL.EXCL disturb make-PRF-3PL-FIN""], ""mb"": [""mɛnkʰan alɛ d̪ɔ ba-lɛ kɘ͡o̯mɘ͡o̯-aka-a sɛ ɾaŋga-o-t̪ɛ siɾiɲ aɽaʔ-kat̪ɛ hɔɽ-ku d̪ɔ ba-lɛ ed̪ɾe oco-akaʔ-ko-a""], ""ref"": [""mɛnkʰan alɛ d̪ɔ balɛ kɘ͡o̯mɘ͡o̯ăka.a sɛ ɾaŋga͡o̯t̪ɛ siɾiɲ aɽaʔkat̪ɛ hɔɽku d̪ɔ balɛ ed̪ɾe oco̯͡akaʔko̯͡a""]}"
santali_glossed_dialogues.eaf,65,a65,ref,140800,142800,unɟɔkʰɛc̚ʔ d̪ɔ hana at̪o nʰaɔ̯͡a at̪o hana gʰaɾɔ̃ɟ nʰao̯͡a gʰaɾɔ̃ɟ calaʔ hɘɟuʔ t̪ahɛ̃kant̪ako̯͡a,unɟɔ-kʰɛcʔ d̪ɔ hana at̪o nʰaɔ̯a at̪o hana gʰaɾɔ̃ɟ nʰao̯a gʰaɾɔ̃ɟ cal-aʔ hɘɟuʔ t̪ahɛ̃-kan-t̪a-ko-a,that-time TOP that village and village that family and family go-PRF come stay-PROG-IND-3PL-FIN,"Back then there used to be communications from neighborhood to neighborhood, family to family.",,,,,,,,,"{""ft"": [""Back then there used to be communications from neighborhood to neighborhood, family to family.""], ""gl"": [""that-time TOP that village and village that family and family go-PRF come stay-PROG-IND-3PL-FIN""], ""mb"": [""unɟɔ-kʰɛcʔ d̪ɔ hana at̪o nʰaɔ̯a at̪o hana gʰaɾɔ̃ɟ nʰao̯a gʰaɾɔ̃ɟ cal-aʔ hɘɟuʔ t̪ahɛ̃-kan-t̪a-ko-a""], ""ref"": [""unɟɔkʰɛc̚ʔ d̪ɔ hana at̪o nʰaɔ̯͡a at̪o hana gʰaɾɔ̃ɟ nʰao̯͡a gʰaɾɔ̃ɟ calaʔ hɘɟuʔ t̪ahɛ̃kant̪ako̯͡a""]}"
santali_glossed_dialogues.eaf,66,a66,ref,143000,145000,"kɘʈiʲc̚ʔko d̪ɔ lɘʈukoko manɔt̪ɛʔko t̪ahɛ̃na, aɾ lɘʈukod̪ɔ kɘʈiʲc̚ʔkoko d̪ulɘɽɛʔko t̪ahɛ̃na",kɘʈiʲcʔ-ko d̪ɔ lɘʈu-ko-ko manɔt̪-ɛʔ-ko t̪ahɛ̃-n-a aɾ lɘʈu-ko-d̪ɔ kɘʈiʲcʔ-ko-ko d̪ulɘɽ-ɛʔ-ko t̪ahɛ̃-n-a,small-3PL TOP elder-PL-3PL respect-IND-3PL stay-MID-FIN and elder-PL-TOP small-PL-3PL love-IND-3PL stay-MID-FIN,The youngers respected the elders and the elders adored the youngers.,,,,,,,,,"{""ft"": [""The youngers respected the elders and the elders adored the youngers.""], ""gl"": [""small-3PL TOP elder-PL-3PL respect-IND-3PL stay-MID-FIN and elder-PL-TOP small-PL-3PL love-IND-3PL stay-MID-FIN""], ""mb"": [""kɘʈiʲcʔ-ko d̪ɔ lɘʈu-ko-ko manɔt̪-ɛʔ-ko t̪ahɛ̃-n-a aɾ lɘʈu-ko-d̪ɔ kɘʈiʲcʔ-ko-ko d̪ulɘɽ-ɛʔ-ko t̪ahɛ̃-n-a""], ""ref"": [""kɘʈiʲc̚ʔko d̪ɔ lɘʈukoko manɔt̪ɛʔko t̪ahɛ̃na, aɾ lɘʈukod̪ɔ kɘʈiʲc̚ʔkoko d̪ulɘɽɛʔko t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,67,a67,ref,145200,147200,ɟɔt̪ɔ hɔɽ ɟɔt̪ɔ hɔɽaʔ boge ɟud̪ɘku baɖa͡i̯ɟɔŋkan t̪ahɛ̃na,ɟɔt̪ɔ hɔɽ ɟɔt̪ɔ hɔɽ-aʔ boge ɟud̪ɘ-ku baɖa͡i̯-ɟɔŋ-kan t̪ahɛ̃-n-a,all person all person-GEN good news-3PL know-PRF-PROG stay-MID-FIN,Everyone used to look out for everyone.,,,,,,,,,"{""ft"": [""Everyone used to look out for everyone.""], ""gl"": [""all person all person-GEN good news-3PL know-PRF-PROG stay-MID-FIN""], ""mb"": [""ɟɔt̪ɔ hɔɽ ɟɔt̪ɔ hɔɽ-aʔ boge ɟud̪ɘ-ku baɖa͡i̯-ɟɔŋ-kan t̪ahɛ̃-n-a""], ""ref"": [""ɟɔt̪ɔ hɔɽ ɟɔt̪ɔ hɔɽaʔ boge ɟud̪ɘku baɖa͡i̯ɟɔŋkan t̪ahɛ̃na""]}"
santali_glossed_dialogues.eaf,68,a68,ref,147400,149400,net̪aɾ d̪ɔ ɟɔt̪ɔgi ɟud̪ɘ cabaʔkana,net̪aɾ d̪ɔ ɟɔt̪ɔ-gi ɟud̪ɘ caba-ʔ-kan-a,now TOP all-EMPH change finish-PRF-PROG-FIN,Everything is getting changed now.,,,,,,,,,"{""ft"": [""Everything is getting changed now.""], ""gl"": [""now TOP all-EMPH change finish-PRF-PROG-FIN""], ""mb"": [""net̪aɾ d̪ɔ ɟɔt̪ɔ-gi ɟud̪ɘ caba-ʔ-kan-a""], ""ref"": [""net̪aɾ d̪ɔ ɟɔt̪ɔgi ɟud̪ɘ cabaʔkana""]}"
santali_glossed_dialogues.eaf,69,a69,ref,149600,151600,ad̪ɔmko d̪ɔ aɖɛpasɛɾɛnko̯͡aʔ bugeɟud̪ɘhɔ̃ bako baɖa͡i̯kana,ad̪ɔm-ko d̪ɔ aɖɛpasɛ-ɾɛn-ko̯-aʔ buge-ɟud̪ɘ-hɔ̃ ba-ko baɖa͡i̯-kan-a,many-3PL TOP neighbor-LOC.GEN-3PL-GEN good-news-also NEG-3PL know-PROG-FIN,Many people don't even look out for their neighbors.,,,,,,,,,"{""ft"": [""Many people don't even look out for their neighbors.""], ""gl"": [""many-3PL TOP neighbor-LOC.GEN-3PL-GEN good-news-also NEG-3PL know-PROG-FIN""], ""mb"": [""ad̪ɔm-ko d̪ɔ aɖɛpasɛ-ɾɛn-ko̯-aʔ buge-ɟud̪ɘ-hɔ̃ ba-ko baɖa͡i̯-kan-a""], ""ref"": [""ad̪ɔmko d̪ɔ aɖɛpasɛɾɛnko̯͡aʔ bugeɟud̪ɘhɔ̃ bako baɖa͡i̯kana""]}"
santali_glossed_dialogues.eaf,70,a70,ref,151800,153800,"hɛ̃, ɟɔt̪ʰat̪̚gim ɾɔːɽakaʔa",hɛ̃ ɟɔt̪ʰat̪-gi-m ɾɔɽ-akaʔ-a,yes true-EMPH-2SG say-PRF-FIN,"Yes, you have told the right thing.",,,,,,,,,"{""ft"": [""Yes, you have told the right thing.""], ""gl"": [""yes true-EMPH-2SG say-PRF-FIN""], ""mb"": [""hɛ̃ ɟɔt̪ʰat̪-gi-m ɾɔɽ-akaʔ-a""], ""ref"": [""hɛ̃, ɟɔt̪ʰat̪̚gim ɾɔːɽakaʔa""]}"
santali_glossed_dialogues.eaf,71,a71,ref,154000,156000,abu no̯͡ako babɔt̪̚ʔt̪ɛ sɔnt̪ɔɾ t̪ahɛ̃n hojoʔ t̪abona,abu no̯a-ko babɔt̪ʔ-t̪ɛ sɔnt̪ɔɾ t̪ahɛ̃-n hojoʔ t̪abo-n-a,1PL.INCL this-PL about-LOC careful stay-MID must 1PL.INCL-MID-FIN,We have to be careful about these things.,,,,,,,,,"{""ft"": [""We have to be careful about these things.""], ""gl"": [""1PL.INCL this-PL about-LOC careful stay-MID must 1PL.INCL-MID-FIN""], ""mb"": [""abu no̯a-ko babɔt̪ʔ-t̪ɛ sɔnt̪ɔɾ t̪ahɛ̃-n hojoʔ t̪abo-n-a""], ""ref"": [""abu no̯͡ako babɔt̪̚ʔt̪ɛ sɔnt̪ɔɾ t̪ahɛ̃n hojoʔ t̪abona""]}"
santali_glossed_new.eaf,1,a1,ref,0,2000,hɔɽmɔ-ɾɛ gid̪ɾɘ hɛʲc̚ʔ t̪a.jɔm t̪a.jɔm-ge gɔgɔ hɔɽ-aʔ ɖak̚t̪aɾ-ʈʰɛʲc̚ʔ cala-ʔ ɟɘɾuɽ-a,hɔɽmɔ-ɾɛ gid̪ɾɘ hɛʲc̚ʔ t̪a.jɔm t̪a.jɔm-ge gɔgɔ hɔɽ-aʔ ɖak̚t̪aɾ-ʈʰɛʲc̚ʔ cala-ʔ ɟɘɾuɽ-a,body-LOC child come after after-EMPH mother person-GEN doctor-LOC go-IPFV need-FIN,A pregnant woman (mother) should visit a doctor immediately right after conception.,,,,,,,,,"{""ft"": [""A pregnant woman (mother) should visit a doctor immediately right after conception.""], ""gl"": [""body-LOC child come after after-EMPH mother person-GEN doctor-LOC go-IPFV need-FIN""], ""mb"": [""hɔɽmɔ-ɾɛ gid̪ɾɘ hɛʲc̚ʔ t̪a.jɔm t̪a.jɔm-ge gɔgɔ hɔɽ-aʔ ɖak̚t̪aɾ-ʈʰɛʲc̚ʔ cala-ʔ ɟɘɾuɽ-a""], ""ref"": [""hɔɽmɔ-ɾɛ gid̪ɾɘ hɛʲc̚ʔ t̪a.jɔm t̪a.jɔm-ge gɔgɔ hɔɽ-aʔ ɖak̚t̪aɾ-ʈʰɛʲc̚ʔ cala-ʔ ɟɘɾuɽ-a""]}"
santali_glossed_new.eaf,2,a2,ref,2200,4200,nɔŋkan ɔkt̪ɛ-ɾɛ kɘʈiʲc̚ʔ lɘʈu ɟãhalɛkan ɾu̯͡ɘ-ge baŋ pɔsɽa͡o̯ ho.jo.a,nɔŋkan ɔkt̪ɛ-ɾɛ kɘʈiʲc̚ʔ lɘʈu ɟãhalɛkan ɾu̯͡ɘ-ge baŋ pɔsɽa͡o̯ ho.jo-a,such time-LOC small minor any disease-EMPH NEG neglect become-FIN,Any minor ailment should not be neglected during this time.,,,,,,,,,"{""ft"": [""Any minor ailment should not be neglected during this time.""], ""gl"": [""such time-LOC small minor any disease-EMPH NEG neglect become-FIN""], ""mb"": [""nɔŋkan ɔkt̪ɛ-ɾɛ kɘʈiʲc̚ʔ lɘʈu ɟãhalɛkan ɾu̯͡ɘ-ge baŋ pɔsɽa͡o̯ ho.jo-a""], ""ref"": [""nɔŋkan ɔkt̪ɛ-ɾɛ kɘʈiʲc̚ʔ lɘʈu ɟãhalɛkan ɾu̯͡ɘ-ge baŋ pɔsɽa͡o̯ ho.jo.a""]}"
santali_glossed_new.eaf,3,a3,ref,4400,6400,no̯͡a ɔkt̪ɛ-ɾɛ ganɔʔ baŋ ganɔʔ kɘmi-ko d̪ɔ ɖak̚t̪aɾ ʈʰɛn kʰɔn baɖa͡i̯-ɟɔŋ ho.jo.a,no̯͡a ɔkt̪ɛ-ɾɛ ganɔʔ baŋ ganɔʔ kɘmi-ko d̪ɔ ɖak̚t̪aɾ ʈʰɛn kʰɔn baɖa͡i̯-ɟɔŋ ho.jo-a,this time-LOC what NEG what work-3PL TOP doctor LOC ABL know-1SG become-FIN,It is better to know from the doctor what needs to be done at this time.,,,,,,,,,"{""ft"": [""It is better to know from the doctor what needs to be done at this time.""], ""gl"": [""this time-LOC what NEG what work-3PL TOP doctor LOC ABL know-1SG become-FIN""], ""mb"": [""no̯͡a ɔkt̪ɛ-ɾɛ ganɔʔ baŋ ganɔʔ kɘmi-ko d̪ɔ ɖak̚t̪aɾ ʈʰɛn kʰɔn baɖa͡i̯-ɟɔŋ ho.jo-a""], ""ref"": [""no̯͡a ɔkt̪ɛ-ɾɛ ganɔʔ baŋ ganɔʔ kɘmi-ko d̪ɔ ɖak̚t̪aɾ ʈʰɛn kʰɔn baɖa͡i̯-ɟɔŋ ho.jo.a""]}"
santali_glossed_new.eaf,4,a4,ref,6600,8600,ɔna ɔkt̪ɛ cɛt̪̚ʔ cɛt̪̚ʔ ɟɔm lɛkʰan gid̪ɾɘ aɾ gɔgɔ hɔɽ-aʔ bo-ge ho.jo.a ɔna-hɔ̃ ɲɛl ho.jo.a,ɔna ɔkt̪ɛ cɛt̪̚ʔ cɛt̪̚ʔ ɟɔm lɛkʰan gid̪ɾɘ aɾ gɔgɔ hɔɽ-aʔ bo-ge ho.jo-a ɔna-hɔ̃ ɲɛl ho.jo-a,that time what what eat COND child and mother person-GEN good-EMPH become-FIN that-also see become-FIN,"In this time, attention should be paid to what kind of food one gives the mother to eat so that both the baby and the mother will be well.",,,,,,,,,"{""ft"": [""In this time, attention should be paid to what kind of food one gives the mother to eat so that both the baby and the mother will be well.""], ""gl"": [""that time what what eat COND child and mother person-GEN good-EMPH become-FIN that-also see become-FIN""], ""mb"": [""ɔna ɔkt̪ɛ cɛt̪̚ʔ cɛt̪̚ʔ ɟɔm lɛkʰan gid̪ɾɘ aɾ gɔgɔ hɔɽ-aʔ bo-ge ho.jo-a ɔna-hɔ̃ ɲɛl ho.jo-a""], ""ref"": [""ɔna ɔkt̪ɛ cɛt̪̚ʔ cɛt̪̚ʔ ɟɔm lɛkʰan gid̪ɾɘ aɾ gɔgɔ hɔɽ-aʔ bo-ge ho.jo.a ɔna-hɔ̃ ɲɛl ho.jo.a""]}"
santali_glossed_new.eaf,5,a5,ref,8800,10800,ɟahan hamal kɘmi kɘmi͡i̯ d̪ɔ pɛɾɛʲc̚ʔ hɔɽmɔ gɔgɔ hɔɽ-aʔ baŋ ganɔ.a,ɟahan hamal kɘmi kɘmi͡i̯ d̪ɔ pɛɾɛʲc̚ʔ hɔɽmɔ gɔgɔ hɔɽ-aʔ baŋ ganɔ-a,any heavy work work-NMLZ TOP pregnant body mother person-GEN NEG do-FIN,A pregnant mother should not do any heavy work.,,,,,,,,,"{""ft"": [""A pregnant mother should not do any heavy work.""], ""gl"": [""any heavy work work-NMLZ TOP pregnant body mother person-GEN NEG do-FIN""], ""mb"": [""ɟahan hamal kɘmi kɘmi͡i̯ d̪ɔ pɛɾɛʲc̚ʔ hɔɽmɔ gɔgɔ hɔɽ-aʔ baŋ ganɔ-a""], ""ref"": [""ɟahan hamal kɘmi kɘmi͡i̯ d̪ɔ pɛɾɛʲc̚ʔ hɔɽmɔ gɔgɔ hɔɽ-aʔ baŋ ganɔ.a""]}"
santali_glossed_new.eaf,6,a6,ref,11000,13000,hamal hɔɽmɔ gɔgɔ-hɔɽ d̪ɔ bʰa-ge bʰa-ge ɟɔm ɲu em-a-ko ho.jo.a,hamal hɔɽmɔ gɔgɔ-hɔɽ d̪ɔ bʰa-ge bʰa-ge ɟɔm ɲu em-a-ko ho.jo-a,pregnant body mother-person TOP good-EMPH good-EMPH eat drink give-FIN-3PL become-FIN,A pregnant mother should always be given nutritious/good food.,,,,,,,,,"{""ft"": [""A pregnant mother should always be given nutritious/good food.""], ""gl"": [""pregnant body mother-person TOP good-EMPH good-EMPH eat drink give-FIN-3PL become-FIN""], ""mb"": [""hamal hɔɽmɔ gɔgɔ-hɔɽ d̪ɔ bʰa-ge bʰa-ge ɟɔm ɲu em-a-ko ho.jo-a""], ""ref"": [""hamal hɔɽmɔ gɔgɔ-hɔɽ d̪ɔ bʰa-ge bʰa-ge ɟɔm ɲu em-a-ko ho.jo.a""]}"
